fen,target_ks,target_total,our_total_base,our_ks_base,tier,phase_bucket,split
4n1k1/6b1/1B2p1np/3p4/rp1P2P1/4PB2/1P1N4/4K2R b - - 0 30,0.0,-0.19,0.902,0.0,calm,endgame,train
r4rk1/6pp/p2p2q1/n1pPp3/2P2p1b/P2PPBP1/P3Q3/1R2K1R1 b - - 1 23,-1.62,-4.94,-8.185,-1.62,working,midgame,train
q2r2k1/1bp2p1p/2n1p1pP/2b1P3/2N5/1nP2N2/r1Q2PP1/1R2KB1R w K - 6 27,0.54,-6.5,-2.439,0.54,diverse,opening,train
r1bqkb1r/pp3ppp/1n3n2/2pP4/3Pp3/2N1P2P/PP2BPP1/R1BQK1NR w KQkq - 1 8,0.0,0.65,-0.263,0.0,calm,opening,train
1k6/1p4R1/2p2P2/2Pp4/8/2PKP3/PP5r/8 b - - 0 47,0.0,7.64,6.182,0.0,diverse,adveg,train
5rk1/1p2p1bp/4b1p1/3pN3/3P2P1/2P1P3/2qNKP2/R6R b - - 0 31,-1.8,-7.99,-9.331,-1.8,working,midgame,train
r1b1k2r/pp1pp2p/n4qp1/2pPbp2/R1N5/1P1QP1N1/5PPP/4KB1R w Kkq - 10 20,0.0,-1.51,-2.193,0.0,diverse,opening,train
8/6p1/5p2/p2k2p1/1p6/1P1K1P1P/6P1/8 b - - 0 46,0.0,-2.26,-1.418,0.0,calm,adveg,train
6n1/7P/6p1/k7/8/4PK1P/P2P4/8 b - - 0 50,0.0,7.8,5.833,0.0,diverse,adveg,train
8/2p5/2k5/2P1R1pp/4p1r1/P7/8/7K b - - 3 46,-1.0,-4.69,-5.32,0.0,target,adveg,train
3r2k1/1R5R/5p1p/6p1/p3P3/P2p1P2/1P1K1PbP/8 w - - 6 41,2.79,5.34,1.793,0.0,target,endgame,val
8/5k2/4b3/p3bp1p/P7/BP1Bn1P1/4R2P/5RK1 b - - 1 33,0.0,6.57,7.923,0.0,calm,endgame,train
2rq1rk1/p3nppp/1p1ppn2/1B6/3P3P/P1N1PP2/1PQ2P2/2R1K2R w K - 5 16,0.0,0.0,0.342,0.0,diverse,opening,train
r3r1k1/1b2q2p/1B1pn1pQ/pBPp1p2/8/P4N2/1P3PPP/R4RK1 b - - 1 24,0.0,5.05,3.43,0.0,diverse,opening,val
rnb1k2r/pp1pp2p/1q4p1/2pPbp2/R7/1P1QP1N1/3N1PPP/4KB1R b Kkq - 7 18,0.0,-1.26,-2.188,0.0,diverse,opening,train
8/p4pp1/8/4k1p1/2K1P3/6PP/P7/8 b - - 0 50,0.0,-1.75,0.011,0.0,calm,adveg,val
8/8/2p5/2P1R1pp/2k1p1r1/P7/8/7K w - - 2 49,-2.3,-4.94,-5.444,0.0,target,adveg,train
8/1p5p/4k2b/2p1p3/4P3/3r4/1R2K3/4R3 b - - 3 46,-2.57,0.0,-3.721,0.0,target,endgame,train
1r4k1/7p/p2p2p1/2p1bb2/P1P5/2NP3P/R2K2B1/8 b - - 1 32,0.0,-3.42,-1.85,0.0,diverse,endgame,train
4r1k1/7p/1b2N1p1/p4p2/1qNpnP2/3P2PP/2P4K/4R1Q1 w - - 7 42,0.0,0.72,-1.064,0.0,calm,midgame,train
1rkqR2r/1p2bp2/p4N1p/2pP1b2/P6Q/1P6/2PP1PPP/R5K1 w - - 2 25,1.59,2.15,0.659,0.0,target,midgame,train
8/p5p1/8/1K3pp1/4k3/6PP/P7/8 w - - 0 52,0.0,-2.39,-1.352,0.0,diverse,adveg,train
8/1p2b2p/1P2kp2/N3pp2/p3nP1P/P3P1P1/2r5/3RK3 b - - 3 35,0.0,-5.47,-7.986,0.0,diverse,endgame,train
8/6k1/p2p2pp/P1p2b2/2Pb4/1r1P3P/R2K1NB1/8 w - - 1 36,-2.52,-3.19,-3.382,0.0,target,endgame,train
1n3rk1/3bQ3/pqpNp1p1/R3Pp1r/1P1P3B/7P/5PP1/4R1K1 w - - 1 35,2.34,4.0,4.29,2.34,diverse,opening,train
r4knr/1p1pq2p/2nN1pp1/p2Q4/5B2/6P1/PP2PPBP/R2R2K1 b - - 4 18,1.72,6.74,7.631,0.0,target,opening,train
rnbq1rk1/5ppp/2pbpn2/p2p4/3P1P2/PNBBP3/2P3PP/R2QK1NR b KQ - 1 11,0.0,-1.15,0.071,0.0,calm,opening,train
6k1/pp6/7p/r3n2p/2P2Q2/P7/1PP2PPP/4K3 w - - 1 29,2.9,7.65,10.911,0.0,target,endgame,train
8/1r4p1/RpB1p1kp/4K3/4PP2/P7/bP5P/8 b - - 8 34,0.0,3.53,1.172,0.0,calm,endgame,train
1r2k2r/p2qbp2/Q1pp2p1/7p/5B2/5NP1/PP3P1P/2R2RK1 w k - 3 21,0.0,3.83,4.154,0.0,calm,midgame,train
4k2r/1r1q1p2/2Npp1pp/1B1b4/Q7/P3B2P/1b3PP1/R4RK1 b k - 0 25,1.81,4.23,2.935,0.0,target,opening,train
r1bqk2r/1p2pp1p/5npb/p1p1n3/2N5/1P1P2P1/PB2PPBP/R2QK2R w KQkq - 0 11,0.0,0.58,-1.707,0.0,diverse,opening,train
rn1qk2r/p3bppp/bpp1pn2/3p4/2PP4/4PNP1/PP1N1PBP/R1BQ1RK1 b kq - 3 8,0.0,0.0,-0.225,0.0,calm,opening,train
6B1/2r5/pp4R1/7b/2P5/8/5kp1/2K5 w - - 0 56,1.48,-5.85,-5.401,0.0,target,endgame,train
8/pp4k1/4p1p1/4p3/bpPnP3/P2P2p1/1Q4B1/4KNq1 b - - 0 37,-2.16,-10.56,-6.552,-2.16,diverse,endgame,train
3r1k1r/2R1n3/4qp1p/4p2B/pQ6/4P1P1/PP3P1P/2R3K1 b - - 5 27,1.8,6.11,4.676,1.8,diverse,midgame,train
2rq1rk1/pp3pp1/7p/P2p4/3npP1P/3P1nP1/1P3P2/R1BQ1K1R b - - 0 24,-2.9,-5.87,-6.515,0.0,target,midgame,val
r1q2k2/5p2/2p1pnp1/1PPpNb1r/P2P3p/2Q1P2P/3N1PP1/R4RK1 b - - 0 24,0.0,4.31,2.852,0.0,diverse,opening,train
r3k1nr/pp5p/3p2p1/2qNbPB1/3p2Q1/6P1/PP3PBP/2R2RK1 b kq - 0 15,1.62,9.6,8.822,1.62,diverse,opening,val
2kr3r/pp3pbp/2n2np1/q1p1p3/N1P5/1Q2BBP1/PP2PP1P/R4RK1 w - - 0 13,1.8,2.12,3.3,1.8,working,opening,train
r1b2rk1/1p2ppbp/3p2p1/p1qP3n/2P1P1n1/PQ1B1NP1/R6P/1N2K1R1 b - - 0 20,-1.98,-8.3,-9.375,-1.98,diverse,opening,train
8/5k2/5p2/6pp/8/6P1/5K2/8 b - - 1 63,0.0,-2.59,-5.163,0.0,calm,adveg,train
8/8/R1K4k/1P4p1/7p/r7/P3R3/8 b - - 1 58,0.0,5.49,8.336,0.0,calm,endgame,val
8/6rp/ppb2R2/6pP/2P5/4k3/8/2KB4 b - - 5 49,2.05,-2.72,-5.198,0.0,target,endgame,val
4R3/3r2kp/1p4p1/3B1b2/2P5/1N6/7P/6K1 w - - 0 45,2.27,3.45,5.352,0.0,target,endgame,train
4n1kr/2n2pp1/7p/8/1PP3B1/R3B3/P4PPP/6K1 w - - 1 38,0.0,6.35,8.155,0.0,calm,endgame,train
r4k1r/4n3/1q3p1p/2R1p2B/p7/2Q1P1P1/PP3P1P/R5K1 w - - 0 25,1.15,4.35,2.706,0.0,target,midgame,train
3r4/5kpp/2p5/1p2p2P/2b1P2Q/2PnqB2/1p3R2/1r4RK w - - 0 38,1.98,-8.12,3.877,1.98,calm,midgame,val
r3k1nr/pp5p/3p2p1/2qNbpB1/3pP1Q1/6P1/PP3PBP/2R2RK1 w kq - 0 15,3.08,8.92,5.596,0.0,target,opening,train
2kr3r/pp2ppbp/2n2np1/q1p5/N1P5/1Q2BBP1/PP2PP1P/R4RK1 b - - 4 12,1.8,1.72,3.071,1.8,working,opening,train
8/1k6/1p2p3/p3P1R1/1P3n1P/P4P2/5P1K/8 w - - 0 40,0.0,6.84,8.768,0.0,calm,adveg,train
8/1r4pp/ppb2k2/4pp2/2P2PPP/8/1R6/3BK3 w - - 0 40,0.0,-3.05,-5.438,0.0,calm,endgame,train
5rk1/4Rp1R/r7/1p3BP1/1Pp2P2/p2pK3/P7/8 w - - 2 44,2.93,4.34,1.57,0.0,target,endgame,train
3Q4/p5bk/1p1Nq3/2p5/2P4P/rP2P1P1/5P2/5NK1 w - - 4 45,1.62,1.67,7.14,1.62,working,midgame,train
r7/1p3pkp/4p1p1/2ppPnP1/3P1Q2/1qn2N1P/5PK1/4R3 w - - 0 33,1.98,-5.85,-5.433,1.98,calm,midgame,train
r3r1k1/1p5p/2p1qnpB/p3NR2/3P4/4Q3/PP3PPP/R5K1 b - - 0 25,2.88,1.06,6.444,2.88,working,midgame,train
2r1rk2/1b3p2/pp3qp1/3pb2p/1P1Nn3/P2BP2Q/1RR2PPP/3N2K1 w - - 7 27,0.0,-0.66,-1.042,0.0,diverse,opening,train
r3k2r/p2N1p1p/bp1qpn1b/3P2p1/3p4/1PN3P1/P1P2PBP/R1BQR1K1 b kq - 0 13,1.44,5.29,4.104,1.44,diverse,opening,train
5k2/1P4p1/8/2K5/3B2rp/6P1/5P2/8 b - - 0 60,-1.07,2.83,0.797,0.0,target,adveg,train
8/1p3pkp/4p1p1/2PpPnP1/r3n3/1q3N1P/3Q1PK1/4R3 w - - 3 35,-1.44,-7.36,-10.532,-1.44,working,midgame,val
6k1/5pp1/q1rb3p/3pp3/2nP4/P1RQ2PP/5P2/2BN2K1 b - - 1 44,0.0,-1.79,-0.571,0.0,calm,midgame,train
3r1rk1/pp2pp1p/6p1/2q5/2P5/3P1BPb/nQ3P1P/3RK2R b - - 1 22,-2.16,-6.52,-4.911,-2.16,working,midgame,train
rn3k2/1bqp1p1r/pp4pp/3PB3/2P5/PP6/2B2PPP/R2QR1K1 b - - 0 19,2.17,5.15,3.561,0.0,target,opening,val
2r1k2r/pp1bppbp/3p4/q4p1P/8/P1n2NP1/1P1QPP2/R3KB1R w KQk - 0 15,0.0,-4.83,-5.953,0.0,diverse,opening,train
2q1k1nr/1pp2pp1/2npBb2/2rN3p/p1P5/4QNP1/PP1BPP1P/R4RK1 b k - 0 14,1.44,1.16,2.99,1.44,diverse,opening,val
r1bqk2r/ppp1bppp/5n2/3P4/1nB5/1QN2N2/PP1P1PPP/R1B1K2R b KQkq - 6 8,1.8,-0.03,3.852,1.8,working,opening,val
4k3/8/6K1/8/7P/8/8/8 b - - 2 84,0.0,0.0,2.724,0.0,calm,adveg,train
8/5kp1/6p1/p3K3/1p1B3P/P5P1/1P3P2/6r1 w - - 3 49,-1.1,-0.02,-0.591,0.0,target,adveg,val
8/pp5p/b5k1/5pp1/P7/3PPBP1/3rP2P/6K1 w - - 2 39,0.0,-5.38,-7.905,0.0,diverse,adveg,train
r7/pp1q1p1k/3p3p/P1pPb3/2P3R1/1RNnB2P/1P3PP1/6K1 b - - 5 24,0.0,-5.15,-3.118,0.0,calm,midgame,train
3r1rk1/pp2pp1p/2n3p1/2q5/2P5/2QP2Pb/P3BP1P/2R1K2R w - - 2 20,-1.44,-6.46,-6.917,-1.44,working,midgame,train
r1b1kb1r/1p1npppp/pq3n2/3p4/5B2/2P2N2/PP1NPPPP/R2QKB1R w KQkq - 4 8,0.0,-0.03,0.093,0.0,calm,opening,val
8/6p1/8/7P/4k1p1/8/3K4/8 b - - 1 52,0.0,-3.05,-2.807,0.0,diverse,adveg,val
6k1/p1p3pp/4pp2/1q6/1rN1P3/7P/1P3PP1/2Q3K1 w - - 1 29,0.0,-4.44,-4.68,0.0,calm,endgame,train
6k1/pp3ppp/2n5/5br1/q7/P1Q1P2P/1P4P1/4RK1R w - - 1 25,-1.98,-4.96,-5.457,-1.98,diverse,midgame,train
r5k1/pp2q3/3pR3/P1pP4/2Pb4/1RNn3P/1P1B1p2/5K2 b - - 1 31,-1.14,-7.65,-7.901,-1.14,diverse,midgame,train
3r2k1/pp2pp1p/6p1/2q2b2/2Pr4/2Qn1BP1/3R1P1P/5K1R b - - 1 27,-1.92,-9.44,-8.321,0.0,target,midgame,train
r1r5/3p1kn1/p3pb1p/1p5q/P2P1P2/NB2Q2P/4N3/2BK4 b - - 0 32,-0.54,-5.99,-4.067,-0.54,working,midgame,train
1r3knr/2p2ppp/p2b4/4p1N1/q7/Pp1P2P1/1PnBPPKP/1R1Q3R b - - 1 19,0.0,-3.58,-6.556,0.0,diverse,opening,train
r1b3k1/pp2bppp/2p2n2/4pq2/2Pr4/P2P1B1P/1P3PP1/1NRQK1NR w K - 0 15,0.0,-2.76,-2.593,0.0,diverse,opening,train
5k2/8/6pp/p3R3/4BPK1/1r6/6PP/8 w - - 0 40,0.0,5.36,8.322,0.0,diverse,endgame,train
4r3/1p3kpp/8/pr1p1p1P/2n5/2P1P3/4RK2/3R4 b - - 0 37,0.0,-7.69,-10.316,0.0,calm,endgame,train
7R/bP1n3p/4b3/p3B1pk/4B3/6PP/1P3P2/3K4 b - - 6 35,3.5,7.9,4.147,0.0,target,endgame,train
rq1k3r/1pp1n2p/2npB1p1/p5Q1/2P5/6P1/PP2PP1P/R2R2K1 b - - 0 22,1.8,-0.53,0.413,1.8,diverse,midgame,val
r1bqkb1r/p1p5/4pp2/2p4p/3p2p1/P2P1NP1/1PPN1K1P/R1BQ3R w kq - 0 14,-1.44,1.94,-1.7,-1.44,calm,opening,train
4rbkr/pp3p1p/1q3npB/2p2N2/2P2Q2/8/PPn2PPP/RN1R2K1 w - - 5 20,1.18,0.0,-5.985,0.0,target,opening,train
1r3k2/R4p2/2K5/P4P1p/2p5/2P5/6PP/8 b - - 0 35,-1.1,4.38,5.678,0.0,target,adveg,train
3r4/p4k2/7p/3qpp1P/1b6/1P3P2/3NR1N1/2B1K3 b - - 4 47,-1.53,-7.67,-8.097,-1.53,diverse,endgame,val
1n2r1k1/3p1ppp/1q6/2pPb3/r3Q3/3RB1PP/pPK2PB1/7R w - - 0 25,-4.68,-5.24,-3.891,-4.68,diverse,opening,train
4r1k1/1pp2ppp/8/3P4/2nb3P/2nb1BPR/4NP2/r1B2KN1 w - - 2 27,0.0,-8.68,-9.674,0.0,calm,midgame,train
4rbkr/pp3p1p/1q3npB/2p1QN2/1nP5/8/PP3PPP/RN1R2K1 w - - 3 19,1.68,-0.79,0.884,0.0,target,opening,train
8/8/8/1p3p2/1P1K2k1/4P3/4b3/8 w - - 14 55,0.0,-3.81,-7.412,0.0,diverse,adveg,train
8/pp3p2/2p5/4k1p1/P1P1Bn1p/1P5b/5P1K/8 w - - 3 42,0.0,-8.96,-11.498,0.0,diverse,adveg,train
1B3b2/p2r1k2/P1R2p2/R5pp/1p6/3n1P1P/1P4K1/8 b - - 6 61,0.0,1.19,0.665,0.0,diverse,endgame,train
r1b4r/pp2Q1pk/4p2p/1B1PNp2/8/8/PPP3PP/2K4R b - - 0 23,0.0,9.14,11.936,0.0,calm,midgame,val
5rkq/1p3pp1/7R/r4B1p/p1p5/2P1B1Q1/P1P2PPP/R5K1 w - - 2 26,1.8,9.63,14.282,1.8,calm,midgame,train
3r3k/1p2p1bp/1qp2np1/p1n1B3/P1B1P3/4Q3/1PP2PPP/3R1RK1 b - - 7 24,1.26,4.59,3.849,0.0,target,midgame,train
r3r1k1/1pp2ppp/P7/3P2B1/2nb3P/2nb1BPR/4NP2/5KN1 b - - 0 25,-3.84,-7.92,-9.266,0.0,target,midgame,train
r4rk1/ppqn1ppp/3p1b2/2p5/1PPpP1b1/Q4N2/PB1N1PPP/1R3RK1 w - - 6 16,0.0,-2.57,-2.329,0.0,calm,opening,train
4k3/1p6/6p1/p6p/5P2/6P1/PP3K1P/8 w - - 0 32,0.0,2.18,1.543,0.0,diverse,adveg,train
8/3p4/3P1p2/7p/5k1p/3R1P2/2r5/5K2 w - - 0 50,-1.2,-4.43,-5.191,0.0,target,adveg,train
1B6/p2rbk2/P1R2p2/R5pp/1p5P/5P2/1n6/6K1 b - - 2 63,0.0,0.11,-1.122,0.0,diverse,endgame,train
4r1k1/Qp3pp1/3q3p/B1p2b2/7P/PP1p4/4rPP1/3R2KR w - - 2 28,-1.26,-4.95,-3.354,-1.26,working,midgame,train
r5kr/3nB1p1/pp1pN3/3Pqp1B/8/1P6/P4PPP/3Q1RK1 b - - 0 24,1.62,4.72,6.578,1.62,diverse,midgame,train
r5kr/1p1q1pp1/pnbBp3/3P2Np/P1B5/5QP1/1P3P1P/R3R1K1 b - - 0 19,1.24,3.77,7.01,0.0,target,opening,train
rnbqr1k1/bp1p1p1p/2p2n2/p3N1p1/N3PB2/P2P2P1/1PP2PBP/R2QK2R w KQ - 0 11,0.0,0.32,2.832,0.0,diverse,opening,train
8/8/8/pP1k1P2/5K2/8/1P6/8 b - - 0 41,0.0,4.02,6.991,0.0,calm,adveg,train
8/8/8/1p1K1p2/1P6/4Pk2/8/1b6 w - - 20 58,0.0,-3.88,-7.258,0.0,calm,adveg,val
2r4k/5R2/6p1/p2p1p2/P4P2/2PP2PP/5KB1/8 w - - 3 44,0.0,6.76,9.408,0.0,diverse,endgame,train
4r1k1/2R3pp/8/1P6/2N1p3/7P/2n2PP1/6K1 b - - 0 38,0.0,3.57,4.015,0.0,diverse,endgame,train
3k4/1Q3pp1/2pbp3/6p1/4q3/8/PP1K1P1P/3RR3 b - - 10 30,-2.34,5.84,0.207,-2.34,diverse,midgame,train
1r1R3r/5k2/1p2p3/pBp1Pp1p/8/1P2B3/1K4PP/3R4 w - - 1 30,0.0,7.89,11.087,0.0,calm,endgame,val
3r1kn1/p2q4/6Q1/1pp2p2/1P1np3/4B2P/P3PPK1/3RR3 w - - 1 32,1.62,3.65,3.034,1.62,working,midgame,val
r2k3r/2qn1p2/2pNb3/p1P1p2p/1n1p2pN/QP1P2P1/P3PPBP/2R2RK1 w - - 0 26,2.53,2.8,1.455,0.0,target,opening,train
rnb1kb1r/ppq2ppp/4p3/2pN4/3P4/1P2P1P1/P4P1P/R1BQKBNR b KQkq - 0 8,1.62,0.33,3.006,1.62,working,opening,train
r1bqk1nr/pp1pbppp/2n5/2pQ4/4PB2/6P1/PPP2PBP/RN2K1NR b KQkq - 2 7,1.26,0.38,1.983,1.26,calm,opening,train
8/k5p1/p6p/p6P/4K1P1/8/1P3P2/8 w - - 0 50,0.0,2.26,0.667,0.0,calm,adveg,train
8/8/pN6/2k3p1/8/1n2K3/5PPP/8 w - - 24 63,0.0,0.34,1.525,0.0,crowded_safe,adveg,train
6k1/6q1/2p5/p1p5/P1P1Q1p1/3NP1Pp/5P1P/6K1 w - - 1 49,1.14,6.98,10.506,0.0,target,endgame,train
4R3/3r2Bp/1r4kP/6p1/8/K3pP2/8/8 w - - 2 61,-1.99,-5.89,-1.926,0.0,target,endgame,val
2r1k3/3Rp3/1p6/7r/4N1p1/P2R4/6PP/6K1 b - - 8 38,1.04,4.07,5.742,0.0,target,endgame,train
1r4k1/5Rp1/2Q1p2r/2P1PpNp/3P4/3R4/5KPP/2q5 w - - 1 34,-6.48,2.02,-2.803,-6.48,working,midgame,train
rn3rk1/1Q3pp1/3qpn1p/3pNb2/3P4/p3B1P1/PP2PPBP/R4RK1 b - - 0 16,0.0,0.91,1.51,0.0,calm,opening,train
r3kb1r/ppq2p2/b2p1np1/4p2p/3nP3/PPN2PN1/2P3PP/R1BKQ2R w kq - 5 16,-2.52,-5.06,-9.21,-2.52,working,opening,train
8/8/8/8/4kp2/8/4K3/8 w - - 0 118,0.0,0.0,-5.001,0.0,calm,adveg,train
8/8/8/6p1/p1k1K3/1n6/2N2PPP/8 w - - 6 69,0.0,0.0,0.375,0.0,crowded_safe,adveg,train
8/5k2/4p1R1/pB1pKp1p/P1pPn3/2P1P3/1P6/8 w - - 10 49,1.1,6.61,8.364,0.0,target,adveg,train
B7/p6R/1p6/4kp1p/P5p1/3n3P/1r6/K7 b - - 1 51,-1.06,-5.57,-6.961,0.0,target,endgame,train
6k1/6pp/p3pp2/3b1n2/RP3P2/4PN1P/4r1P1/5K2 b - - 6 36,-3.66,-5.6,-8.065,0.0,target,endgame,train
4rrk1/p3qppp/p4n2/3p1b2/3P3P/1PN1PP2/P2Q2R1/2B1K3 b - - 0 23,-1.29,-5.55,-7.135,0.0,target,midgame,val
2rqr1k1/pp3pp1/1b5p/3n4/1P1P4/1Rp2PP1/P1N2Q1P/R3B1K1 w - - 0 28,0.0,-3.31,-1.25,0.0,diverse,opening,val
5k1r/1p1rnp2/1BN1b1pp/4P1b1/B2p4/5N2/PP3PPP/1R1R2K1 b - - 0 25,0.0,3.5,2.638,0.0,diverse,midgame,train
r2k1b1r/1pqb1Bpp/p1np1n2/4ppN1/4P3/2N5/PPP2PPP/R1BQ1RK1 w - - 6 13,1.44,3.24,1.84,1.44,working,opening,train
8/6k1/pp6/2p2KP1/P1P5/8/8/8 b - - 2 42,0.0,1.53,1.174,0.0,diverse,adveg,train
8/pp6/b1p5/P1P4R/3k4/7P/5r2/7K w - - 2 41,-1.97,-4.73,-7.557,0.0,target,endgame,train
B7/p6R/1p6/4kp1p/P7/3n2pP/1r6/K7 w - - 0 52,-1.05,-5.61,-7.519,0.0,target,endgame,val
7B/4k2p/1p2p2P/2p3pB/8/1b1Pn1P1/3r4/1K6 w - - 4 41,0.0,-7.15,-11.596,0.0,calm,endgame,train
1n3r2/r4ppk/2pR3P/1p2p3/2p1P3/P1N2P2/1PPK4/7R b - - 0 21,-1.29,0.61,1.382,0.0,target,endgame,train
1r2qk2/1PRRpp1r/6p1/p3N2p/7Q/1P4P1/P3PP2/6K1 b - - 3 32,3.2,9.17,7.288,0.0,target,midgame,train
4rrk1/p3qppp/p4n2/3p1b2/3P4/1PN1PP2/P2Q2RP/2B1K3 w - - 4 23,-1.34,-5.61,-7.109,0.0,target,midgame,train
2r1r1k1/ppb2pp1/7p/P2n2q1/1P1P4/1Rp2PP1/2N2Q1P/R3B1K1 w - - 1 30,-1.23,-2.82,-0.664,0.0,target,opening,val
r4rk1/ppn1pp2/6pn/1q1P3p/N2BP3/PP1P2PP/6B1/R2Q1R1K w - - 1 21,1.09,6.5,7.331,0.0,target,opening,train
4k1r1/1p1qp1bp/1nr1p1p1/p6n/8/B1PP1QPB/P4P1P/RN2R1K1 b - - 7 23,2.7,1.48,4.498,2.7,working,opening,train
8/6k1/pp6/2p3P1/P1P2K2/8/8/8 w - - 7 45,0.0,1.33,0.828,0.0,diverse,adveg,val
6k1/p6p/1p4p1/1B3p2/3r4/P3n2P/KP6/R7 b - - 1 39,0.0,-3.26,-4.811,0.0,calm,endgame,train
7B/4k2p/1p2p2P/2p3p1/8/1b1PnBP1/3r4/1K6 b - - 5 41,0.0,-8.42,-11.767,0.0,calm,endgame,train
r1b2k1r/1pP2p2/8/P2Qpp2/1P1p2np/8/5PPP/R3R1K1 w - - 0 28,1.95,5.99,7.435,1.95,working,midgame,train
4k1r1/1p1qp1bp/1nr1p1p1/p6n/4R3/B1PP2PB/P3QP1P/RN4K1 b - - 3 21,1.45,1.58,1.025,0.0,target,opening,train
rnbqkb1r/3p1p1p/pp2pnp1/2p5/2PP4/1PNBPN2/P4PPP/R1BQK2R b KQkq - 1 7,0.0,0.19,0.887,0.0,diverse,opening,train
8/4k1p1/8/4PK1P/8/8/8/6r1 b - - 1 62,-1.79,-4.59,-7.265,0.0,target,adveg,train
8/3k3p/5q2/1r1pR1pP/3PpN2/7K/5PN1/8 w - g6 0 48,-1.98,-3.46,-8.192,0.0,target,endgame,train
1r3b1r/2k2p2/1p1p1p2/p1pP4/B1P4p/1R5P/3B1PP1/4R1K1 b - - 3 37,1.43,5.04,5.672,0.0,target,endgame,train
2b4r/1p2k1pp/2n1pp2/3r4/1p2NP2/3R4/PPP1B1PP/3R2K1 b - - 4 20,0.0,0.0,0.413,0.0,diverse,endgame,val
4qknr/1pp2pp1/1pnp3p/1B4B1/3NP2Q/8/RPP2PPP/6K1 b - - 2 15,1.43,5.06,1.207,0.0,target,midgame,train
3r1rk1/pp2bppp/1B3n2/3pp2b/4P3/2NB4/PP1N1PPP/R3R1K1 b - - 0 18,0.0,-0.55,-0.118,0.0,calm,midgame,train
4k1r1/1p1qp1bp/1nr1p1p1/p6n/4R3/B1PP2PB/P1Q2P1P/RN4K1 w - - 2 21,1.39,1.95,1.412,0.0,target,opening,train
r1bq1rk1/pp3pb1/2n3pp/3Np3/1P6/3P1NP1/3BPP1P/1R1QKB1R b K - 0 12,0.0,-0.33,3.049,0.0,calm,opening,val
7R/3k4/2p5/3p4/8/3K4/8/8 b - - 4 71,1.4,3.56,5.536,0.0,target,adveg,val
1r4k1/5pp1/7p/3pr2P/P7/2PQ4/K5b1/3B4 b - - 6 57,-1.24,-2.32,-0.954,0.0,target,endgame,train
r4rk1/5ppp/1p2pq2/p1b5/4Q3/P1N1PP2/1P3P1P/R2R2K1 b - - 2 22,-1.11,-0.49,0.017,0.0,target,midgame,train
2kr3r/1b3ppp/p1n1pn2/2p5/8/2PBBN1P/PP3PP1/R2R2K1 b - - 2 22,1.2,2.05,1.828,0.0,target,midgame,val
r1bqk2r/pp3ppp/2n1pn2/2pp4/1bPP4/2NBP3/PP1BNPPP/R2Q1RK1 b kq - 3 8,0.0,0.07,0.59,0.0,calm,opening,train
8/3k4/8/7K/7P/6P1/8/8 w - - 1 48,0.0,2.89,5.709,0.0,diverse,adveg,train
5R2/8/2p1k3/3p4/8/8/4K3/8 b - - 0 69,1.44,3.37,5.614,0.0,target,adveg,train
3k4/5Rp1/6p1/3p4/3p1b2/3P2P1/PP3PKP/4r3 w - - 0 29,1.17,0.77,0.954,0.0,target,endgame,val
r3r1k1/p3p3/4bpp1/2p5/3p4/P2P2P1/3QPP1P/1R4K1 w - - 0 28,0.0,2.83,2.757,0.0,diverse,endgame,train
5nk1/Q2qbppp/4p3/4P3/2p2P2/p5PP/5B2/2N3K1 w - - 4 46,0.0,-4.45,-4.997,0.0,diverse,endgame,train
4k3/2p1n1Br/1q1ppn2/2p3Qp/p1P5/5RP1/PP2PP1P/R5K1 w - - 9 25,1.44,4.19,6.98,1.44,working,midgame,train
r4rk1/1pq3p1/2p1pP1p/2nn4/PpNN4/1P6/2P1QPPP/R3R1K1 b - - 0 23,1.25,0.57,1.638,0.0,target,opening,train
r1r3k1/1pqb1pp1/2n4p/p3N3/2P1QB2/2PB4/P4PPP/R4RK1 b - - 0 18,5.94,7.12,6.914,0.0,target,opening,val
rnbq1k2/2b3p1/pp3P1r/3p2N1/1PP1B2p/P4Q2/1B4PP/4RRK1 b - - 0 20,3.78,8.25,5.151,3.78,diverse,opening,train
r1bqk1nr/1p3pp1/2pBpn1p/p7/2PP4/3BPN2/P4PPP/RNQ2RK1 b kq - 0 12,0.0,2.41,4.693,0.0,diverse,opening,train
8/6K1/4k3/8/7P/6P1/8/8 w - - 5 50,0.0,2.84,6.231,0.0,diverse,adveg,train
8/1p6/1Pr3kp/3pp3/1Q6/2n2PPq/1R6/6K1 w - - 0 42,-4.54,-6.76,-5.276,0.12,target,midgame,train
6kr/2R2pp1/r3bB1p/3p4/p2N4/P2PP2P/1P3PP1/R5K1 b - - 0 34,0.0,4.7,5.541,0.0,calm,endgame,train
1q2k1n1/2p1n1Br/3pp3/2p3Qp/p1P5/3R2P1/PP2PP1P/R5K1 b - - 6 23,1.44,3.56,6.135,1.44,working,midgame,train
2b1k1r1/1p2bN2/2p1p1pQ/3nNp2/3P1P2/1P2P3/3RK1PP/r7 b - - 0 30,1.44,2.82,2.349,1.44,calm,midgame,train
rn4k1/p2bb1p1/4pr1p/5p2/2Bp4/2q2N2/P3QPPP/1R3K1R w - - 6 23,0.0,-4.57,-7.262,0.0,calm,opening,train
