fen,src,phase_score,our_total,our_ks,sf11_total,sf11_ks,geo_class,kzone_w,kzone_b,in_check_w,in_check_b,sf18
rnq2rk1/pbp3pp/1p1Bp3/5p2/Q1PPN3/6P1/PP2PPBP/R3K2R b - - 0 13,vssf1_win_d8,16,4.798,0.0,3.79,0.11,quiet,0,1,0,0,2.35
r2q1rk1/ppp2pp1/2n2n1p/3p1N2/1b1P4/2NQ1PP1/PP2P2P/R1B2RK1 b - - 4 14,vssf1_win_d8,10,0.649,0.0,-0.19,0.09,quiet,0,1,0,0,-0.19
r2qkb1r/pp3pp1/2p2nB1/3p2Np/5Pb1/2N1P3/PPP3PP/R1BQ1RK1 b kq - 0 11,vssf1_win_d8,5,-0.609,1.32,3.62,1.15,quiet,0,2,0,0,-0.97
rn3rk1/1b1pqppp/p2b4/2pP4/1p2n3/4BNPP/PP2NPB1/R2QK2R w KQ - 3 13,vssf1_win_d8,0,-1.086,0.0,-0.95,-0.31,quiet,1,0,0,0,-0.21
7k/8/6PK/8/8/8/8/8 w - - 3 91,gnt_base_s2,128,4.875,0.0,0.0,0.0,quiet,1,2,0,0,0.0
8/8/8/8/5k2/8/8/4RK2 b - - 42 103,sb_on_s1_m750,117,9.88,0.0,53.46,0.0,quiet,0,1,0,0,81.15
8/8/2k4p/p2pKp1r/5P1P/1P3P2/1P6/7R b - - 2 33,vssf1_win_d8,106,0.02,0.0,1.79,0.47,ks,4,1,0,0,7.57
2K2R2/bP6/p1P3k1/P7/3r2P1/8/8/8 w - - 10 55,vssf1_win_d8,101,5.809,0.0,6.87,2.42,quiet,2,2,0,0,8.62
6k1/1pp2pp1/8/1R6/p3p3/P6r/1P1rN3/4K3 b - - 9 41,vssf1_win_d8,90,-9.624,0.0,-8.55,-3.94,quiet,1,0,0,0,-12.32
1r6/p3kpp1/7p/4PQ2/8/2P2KPP/q4P2/1r1R4 w - - 0 25,vssf1_win_d8,53,0.513,2.34,-3.09,5.64,ks,1,3,0,0,-4.67
3q1kn1/5r2/4pPQ1/1p6/4P2p/P2P3P/1P4K1/2R2R2 w - - 1 36,vssf1_win_d8,48,7.806,3.42,8.01,3.91,quiet,1,2,0,0,6.24
4rr2/p2kb2R/4pP2/Pp2P1N1/2p5/2P1B1P1/1P6/R2K4 b - - 1 30,vssf1_win_d8,69,10.754,0.0,9.57,0.78,ks,0,4,0,0,7.26
5rk1/ppP3bp/1qn1p1p1/2p5/2p1QB2/6PP/PP2P3/R3R1K1 b - - 1 26,vssf1_win_d8,37,2.939,1.44,2.19,0.56,quiet,0,0,0,0,2.79
r1brn1k1/4b2p/2P1p1p1/pR2Np2/3P4/P3QP2/6PP/4R1K1 b - - 0 32,vssf1_win_d8,42,6.782,0.0,7.54,0.81,quiet,0,1,0,0,4.69
r3k1nr/pp2qpQp/n1p5/8/8/2N3P1/PP2PK1P/3R2NR b k - 0 13,vssf1_win_d8,21,3.625,0.36,0.31,-0.7,quiet,1,2,0,0,0.21
r1b3kr/pp1n3p/2p1NppQ/q2p1N2/P7/2P4P/4PPP1/2R1KB1R b K - 0 20,vssf1_win_d8,16,1.683,2.31,10.95,10.14,ks,0,3,0,0,99.0
rn1qk2r/ppp2pbp/3pp1p1/8/3Pn2N/4P3/PPP1BPPP/R1BQ1RK1 w kq - 0 9,vssf1_win_d8,10,0.215,0.0,0.64,0.31,quiet,1,0,0,0,0.33
r1b1r1k1/1pq2pp1/p1n2n1p/2bp4/3P4/2NBQN1P/PPP2PP1/R4RK1 w - - 0 15,vssf1_win_d8,5,-3.681,0.0,-4.05,-0.01,quiet,1,1,0,0,-0.72
r3k1nr/PB2bp2/4bqp1/6Np/1nPp4/3P4/5PPP/RNBQ1RK1 w k - 1 17,vssf1_win_d8,0,9.403,0.0,5.38,1.19,quiet,1,1,0,0,7.57
8/1p2k3/6p1/1pP1K1P1/1P5P/8/8/8 w - - 1 51,gnt_base_s2,128,4.638,0.0,2.27,0.34,ks,2,3,0,0,8.84
R7/8/8/8/4k3/8/8/6K1 w - - 71 118,sb_on_s1_m750,117,9.644,0.0,53.41,0.0,quiet,0,0,0,0,2.53
3k4/5R2/2p4p/5P1P/4PK2/5P2/2r5/8 w - - 1 37,vssf1_win_d8,106,5.913,0.0,5.16,2.06,quiet,1,1,0,0,7.4
1b2r1k1/1P6/p7/P4R2/2P5/7P/1P3KP1/8 w - - 0 44,vssf1_win_d8,101,2.48,0.0,4.69,-0.45,quiet,2,1,0,0,4.03
5k2/p2p3R/1p2rP2/3r4/2p1nRP1/P6P/1P3P2/1K6 w - - 6 37,vssf1_win_d8,80,-1.569,0.0,-1.26,2.23,quiet,0,2,0,0,0.0
5k1r/8/1Rb2p2/1pP1q2p/4PQ2/4R3/5PPP/6K1 w - - 0 38,vssf1_win_d8,48,5.642,0.0,4.54,0.66,quiet,0,0,0,0,10.34
7k/R2R1r2/7P/2BPp3/3PB1bP/2P1K3/7r/8 b - - 0 54,vssf1_win_d8,69,5.425,0.0,8.07,0.0,ks,4,2,0,0,13.7
2b2rk1/r1P4p/2R1p1p1/p2nNp2/P2P4/bR3PP1/3Q2KP/8 b - - 4 43,vssf1_win_d8,42,6.212,0.0,7.76,0.42,quiet,0,1,0,0,4.4
r2q1rk1/2n1p1bp/2pp2p1/5p1P/3P1B2/PpP2NP1/2Q1PPB1/4K2R w K - 0 18,vssf1_win_d8,26,-2.163,0.0,-1.77,1.3,quiet,0,0,0,0,-0.35
2kr3r/pp3pp1/nqp1p2p/3n4/1P5Q/5N2/P1BB1PPP/R4RK1 w - - 1 17,vssf1_win_d8,16,1.862,0.0,2.91,0.76,quiet,1,1,0,0,3.93
1r3rk1/p3bppp/2ppbn2/qp6/3BP3/P1NQ1N1P/1PP2PP1/1K1R3R w - - 1 17,vssf1_win_d8,10,-0.132,0.0,0.39,-0.22,quiet,1,0,0,0,-0.64
rnbq1rk1/1ppnbpp1/p6p/3P4/3p4/1PN1PB2/P2PNPPP/R2QK2R w KQ - 0 11,vssf1_win_d8,5,-1.993,0.0,-2.94,0.04,quiet,0,0,0,0,-2.98
r2qkbnr/1p1b1ppp/p1n5/2p1p3/QPPp4/P2PPN2/5PPP/RNB1KB1R w KQkq - 2 8,vssf1_win_d8,0,-0.313,0.0,-1.62,0.04,quiet,0,0,0,0,-1.08
8/3k4/8/5P1p/3K3P/4P3/8/8 b - - 9 71,gnt_base_s1,128,6.348,0.0,2.96,0.3,quiet,0,1,0,0,5.33
8/8/4p3/2k1P3/P4K2/2p5/8/3B4 w - - 2 54,sb_on_s0_m750,122,6.836,0.0,3.16,-0.1,quiet,1,2,0,0,13.45
8/1p3pk1/p1r1p1p1/3QP1P1/P1P5/1P6/2K5/8 w - - 0 42,vssf1_win_d8,96,10.32,0.0,7.35,0.14,quiet,0,2,0,0,5.13
8/5nk1/2B5/1p2p1P1/p2p4/P2P4/1PP2K2/4R3 w - - 3 48,vssf1_win_d8,106,11.723,0.0,7.23,0.0,quiet,1,1,0,0,7.66
3n1k2/6n1/8/2N5/1PP1R1p1/8/P4PP1/6K1 b - - 4 47,vssf1_win_d8,101,13.626,0.0,6.86,0.0,quiet,0,1,0,0,6.8
2kr4/p1r5/4pp1p/8/2PBQP1P/1P1P4/3P2n1/6K1 b - - 0 30,vssf1_win_d8,74,6.011,0.0,3.31,1.74,quiet,0,1,0,0,5.77
4kb1r/2r2p1p/p3pp2/8/Pp1P4/6P1/1P3P1P/R1B1K2R w KQk - 1 18,vssf1_win_d8,74,-0.179,0.0,-0.81,-0.08,quiet,0,0,0,0,0.43
1r5b/3kp2p/2n1n1pB/3p4/p2P2P1/4P2P/PP1K1P2/1R5R b - - 4 25,vssf1_win_d8,74,0.123,0.0,-0.56,-0.08,quiet,0,0,0,0,-1.29
4r2r/p1k2pp1/2pb1n2/8/PP1P2bP/2P1B3/6R1/4R1K1 w - - 5 29,vssf1_win_d8,64,-8.909,0.0,-7.95,0.0,quiet,1,0,0,0,-6.1
r4rk1/1Qp3pp/3pp2q/p5b1/2PPP3/5N1P/PP4P1/3NnRK1 w - - 0 21,vssf1_win_d8,32,-0.331,-1.23,-5.08,-1.19,quiet,1,0,0,0,-2.25
2r3k1/3rbppp/1p2pn2/p1PpQ3/1P1P4/P1BqP3/3N1PPP/2R1K1R1 b - - 5 22,vssf1_win_d8,21,2.502,0.0,-1.15,-1.1,quiet,1,0,0,0,-2.83
2kr3r/pp3pp1/1qp1p2p/2nn4/1P5Q/5N2/P1BB1PPP/R4RK1 b - - 0 16,vssf1_win_d8,16,2.787,0.0,2.82,0.79,quiet,0,1,0,0,3.77
r3k2r/1ppb1pp1/p1Nqpn1p/2Pp4/Q7/6P1/PP1NPPBP/R1B1K2R b KQkq - 0 11,vssf1_win_d8,10,7.774,0.0,7.92,0.0,quiet,0,1,0,0,3.54
r1bq1rk1/1ppn1pp1/p4b1p/3P4/8/1PNnPBN1/P2P1PPP/R2Q1K1R w - - 7 15,vssf1_win_d8,5,-2.345,0.0,-3.81,-0.31,quiet,1,0,0,0,-2.99
rn1qk2r/ppp2pp1/3bpn1p/3p1b2/2PP4/1Q3NP1/PP2PPBP/RNB1K2R b KQkq - 3 7,vssf1_win_d8,0,-1.359,0.0,0.03,-0.13,quiet,0,0,0,0,0.15
8/8/4k3/p6K/P7/P7/8/8 w - - 1 49,gnt_base_s1,128,0.636,0.0,0.23,-0.66,quiet,0,0,0,0,-0.37
k7/8/PB6/8/P7/4K3/8/8 w - - 3 61,sb_on_s0_m750,122,11.907,0.0,0.13,-0.41,quiet,0,2,0,0,1.24
8/5pk1/Q3p1p1/6r1/P1P5/1P6/2K5/8 w - - 0 45,vssf1_win_d8,96,11.991,0.0,6.41,-0.23,quiet,0,0,0,0,6.54
8/n7/2p5/1p2pkP1/p2p4/P2P1B2/1PP2K2/6R1 b - - 2 43,vssf1_win_d8,106,9.968,0.0,8.33,2.77,ks,1,4,0,0,7.98
1n6/p1r4k/1p1R2R1/2p1PP1p/2P5/2P5/P4KPP/8 b - - 0 41,vssf1_win_d8,90,10.959,0.0,9.5,4.65,ks,0,3,0,0,8.94
8/5ppk/p1R1p2p/7P/3PpBP1/b3P1P1/1q6/2N3K1 b - - 5 40,vssf1_win_d8,80,-6.322,0.0,-4.36,-1.72,quiet,1,2,0,0,-6.82
4k2r/5p1p/p2bpp2/8/P2P4/1p3KP1/1Pr2P1P/R1B4R w k - 4 21,vssf1_win_d8,74,-0.485,0.0,-1.07,-0.74,quiet,2,0,0,0,-1.41
1n1r3k/1P5p/r1p1BppB/4b3/p1N1P3/P2P2P1/6KP/5R2 w - - 0 30,vssf1_win_d8,69,-0.403,0.0,2.92,0.24,quiet,1,2,0,0,6.06
1k1r3r/pp2pp2/5b1n/8/3n3N/4N1P1/PP3P1P/2R1K2R w K - 1 20,vssf1_win_d8,58,-3.939,0.0,-3.9,-0.05,quiet,1,1,0,0,-4.24
2r1kb1r/1b1n1ppp/p3p3/1p2Q3/8/2N1B3/1PP2PPP/1K3B1R w k - 0 19,vssf1_win_d8,42,6.24,0.0,4.31,-0.31,quiet,0,0,0,0,4.85
2kr3r/pp3pp1/nqp1p2p/3n4/1P5Q/P4N2/2BB1PPP/R4RK1 b - - 0 17,vssf1_win_d8,16,2.431,0.0,3.02,0.76,quiet,1,1,0,0,3.62
r1b3k1/p1b2pNp/qp3n2/3pr3/3P4/1PB2BP1/P4P1P/R1Q2RK1 b - - 0 21,vssf1_win_d8,10,-1.104,0.0,1.0,-0.14,quiet,1,0,0,0,2.41
rnb1k2r/1p3p2/1q1pp2p/p5p1/2BP2n1/P1N1B3/1P1N1PPP/R2Q1RK1 b kq - 3 15,vssf1_win_d8,5,4.127,0.0,8.43,2.94,quiet,1,0,0,0,5.55
rn1qk2r/ppp2pbp/3ppnp1/5b2/3P3N/2N1P3/PPP1BPPP/R1BQ1RK1 b kq - 1 7,vssf1_win_d8,0,-0.19,0.0,0.95,0.38,quiet,0,0,0,0,0.33
8/5k1p/8/p4P2/P5K1/8/P7/8 w - - 1 40,gnt_base_s1,128,1.282,0.0,1.39,0.5,quiet,0,1,0,0,-0.07
8/4k2p/8/4PP2/3K2Pp/8/8/5b2 w - - 0 55,sb_on_s0_m750,122,-4.579,0.0,-2.25,0.46,quiet,1,2,0,0,-6.39
2bk4/7p/5p2/P1pP2p1/4P3/1P2KP2/4B1PP/8 b - - 2 39,vssf1_win_d8,117,8.466,0.0,5.63,0.53,quiet,2,0,0,0,6.52
8/8/4k1n1/pp6/3pP2p/1P1P1KbP/2B5/8 b - - 3 45,vssf1_win_d8,112,-8.075,0.0,-4.2,-3.27,ks,4,1,0,0,-7.27
4r3/pp2n2p/4k1P1/2ppP1R1/P4P2/2B1P3/P3K3/8 b - - 0 30,vssf1_win_d8,96,0.105,0.0,2.22,1.14,ks,0,5,0,0,-0.93
3r2k1/5p2/R5p1/2p5/2P1P2P/P2r1nP1/6K1/5R2 b - - 1 55,vssf1_win_d8,80,-1.861,0.0,-2.62,-1.95,quiet,2,0,0,0,-4.17
8/4kp2/p2bpp2/P6p/2rP3P/1p3KP1/1Pr2P2/1RBR4 b - - 5 29,vssf1_win_d8,74,-0.392,0.0,-2.5,-0.74,ks,3,0,0,0,-1.55
8/1p1kpp1p/1B1p2p1/8/4P2P/5PPK/rbr1n3/3R1R2 b - - 1 22,vssf1_win_d8,69,-7.891,0.0,-7.07,0.85,quiet,1,2,0,0,-6.84
4r1k1/1bpn1p1p/1p1p2p1/pP4b1/2PP4/2N2P2/PBB3KP/3Q4 b - - 0 22,vssf1_win_d8,64,4.825,0.0,5.02,-0.65,quiet,1,0,0,0,3.95
1k1r3r/pp2pp2/5b2/4n3/3n3N/2R3PP/PP3PN1/4K2R b K - 2 22,vssf1_win_d8,58,-4.454,0.0,-4.93,-0.15,quiet,1,1,0,0,-5.4
2r1kb1r/Qb1n1pp1/p3p3/1p5p/8/2N1B3/1PP2PPP/1K3B1R b k - 1 20,vssf1_win_d8,42,6.166,0.0,4.33,-0.51,quiet,0,0,0,0,4.69
r3k2r/pp1q2p1/2n1p2p/2bp4/4P3/2p3PB/PP5P/RNBQR2K b kq - 2 15,vssf1_win_d8,16,3.101,0.0,2.17,0.49,quiet,1,0,0,0,3.07
r1bq1rk1/ppp1bppp/4p3/3pn3/2P5/6P1/PPQNPPBP/R1B1K2R w KQ - 0 10,vssf1_win_d8,10,-1.796,0.0,-2.22,-0.38,quiet,0,1,0,0,-1.36
r2qk2r/3n1ppp/p2ppn2/1bN5/2R1P3/3B1N2/1PP2PPP/2BQ1RK1 b kq - 0 13,vssf1_win_d8,5,2.106,0.0,4.57,0.23,quiet,0,1,0,0,-0.14
rn1qk2r/1b3ppp/p2bpn2/2p1N3/8/2PB4/PP1N1PPP/R1BQ1RK1 w kq - 1 12,vssf1_win_d8,0,-0.524,0.0,2.17,1.39,quiet,1,1,0,0,0.43
8/8/1k2p1p1/p1p2p1p/P1K2P1P/1P2PP2/8/8 w - - 8 48,gnt_base_s1,128,-0.337,0.0,1.5,-0.63,ks,4,2,0,0,0.0
2k5/5P2/2K5/p7/P2B3p/7P/5P2/8 w - - 0 42,sb_on_s0_m750,122,13.272,0.0,12.59,0.54,quiet,1,1,0,0,99.0
3b4/8/4kp2/p1KNp1p1/P3P1Pp/1P2P2P/8/8 b - - 0 52,vssf1_win_d8,117,1.707,0.0,1.68,0.32,ks,4,4,0,0,8.23
1n6/1P6/5Pp1/2b4k/2P1NK1P/4P3/8/8 w - - 0 55,vssf1_win_d8,112,9.578,0.0,5.55,1.82,ks,3,3,0,0,11.49
5k2/p5p1/2N5/8/1P2n2P/2b1P3/1r6/2K5 b - - 3 41,vssf1_win_d8,101,-12.439,0.0,-9.88,0.0,ks,3,1,0,0,-99.0
8/Np2kppp/4p3/4P3/P1n3P1/5N1P/KP6/n6r b - - 4 32,vssf1_win_d8,96,-9.71,0.0,-8.45,-2.34,ks,3,1,0,0,-6.26
1r5r/1b2kp2/p3p2p/2P5/Pp3pP1/1P5P/3NBP2/2R3K1 b - - 1 28,vssf1_win_d8,80,-3.607,0.0,-2.56,-0.34,quiet,1,1,0,0,-3.3
3r2k1/p1r2ppp/1p2p3/P4q2/2pPnP2/2B1PQP1/1P5P/R1R3K1 b - - 0 26,vssf1_win_d8,32,-0.773,0.0,-1.08,-0.78,quiet,1,0,0,0,-1.41
3r1r1k/1p3ppB/2p1b3/3p2N1/1pn2N2/7P/PP3PP1/2KRR3 b - - 4 24,vssf1_win_d8,58,2.928,0.0,2.81,-0.44,quiet,1,2,0,0,4.26
4rb1r/1k3ppp/p2p1n2/B2P4/2q1P3/3Q1P2/P3N1PP/3R1K1R b - - 0 20,vssf1_win_d8,21,4.441,2.34,5.13,3.62,quiet,0,2,0,0,3.15
r3k2r/p2q2p1/2n1p2p/1p6/1bQpP3/6PB/PP5P/RNBR3K w kq - 0 19,vssf1_win_d8,16,5.954,1.62,4.51,0.09,quiet,0,0,0,0,4.3
r1b1r1k1/pp3ppp/1qp3n1/2bP4/5P2/2Q3P1/PP1N2BP/R1BK3R b - - 2 16,vssf1_win_d8,10,-3.599,-2.52,-5.31,-4.09,quiet,1,1,0,0,-5.21
r2nqk2/4bppr/p1b5/2p1N3/2B3np/1P2Q3/PB3PPP/3RR1K1 w - - 0 24,vssf1_win_d8,5,1.753,0.0,-0.57,0.15,quiet,2,2,0,0,3.35
q4rk1/1bp1bp1p/2n1p1pP/r1n1P3/2N5/B1P1QN2/5PP1/R3KB1R b KQ - 7 22,vssf1_win_d8,0,1.761,1.26,0.33,0.78,quiet,0,1,0,0,-2.41
8/5pp1/8/3kPP1p/1p5P/6P1/2K5/8 w - - 1 43,gnt_base_s1,128,-0.196,0.0,-0.89,-0.25,quiet,1,2,0,0,-5.67
8/8/8/8/4k1pp/5n2/5K2/8 b - - 1 79,sb_on_s0_m750,122,-14.346,0.0,-6.92,-1.19,ks,4,1,0,0,-99.0
3b4/8/3k1p2/PK1Np1p1/1P2P1Pp/4P2P/8/8 b - - 0 59,vssf1_win_d8,117,7.449,0.0,5.08,0.09,ks,2,4,0,0,13.01
r5k1/2PP2b1/7p/3K1R2/7P/8/8/8 b - - 0 53,vssf1_win_d8,101,5.649,0.0,5.0,-1.17,quiet,1,1,0,0,99.0
4r3/P2k4/8/1p6/2p2NP1/2P2K2/1P3B2/R7 b - - 2 44,vssf1_win_d8,96,16.573,0.0,10.08,0.0,quiet,1,1,0,0,9.18
6r1/3pk1pR/2b1p3/p5P1/1p2N3/4K3/PP4P1/3R4 w - - 4 37,vssf1_win_d8,85,7.051,0.0,5.97,0.31,ks,1,3,0,0,7.11
8/4pp2/4k1p1/p2p3p/1rrPbP1P/2N1R1P1/1P6/2KR4 w - - 2 37,vssf1_win_d8,74,-3.505,0.0,-2.44,-0.12,ks,2,3,0,0,-4.36
8/6kp/1p4p1/3n1p2/3q4/3rp2P/r4PP1/2R2QKR w - - 0 36,vssf1_win_d8,37,-8.174,0.0,-9.06,-0.06,quiet,2,0,0,0,-7.74
5rk1/pp3ppp/2r1p3/5q2/2pPnP2/P1B1P1P1/1P4QP/R1R3K1 b - - 4 23,vssf1_win_d8,32,-0.436,0.0,-1.14,-0.84,quiet,1,0,0,0,-1.57
r3r1k1/ppp2ppp/1b6/8/1Pq1n2P/5P2/1B2N1P1/3RK2R w K - 0 23,vssf1_win_d8,42,-20.401,-4.68,-15.3,0.0,ks,3,1,0,0,-99.0
r3r1k1/pp1n1p1p/3p2p1/2pP1PQ1/2q5/5N2/P2B1PBP/RR4K1 b - - 2 23,vssf1_win_d8,21,6.434,0.0,7.3,0.53,quiet,1,0,0,0,5.03
4k2r/1p1r1pp1/p1n1pq1p/3n4/P1NPp3/Q3P3/1P2BB2/R4K1R w k - 10 22,vssf1_win_d8,16,-0.619,-1.98,0.07,-1.75,quiet,1,1,0,0,1.49
rnbk1b1N/pp4pp/2p2n2/8/2BPp3/8/PPP2P1q/RNBQKR2 b Q - 3 13,vssf1_win_d8,10,3.392,-0.9,3.16,0.46,quiet,1,0,0,0,2.75
r1b2rk1/ppqnbppp/2pp1n2/8/3pP3/2NBBN1P/PPP2PP1/R2QK2R w KQ - 0 11,vssf1_win_d8,0,0.186,0.0,-0.61,0.07,quiet,0,0,0,0,0.07
5k2/1p6/6K1/1pP3P1/1P5P/8/8/8 b - - 0 57,gnt_base_s1,128,7.596,0.0,4.67,0.09,quiet,1,1,0,0,8.58
8/8/5pp1/3k3P/1p1p4/p2K4/6P1/7R b - - 0 62,sb_on_s0_m750,117,-0.509,0.0,2.97,-0.31,ks,3,1,0,0,6.32
8/5k2/2p2p2/p3p1p1/1b2P1Pp/1P2P2P/P3K3/1N6 b - - 5 35,vssf1_win_d8,117,-0.542,0.0,-0.69,-0.06,quiet,1,0,0,0,0.43
r7/8/3b1p1k/2p5/P2p4/B2K1P2/2PP2PP/8 w - - 5 36,vssf1_win_d8,106,-5.507,0.0,-3.76,-0.23,quiet,2,0,0,0,-4.57
3r4/3P1p1p/4k1p1/bB6/3B3P/6P1/5P2/6K1 w - - 9 44,vssf1_win_d8,101,0.646,0.0,-0.54,1.52,quiet,0,2,0,0,-0.57
3r4/p2pk1p1/1p1Np3/3b4/6P1/6K1/PP4P1/R6R w - - 0 29,vssf1_win_d8,85,6.709,0.0,5.06,-0.54,quiet,1,1,0,0,5.04
4k3/p3pp2/6p1/3p3p/1rrPbP1P/2N3P1/1P6/2KR2R1 w - - 0 34,vssf1_win_d8,74,-2.389,0.0,-3.33,-1.91,quiet,2,0,0,0,-4.76
8/6kp/1p4p1/3n1p2/3qp3/3r3P/r4PP1/2R2QKR b - - 5 35,vssf1_win_d8,37,-8.576,0.0,-8.91,-0.76,quiet,2,0,0,0,-99.0
2kr3r/1pp2Npp/p7/2b2b1B/2P5/P3P3/1P4PP/R1Kn4 w - - 1 22,vssf1_win_d8,69,-7.564,0.0,-10.31,0.0,ks,3,1,0,0,-99.0
6k1/5ppp/p1b1pn2/1r1p1P2/3P4/qPQ1RBP1/r1P4P/1K1R4 w - - 1 25,vssf1_win_d8,26,-4.56,-2.7,-7.54,-4.39,quiet,2,0,0,0,-99.0
r4rk1/pp1bp1bp/1n1p1p2/2pP2p1/8/P1PP1NPP/3B1PB1/2R1K2R b K - 1 21,vssf1_win_d8,53,-2.168,0.0,-2.06,0.56,quiet,0,0,0,0,-2.18
r2k1q1r/pp1n4/2p1R1pp/2b5/5N2/6P1/PPB2P1P/1RBQ2K1 w - - 3 20,vssf1_win_d8,16,10.004,2.88,11.0,4.22,quiet,1,2,0,0,6.68
2r2rk1/p1bqpp1p/1p6/2pP2P1/P1Bn4/1PNPQ1nP/3B2P1/2RR2K1 w - - 3 26,vssf1_win_d8,10,-0.362,-1.83,-1.63,-2.79,quiet,1,0,0,0,0.36
rnb1kb1N/pp4pp/2p2n2/8/2BPp3/8/PPP2PqP/RNBQKR2 b Q - 0 11,vssf1_win_d8,10,5.703,0.36,4.27,1.11,quiet,1,2,0,0,2.13
r1b2rk1/ppqnbppp/2pp1n2/4p3/3PP3/2N1BN1P/PPP2PP1/R2QKB1R w KQ - 1 10,vssf1_win_d8,0,0.172,0.0,-0.26,0.07,quiet,0,0,0,0,-0.18
8/1p3k2/6p1/1pPK2P1/1P5P/8/8/8 b - - 6 53,gnt_base_s1,128,4.71,0.0,1.87,0.07,ks,3,2,0,0,5.46
8/8/8/8/5p2/5K2/2k5/3R4 w - - 11 87,sb_on_s0_m750,117,10.072,0.0,6.47,0.0,quiet,1,1,0,0,6.84
2k5/8/2p4P/P5n1/1P1K2P1/4N3/8/8 b - - 0 63,vssf1_win_d8,117,10.142,0.0,6.96,0.3,quiet,2,0,0,0,5.13
5k2/5pp1/7p/2pB4/3b1PP1/6r1/3K4/8 w - - 5 48,vssf1_win_d8,106,-11.479,0.0,-7.92,0.0,quiet,2,1,0,0,-6.39
2k5/R2n1R2/8/2prp2p/8/1P2P3/4KP1P/8 b - - 0 31,vssf1_win_d8,90,5.116,0.0,5.27,1.58,quiet,1,2,0,0,5.6
3r4/p3Qp1k/2B3pp/5b2/6nP/6P1/P3PPK1/8 w - - 0 34,vssf1_win_d8,80,13.12,0.0,4.64,0.71,quiet,1,0,0,0,6.62
6k1/5p2/1n3bpB/2R1p1N1/2r1P2P/8/5PP1/6K1 w - - 1 41,vssf1_win_d8,85,0.916,0.0,0.23,0.66,quiet,0,2,0,0,0.69
r5k1/5pbp/3q2p1/1p3b2/8/2P5/P4P2/KNR1R3 w - - 0 36,vssf1_win_d8,58,-17.076,-1.62,-13.06,0.0,quiet,2,0,0,0,-8.08
1B2nkn1/3Qb2r/4p1p1/5p1p/1pP1P3/8/1P2BPPP/R5K1 b - - 1 33,vssf1_win_d8,58,12.695,0.0,10.09,0.0,quiet,0,1,0,0,6.52
3r2k1/p5bp/np4p1/r7/3Np1K1/2N1B3/PP2PP2/R1R5 w - - 2 27,vssf1_win_d8,58,1.369,-0.93,3.05,-0.27,ks,3,0,0,0,4.89
1r6/pp2pkb1/3p4/2rn2p1/1R1N2b1/P1PB4/3B1P2/4K2R b - - 0 32,vssf1_win_d8,53,-3.599,0.0,-2.67,0.56,quiet,1,2,0,0,-3.84
1n2kb1r/r4pp1/p2PbB2/2p4p/4B3/1P3N1P/P4PP1/R2QR1K1 b k - 0 22,vssf1_win_d8,32,16.748,2.16,14.72,0.0,quiet,0,2,0,0,8.1
r3kr2/ppn1b1qp/2p3p1/3pP1n1/N7/4P2Q/PP1BBPPP/3R1RK1 w q - 3 24,vssf1_win_d8,10,4.872,2.34,2.01,0.46,quiet,1,1,0,0,1.57
r2qkb1r/2p2p1p/p1n3p1/1p1p1nN1/4p3/1BP4Q/PP1P1PPP/RNB2RK1 w kq - 0 12,vssf1_win_d8,5,4.416,0.0,2.15,0.19,quiet,0,1,0,0,4.66
rn2kb1r/6pp/p1pqpn2/1P1b1pN1/3P1N2/3BB3/1PP2P1P/R2QK1R1 w Qkq - 1 13,vssf1_win_d8,0,1.394,0.0,2.49,-0.13,quiet,0,1,0,0,3.17
8/8/8/1p6/8/k3K3/8/8 b - - 4 105,gnt_base_s1,128,-2.53,0.0,-47.96,0.0,quiet,0,0,0,0,-5.2
3R4/8/8/8/5p2/1k3K2/8/8 w - - 37 100,sb_on_s0_m750,117,9.635,0.0,6.47,0.0,quiet,1,0,0,0,99.0
8/p4kp1/8/5P2/2N1P3/3K3p/7q/8 w - - 0 45,vssf1_win_d8,101,-14.502,0.0,-8.41,0.0,quiet,1,1,0,0,-6.99
6k1/5pp1/B6p/P1p5/3b2P1/r4P2/4K3/8 b - - 0 43,vssf1_win_d8,106,-12.465,0.0,-7.38,0.0,quiet,2,0,0,0,-6.51
2k5/2p3R1/p1P2n2/p2Pp2N/1b2P3/3K4/PP6/8 b - - 5 38,vssf1_win_d8,101,2.159,0.0,5.69,0.02,ks,3,2,0,0,8.51
5k2/5P1p/p5p1/3pN1P1/Pbp1b1R1/4P3/4K3/2r5 b - - 1 48,vssf1_win_d8,90,-9.97,0.0,-8.87,-7.0,ks,4,2,0,0,-7.24
5kn1/3b4/3q1p2/3p3B/P2Q1R2/8/1P4P1/6K1 b - - 0 30,vssf1_win_d8,58,6.121,2.04,5.06,1.54,quiet,0,1,0,0,4.25
r3r1k1/5ppp/pp1b4/8/3P4/PR1b4/3B1PPP/R5K1 w - - 0 21,vssf1_win_d8,69,-3.347,0.0,-4.63,-0.34,quiet,2,0,0,0,-0.22
1B2nkn1/4b2r/4ppp1/7p/1pPQP3/8/1P2BPPP/R5K1 b - - 1 32,vssf1_win_d8,58,12.886,0.0,10.16,0.0,quiet,0,0,0,0,6.95
