family,seed,game,our_color,result,peak_ply,peak_eval,peak_move,drop_ply,drop_eval,swing,decision_fen,drop_fen,src_dir,in_check,kring_pressure,mat_swing,ks_class
deking,2,148,white,0-1,27,2139,b7a7,33,-456,2595,1r1q1rk1/pQ1n1pbp/5np1/1Np5/P2p1N2/4P1P1/1P1P1P1P/R1B1K2R w KQ - 1 14,1r1qr1k1/Q4pbp/1n3n2/1Np3p1/P2P4/3N2P1/1P1P1P1P/R1B2K1R b - - 2 17,deking_s2,0,1,-2,positional
deking,2,150,white,1/2-1/2,117,3574,b4f8,197,2073,1501,7k/6p1/7p/5p2/1QP2P1P/5qP1/8/6K1 w - - 3 59,8/8/2Q3pk/7p/5P1P/6P1/7K/5q2 b - - 41 99,deking_s2,0,1,0,positional
deking,2,151,black,1/2-1/2,28,3754,f8d8,38,408,3346,r1b2rk1/1p3ppp/1qn1pn2/pN6/2P3P1/P2Q1N1P/1P1P1bB1/R1BK3R b - - 1 14,r1b3k1/1p3ppp/3rpn2/pPq5/2P3P1/R4NbP/1P1PQ1B1/2BK1R2 w - - 3 20,deking_s2,0,0,0,positional
deking,2,152,white,1/2-1/2,33,10800,c8h8,43,0,10800,rnQ4r/p3bkpp/1pn2q2/2p5/2P2P2/P6B/1P1P3P/RNBK3R w - - 1 17,rnQ5/p3bkpp/1p6/2p5/2Pn1P2/P1N2q1B/1P1P3P/R1B3KR b - - 10 22,deking_s2,0,1,-5,positional
deking,2,153,black,1/2-1/2,62,2025,e8f6,64,-446,2471,3rnk2/1b5p/1p1rp3/2n1Np2/1NP2P1b/2BPK3/4B2P/R2R4 b - - 6 31,3r1k2/1b5p/1p1rp3/2n1Np2/1NP1nP1b/2BPK3/4B2P/R5R1 w - - 9 33,deking_s2,0,2,0,ks_attack
deking,2,154,white,0-1,31,2018,f3h5,39,108,1910,r1bq1br1/p5kp/2p1ppn1/3p4/P6P/2NB1Q2/1PP2PP1/R1B1K2R w KQ - 6 16,1rb3rk/p1q4p/2pbppn1/3p3Q/P6P/2NBB1P1/1PP2P2/3R1K1R b - - 0 20,deking_s2,0,0,0,positional
deking,2,159,black,1/2-1/2,58,4080,f7g6,60,0,4080,r1b1k3/1p3p2/p1n1pQBP/3pP3/2q5/8/3R1KP1/7R b q - 2 29,r1b1k3/1p5P/p1n1pQp1/2qpP3/8/8/3R1KP1/7R w q - 1 31,deking_s2,0,1,-3,positional
deking,2,160,white,0-1,71,21596,b8g8,85,0,21596,1Q6/8/3nppk1/3p2p1/PP1P3P/2p1P1P1/q1P4R/2KR4 w - - 3 36,8/8/3Q4/3p1pp1/PP1P3P/2p1P1k1/q1P5/2K2R2 b - - 0 43,deking_s2,0,2,2,ks_attack
deking,2,162,white,1/2-1/2,43,4488,e2h5,59,-1121,5609,r2q1r2/p5k1/3p1pp1/3Qn2p/4PR2/8/PPP1B1PP/5R1K w - - 2 22,3q3r/6k1/2rp1p2/1p2nR2/4P2p/8/P5PP/3Q1R1K b - - 1 30,deking_s2,0,0,4,material
deking,2,165,black,1-0,36,2419,c5f2,42,-290,2709,rnb2rk1/1p4pp/pqp1p3/2b5/2P1Q3/3B2B1/PP1N1PPP/3RK2R b K - 4 18,rnb3k1/1p4pp/p1p1p3/q4r2/2P1Q3/3B2P1/PP1NK1P1/5R1R w - - 1 22,deking_s2,0,1,-1,positional
deking,2,166,white,0-1,93,3311,f1e1,99,0,3311,b1q5/5pk1/1b3p2/4pP2/2n1P1Pp/2P2B1P/P7/3R1Q1K w - - 0 47,b1q5/5pk1/3R1p2/4pP2/4PbPp/P1P2B1P/1n6/4Q2K b - - 4 50,deking_s2,0,1,0,positional
deking,2,169,black,1/2-1/2,52,3521,e8f8,66,-1318,4839,3rk2r/R4p2/1PB1b1pb/2n4p/2Pp4/Bn4PP/4NP2/5RK1 b k - 2 26,3r4/7k/1P2p1pb/2P4p/8/Bn4PP/3p1P2/3R2K1 w - - 0 34,deking_s2,0,0,0,positional
deking,2,175,black,1-0,66,5682,d4d5,80,-1306,6988,2k3rr/p7/P1p1p3/1p1P1pP1/3q2p1/8/1P1NK1P1/1Q2R1B1 b - - 10 33,8/B2k4/P1p1p1r1/1p3pP1/6p1/Q7/1P1N3q/3K4 w - - 7 41,deking_s2,0,1,-1,positional
deking,2,178,white,1/2-1/2,55,2967,f3g4,79,-1375,4342,3q1k2/3rbpp1/1p5r/p1p5/P6p/2BPRQP1/1P3P1P/4R1K1 w - - 0 28,4Rb2/3q1pk1/1pr3r1/p1p1Q3/P6P/1P1P2P1/7K/5R2 b - - 5 40,deking_s2,0,2,2,ks_attack
deking,2,181,black,1-0,28,2183,e7e5,40,392,1791,r4rk1/1pp1ppbp/1nnq2p1/p4b2/2BP4/PP2PN2/Q2N1PPP/R1B1K2R b KQ - 8 14,r4rk1/1p1b2bp/1n1q2p1/p1pP1p2/P1BpP3/1P5P/Q2N1PP1/R1B2RK1 w - c6 0 21,deking_s2,0,0,0,positional
deking,2,182,white,0-1,37,3129,f3h5,41,-2142,5271,r1b2rk1/5ppp/1q1bp3/p2pN2n/p2P1B2/5QPP/4PPB1/2R2K1R w - - 2 19,r1b2rk1/5p1p/3bp1p1/p2pN3/p2q1B1Q/6PP/4PPB1/2R3KR b - - 1 21,deking_s2,0,1,-2,positional
deking,2,184,white,0-1,113,2735,c5c6,137,0,2735,8/4B1pk/5p2/1bPP3p/5N1P/r5P1/3r4/2R4K w - - 3 57,8/2P3pk/5p2/3P3p/5N1P/2B3P1/b6K/1r1r4 b - - 1 69,deking_s2,0,1,5,material
deking,2,192,white,0-1,47,3767,c3f6,53,-357,4124,r2q2r1/p3k3/2nppb2/1pp4Q/4Pp2/2BP2P1/PPPN3P/R5K1 w - - 0 24,r2q4/p5k1/2npp1r1/1pp4Q/4PR2/3P2P1/PPPN3P/7K b - - 2 27,deking_s2,0,0,-1,positional
deking,2,196,white,0-1,55,3600,d4d5,61,-1080,4680,3r4/1Q3pkB/p1n2qp1/5bN1/2PP4/4rN1P/P1n3P1/3R2KR w - - 1 28,4r3/2Q2pkB/p4qp1/3P1bN1/2P4P/4rP2/P1n5/3R2KR b - - 2 31,deking_s2,0,0,0,positional
deking,2,198,white,0-1,19,3071,e5c6,29,-1221,4292,2bq1rk1/2pnbppp/r3pn2/pp1PN3/3P4/4P1PP/PP1N1P2/R1BQKB1R w KQ - 0 10,4qrk1/2pn1ppp/b1Nb4/p2p4/3Pn1P1/4PN1P/PPQ2P2/R1B1K2R b KQ - 0 15,deking_s2,0,2,-2,ks_attack
deking,3,8,white,0-1,53,4880,d1d5,55,-85,4965,4r1k1/5pp1/5n2/1Qb2q2/P1P4p/2R1P1P1/P4P1P/3R2K1 w - - 2 27,4r1k1/3R1pp1/5n2/1Qb5/P1P4p/2R1PqP1/P4P1P/6K1 b - - 5 28,deking_s3,0,1,0,positional
deking,3,15,black,1-0,48,5635,d5f5,60,116,5519,2k1r1b1/pppr2p1/1n3p1p/1P1q1B2/1Q1N1P1R/P5P1/2P3P1/3R1K2 b - - 2 24,1k2r3/ppp4R/1n3p2/1P3Np1/1Q4P1/P5K1/2P3P1/3r1b2 w - - 4 31,deking_s3,0,1,1,positional
deking,3,18,white,0-1,23,3116,b7c6,49,-7714,10830,1r1qk2r/1Qpnbpp1/4pn1p/8/3PP3/2N5/PP3PPP/R1B1K1NR w KQk - 1 12,6k1/3n1pp1/1r1N3p/3P4/Q1p3n1/P4N2/1P2rqPP/R1B3RK b - - 3 25,deking_s3,0,2,-2,ks_attack
deking,3,19,black,1-0,26,7689,g2h1,42,28,7661,rn1qkbnr/2pp1pp1/p6p/4P3/2pB4/P1N2N2/1PQ1BPbP/R3K2R b KQkq - 1 13,rn2k1nr/3p1pp1/p1p1q3/4P2p/3BN3/PQ3B2/5P2/1K2R3 w kq - 1 22,deking_s3,0,0,-3,positional
deking,3,20,white,1/2-1/2,63,2446,a7a6,65,-4348,6794,b4r2/Q1r1qk2/p3pn2/2p2pRp/P1P1p3/8/4BPPP/1R1N2K1 w - - 8 32,b4r2/r3qk2/4pn2/1Qp2pRp/P1P1p3/8/4BPPP/1R1N2K1 b - - 2 33,deking_s3,0,0,-1,positional
deking,3,21,black,1-0,64,4166,f7f5,68,-2135,6301,4r1k1/5p1p/1p1p2p1/3P4/3Nnpqr/P7/1Q2R1PP/1R4K1 b - - 5 32,4r1k1/7p/1p1pN1pq/3P1p2/4np1r/P7/1Q2R1PP/2R3K1 w - - 4 35,deking_s3,0,2,0,ks_attack
deking,3,23,black,1-0,68,4073,e5d4,82,-2265,6338,8/1pkbQ3/2p1p2P/p3b3/5p2/P7/1q3PK1/3B3R b - - 0 34,8/1pkb3q/2p2Q1P/p1b1p3/8/P7/5P1K/3B2R1 w - - 10 42,deking_s3,0,1,1,positional
deking,3,27,black,1-0,24,3060,e5c4,28,434,2626,r1bqk1nr/1p3p1p/p2pp1p1/4n3/2PN4/P3B1P1/Rb2NPBP/3QK2R b Kkq - 3 12,r2qk1nr/1p1b1p1p/p2pp1p1/8/3N4/P3B1P1/1n2NPBP/3Q1RK1 w kq - 0 15,deking_s3,0,0,-3,positional
deking,3,31,black,1-0,36,2385,d5f6,38,-255,2640,2kr4/ppp2pp1/2n1p1p1/3n1r2/3PN3/PQ2P1P1/1P3PBq/R3RK2 b - - 4 18,2kr4/ppp2pp1/2n1pnp1/2r5/3P4/PQ2P1P1/1P3PBq/R3RK2 w - - 0 20,deking_s3,0,1,-3,positional
deking,3,32,white,0-1,57,3309,h6g4,63,-3692,7001,4rk2/1bp1b2p/1p3pqN/r7/3pNQ2/3P1P2/Pp4PP/1R2R1K1 w - - 3 29,5k2/2p1r2p/1p3pq1/8/3Q2N1/3P1P2/rp4PP/1R4K1 b - - 0 32,deking_s3,0,0,2,positional
deking,3,36,white,1/2-1/2,27,2755,c4b3,31,-757,3512,rnbqk2r/5pp1/2pB1n2/pp6/2BPp2p/Q3P3/PP3PPP/3RK1NR w Kkq - 0 14,r1bqk2r/5pp1/n1pB1n2/p7/Qp1Pp2p/1B2P3/PP3PPP/2R1K1NR b Kkq - 1 16,deking_s3,0,0,0,positional
deking,3,39,black,1-0,28,3801,b6g6,34,-7498,11299,r3kb1r/4pp1p/pq4P1/1P1pn3/6n1/2N3Q1/1Pb2PP1/RNB1KB1R b KQkq - 1 14,4kb1r/4pp1p/P1n3q1/1B1p4/6n1/2N3Q1/1P3PP1/1bB1K2R w Kk - 2 18,deking_s3,0,0,-3,positional
deking,3,41,black,1/2-1/2,58,7586,e5f4,72,-496,8082,1k3nr1/4n2p/pq2p1p1/1p2bp2/5N2/PQ1R4/1B4PP/4RK2 b - - 0 29,1kr5/2bQ3p/p3p1p1/1p3p2/6q1/P1BR4/8/2K1R3 w - - 1 37,deking_s3,0,1,1,positional
deking,3,43,black,1-0,42,3063,f5f4,58,-610,3673,2kr4/pp2b2r/2npq1p1/2pNpp2/PP2P2p/2N1BPnP/2PQ2PK/R3R3 b - - 0 21,3r1b2/Pk3r2/1p1pq1n1/1Pp1p1p1/4Pp1p/2NQ1PnP/2P2BPK/R5R1 w - - 1 30,deking_s3,0,3,-2,ks_attack
deking,3,46,white,1/2-1/2,179,9709,a5a6,281,0,9709,k2K2b1/8/1B3P2/P7/8/8/8/8 w - - 39 90,k7/P2K4/5P2/8/2b5/8/8/6B1 b - - 96 141,deking_s3,0,1,0,positional
deking,3,47,black,1-0,36,3588,f7e6,48,472,3116,r1bqr1k1/ppp2ppp/1b1pP1nn/3P4/2B1NP2/P4Q1P/1PPB2P1/1K1R3R b - - 0 18,r1b1r1k1/1pp3pp/3pP1nn/p1b5/2B1NP1q/P2Q3P/1PP3P1/1KBRR3 w - - 4 25,deking_s3,0,1,0,positional
deking,3,49,black,1-0,36,2986,c8e6,60,438,2548,r1q2rk1/1pp2ppp/1nnp4/p7/P1P1PR2/1PNP2P1/6K1/R1BQ4 b - - 0 18,2r3k1/1p1r1ppp/1B1pq1n1/p4R1Q/P1PPP3/1P4P1/5RK1/8 w - - 5 31,deking_s3,0,2,1,ks_attack
deking,3,52,white,1/2-1/2,127,7884,e5f6,169,7484,400,8/5k2/5n2/3pBK2/2P5/8/8/8 w - - 0 64,8/8/8/5k2/2p4B/2K5/8/8 b - - 41 85,deking_s3,0,1,-2,positional
deking,3,53,black,1/2-1/2,100,7904,a6a5,134,7904,0,8/6B1/k7/7b/2p5/3pK3/8/8 b - - 5 50,8/8/4b3/8/2pB4/1k1p4/3K4/8 w - - 40 68,deking_s3,0,2,0,ks_attack
deking,3,55,black,1-0,62,5178,e4f3,92,-696,5874,4r1k1/p4ppp/3Q1n2/5B2/1Pp1p2q/P3PPR1/4KP2/8 b - - 1 31,3r3k/p4ppB/7p/1P5q/P3P3/2n2R2/2Q2PK1/8 w - - 1 47,deking_s3,0,1,1,positional
deking,3,57,black,1-0,68,4053,d5d4,78,489,3564,5k2/R3p2r/P6p/3p4/5p2/1BK4P/1P4b1/8 b - - 0 34,1R6/P3k3/7p/2K1p3/3p1p2/1r5P/1P4b1/8 w - - 0 40,deking_s3,0,2,-3,ks_attack
deking,3,58,white,0-1,23,3648,c3a4,43,-191,3839,r1bqk2r/1p3pbp/p2P2p1/2pPn3/3nP3/2N1B2P/PPPQ2P1/2KR1BNR w kq - 0 12,q5k1/3b1pbp/3P2p1/p2Pn3/3RP2P/8/PPP1N1P1/1K3B1R b - - 1 22,deking_s3,0,0,0,positional
deking,3,59,black,1-0,40,3375,d3b2,50,432,2943,r4rk1/ppp4p/3p3P/3Ppb1p/8/2NnB2P/PP1K4/R5NR b - - 1 20,5r1k/ppp1r2p/3p3P/3PpbNp/2n5/2N1B2P/P3K3/5RR1 w - - 10 26,deking_s3,0,2,-1,ks_attack
deking,3,60,white,0-1,61,7757,e1e5,87,-291,8048,r1nn4/3k1p2/p4qpQ/P2p4/1p1P4/1P1B1PN1/6PP/4R1K1 w - - 2 31,2nn4/kr6/p7/P1P5/3P2QP/2N1RP2/1pq3P1/6K1 b - - 3 44,deking_s3,0,1,0,positional
deking,3,64,white,0-1,55,3574,e4e5,57,100,3474,1Q6/5pk1/1p3qpp/1bp5/4P3/2N2P2/PP1r2PP/R6K w - - 0 28,1Q6/5pk1/1p4pp/1bp1P1q1/8/2N2P2/PP1r2PP/6RK b - - 2 29,deking_s3,0,2,0,ks_attack
deking,3,65,black,1-0,32,2093,d3c2,38,-213,2306,r3k2r/ppp2ppp/1bnpb3/P7/2q1BB2/1N1p4/1PP2PPP/R2QR1K1 b kq - 0 16,r4k1r/ppp2ppp/2npb3/P1q5/4BB2/5Q2/1PpN1KPP/R3R3 w - - 3 20,deking_s3,0,0,1,positional
deking,3,67,black,1-0,32,2778,g7d4,36,383,2395,r3k2r/pp2ppbp/1n4p1/3p3n/P2P4/2qP1N1P/3NKPPB/RQ5R b kq - 0 16,r4rk1/pp2ppbp/1n4p1/P2p3n/8/2qP1N1P/R2NKPPB/1Q5R w - - 1 19,deking_s3,0,0,-1,positional
deking,3,68,white,0-1,59,8289,d4d7,63,-9999945,10008234,6k1/3p3p/b1p3p1/P1P2p2/Pr1Q4/qN2P2P/2P2PP1/4K2R w K - 4 30,5k2/7p/b1p1Q1p1/P1P2p2/P7/qr2P2P/2P2PP1/4KR2 b - - 3 32,deking_s3,0,1,2,positional
deking,3,71,black,1/2-1/2,110,11656,d4f3,124,-2784,14440,8/R7/P2kp3/3p1p1p/3n4/1p3N2/1K2n3/8 b - - 0 55,8/8/P1k1p3/1Rnp1p1p/8/8/1K6/8 w - - 1 63,deking_s3,0,2,1,ks_attack
deking,3,75,black,1/2-1/2,36,2145,c6e5,48,155,1990,r3k1nr/1p1qp3/p1np1pp1/8/2PN4/1PN1B1Pb/P2QPP2/R5KB b kq - 1 18,4k1n1/1p1qp3/p1rp1pp1/8/P1P3P1/1PN1B3/3Q1P2/4R1Kr w - - 0 25,deking_s3,0,0,-1,positional
deking,3,78,white,0-1,33,2579,e3b6,35,-582,3161,r1b2rk1/ppp2ppp/1nq2n2/4p1N1/2B1P2P/2PQB3/P1P2PP1/3RK2R w K - 9 17,r1b2rk1/1pp2Npp/1pq2n2/4p3/2B1P2P/2PQ4/P1P2PP1/3RK2R b K - 0 18,deking_s3,0,0,-1,positional
deking,3,81,black,1-0,48,2729,b7b5,54,487,2242,2r1r1k1/1p1n1ppp/p7/P2p3n/NBq1pP2/4P2P/1QPP1KP1/R1R5 b - - 5 24,1r2r1k1/5pp1/RP5p/1p1p3n/1Bq1pP2/4P2P/1QPP1KP1/2R5 w - - 1 28,deking_s3,0,2,1,ks_attack
deking,3,93,black,1-0,74,6982,c3d3,74,6982,0,r5k1/1p3p1p/1pn3pB/8/1p1pRQ2/2qP3P/5PP1/7K b - - 3 37,r5k1/1p3p1p/1pn3pB/8/1p1pRQ2/3q3P/5PP1/7K w - - 0 38,deking_s3,0,2,-1,ks_attack
deking,3,95,black,1-0,74,5033,a4c5,92,0,5033,r1b1N3/1pPp4/4p1kp/p5p1/n4p2/5P2/2P1B1P1/K6R b - - 1 37,5r2/2Ppk3/bp2p3/p7/n2KNpB1/8/2P3P1/7R w - - 9 47,deking_s3,0,3,1,ks_attack
deking,3,100,white,1/2-1/2,67,8791,b3b4,95,332,8459,3b2nr/1q3pk1/3P2p1/2Q4p/2N1N3/1P3P2/1P4PP/4R1K1 w - - 5 34,8/8/6pk/5p2/5P2/1r4P1/1P3RK1/8 b - - 0 48,deking_s3,0,1,2,positional
deking,3,108,white,0-1,37,3947,f7g6,39,0,3947,r4r2/pp1kbQ2/2b1p3/q3P3/1n1B4/1P1B4/P1PP1RPP/RN4K1 w - - 1 19,r5r1/pp1kbQ2/2b1p3/q3P3/1n1B4/1P1B4/P1PP1RPP/RN4K1 b - - 4 20,deking_s3,0,2,0,ks_attack
deking,3,109,black,1-0,58,3303,e3e4,64,-4949,8252,r4kn1/pp3p2/5P1p/1Nnp4/r2p4/4q3/1BP3QP/1R3R1K b - - 1 29,r4k2/pp3p2/4nn1p/1N1p4/r2p4/5RQ1/1Bq4P/4R2K w - - 0 33,deking_s3,0,1,-2,positional
deking,3,110,white,0-1,45,3626,c3e4,53,-882,4508,3rk1r1/pp2p3/n1p1q2p/4PR2/3P3P/2N5/PPP2Q2/5R1K w - - 1 23,3r4/ppk1p3/n3q2p/3PPR2/4N1rP/1P6/P4Q2/5R1K b - - 0 27,deking_s3,0,1,0,positional
deking,3,114,white,1/2-1/2,183,11994,g3g4,225,11994,0,3Q4/5p1k/4r3/5K2/8/6P1/8/8 w - - 13 92,6k1/5p2/6r1/5KP1/1Q6/8/8/8 b - - 40 113,deking_s3,0,2,0,ks_attack
deking,3,116,white,0-1,27,6036,e3d4,31,294,5742,1rbqkb1r/1p1npp2/2p3p1/p2Pn1Np/5Q2/2N1B1P1/PP2PPBP/R3K2R w KQk - 3 14,1rb1k2r/1pqnpNb1/2p3p1/p2Pn2p/3B1Q2/2N3P1/PP2PPBP/R4K1R b k - 2 16,deking_s3,0,0,-1,positional
deking,3,121,black,1-0,18,2680,b7d5,38,0,2680,r2qkb1r/pb1n1ppp/1p2pn2/1B1P4/3p4/P3PQ2/1P2NPPP/RNB1K2R b KQkq - 3 9,2r1k1r1/p2q1p1p/4p2Q/np1bb3/3N4/P1N1PP2/1P4PP/R1B2RK1 w - - 3 20,deking_s3,0,1,1,positional
deking,3,123,black,1-0,58,3258,f6e5,62,493,2765,r3r1nk/7p/1pqpNbp1/p1pn1P2/P1Q1N1P1/7P/1P1B3K/4RR2 b - - 0 29,2r1r2k/7p/1pqpN1pn/p1pnbPN1/P1Q3P1/7P/1P1B4/4RRK1 w - - 5 32,deking_s3,0,2,0,ks_attack
deking,3,126,white,1/2-1/2,55,7738,b6a6,81,-1777,9515,2r5/4rpkp/1Q3np1/P7/qPN1nP2/2P1P1P1/4B1P1/3RK2R w K - 3 28,3Q4/4rpkp/6p1/P7/1P2nPN1/4P1P1/2r1q1PR/3R2K1 b - - 8 41,deking_s3,0,2,1,ks_attack
deking,3,127,black,1/2-1/2,118,10293,g7c3,130,8399,1894,3Q4/pp4qp/2p1p2k/3p1p2/8/5KN1/7P/8 b - - 27 59,3Q4/pp5p/2p1p2k/3p1p2/8/6NK/1q5P/8 w - - 40 66,deking_s3,0,2,0,ks_attack
deking,3,129,black,1-0,56,3844,d8d4,68,-1678,5522,2br1k1r/q3bpp1/2p1p3/2N1P1Np/3P3P/p5P1/Q2RBK2/1R6 b - - 1 28,2b4k/6p1/2p1p3/2q1b2p/7P/p5P1/4B1K1/1Q3R2 w - - 0 35,deking_s3,0,1,-2,positional
deking,3,130,white,0-1,69,3322,c6e4,101,0,3322,8/2n2pk1/2B1p1pp/2P5/5rP1/R4P1P/Pr6/2R3K1 w - - 0 35,3r1k2/RBP5/6pp/8/P4p2/4nP1P/1R3K2/2r5 b - - 0 51,deking_s3,0,3,0,ks_attack
deking,3,137,black,1-0,38,3011,e8d8,50,351,2660,rn2kbr1/1pN1pp2/3p1npp/3P4/1PP5/3QB2P/q3BPP1/5RK1 b q - 2 19,2qk1br1/4pp2/np3npp/2PP4/8/4BB1P/2Q2PP1/2R3K1 w - - 1 26,deking_s3,0,0,2,positional
deking,3,144,white,1/2-1/2,65,5573,f3e4,67,0,5573,1k1r4/1p3p2/3b2p1/BQ2p3/P1P1n3/1P2PP1q/4B3/3RK3 w - - 1 33,1k1r4/1p3p2/6p1/B3p3/PQP1P3/1P2P2q/4B3/3RK3 b - - 0 34,deking_s3,0,2,-6,ks_attack
deking,3,151,black,1-0,40,3243,a4a3,44,-360,3603,r1q2k1r/1p2npb1/3p2pp/3Pp2n/p3P2P/1bNQBPP1/1P3N2/1K2RBR1 b - - 1 20,r2q1k1r/1p2npb1/3p2pp/1Q1bp2n/4P2P/p1N1BPP1/1P3N2/1KR2BR1 w - - 0 23,deking_s3,0,1,-1,positional
deking,3,152,white,0-1,47,2781,d6f4,51,437,2344,2rq1r2/2nb1pkp/3Q2p1/3P4/8/3B1N2/p4PPP/2RR2K1 w - - 0 24,2r2r2/3b1pkp/5qp1/3nN3/3Q4/3B4/p4PPP/2RR2K1 b - - 3 26,deking_s3,0,1,1,positional
deking,3,154,white,0-1,57,2678,b4c5,67,-2115,4793,1rr5/5pk1/3p1qpb/1ppP4/1P1pQ3/P2P1N1P/5PP1/1R2R1K1 w - - 7 29,1rr5/R4pk1/6p1/1p1P4/3N1b2/P1pP3P/5PP1/1R4K1 b - - 0 34,deking_s3,0,1,-1,positional
deking,3,160,white,0-1,39,7919,d3b5,55,-2725,10644,r2q3r/1p2kp1p/3Nb1pQ/2npP3/p7/P2B4/1P3PPP/R3R1K1 w - - 4 20,r1N5/1p1Bkp1p/4b1pQ/4P3/4p3/Pp6/2q2PPP/3R2K1 b - - 0 28,deking_s3,0,1,-2,positional
deking,3,165,black,1-0,64,3360,b5d7,88,-5067,8427,2R1nk1r/p6p/1p3bp1/1bp5/2B5/P6P/P4PP1/4R1K1 b - - 6 32,5k1r/R1R5/1p1n2p1/2pb4/7p/P4P1P/P5P1/6K1 w - - 2 45,deking_s3,0,1,1,positional
deking,3,168,white,0-1,89,5678,c1b1,93,-6812,12490,8/r5pk/3N4/N3nP2/1PP1P2p/P7/8/2K5 w - - 1 45,8/1N4pk/r2N4/1P2nP2/2P1P3/P6p/8/1K6 b - - 0 47,deking_s3,0,0,0,positional
deking,3,174,white,1/2-1/2,31,6659,a1c1,49,256,6403,2r2q1r/ppN1nkpp/2nB4/8/2bpP3/6Q1/PP3PPP/R3K1NR w KQ - 5 16,7r/p2Q1kpp/2n5/2q5/3pP3/5PB1/PP2b1PP/4K2R b K - 3 25,deking_s3,0,1,2,positional
deking,3,176,white,0-1,53,4270,c2c3,61,-649,4919,3qr1k1/5pp1/3b4/5P1p/Np1P4/5QPP/PPP5/R5K1 w - - 0 27,6k1/5pp1/3b4/5P1p/NP1P3P/p1P1rQP1/3q4/3R2K1 b - - 2 31,deking_s3,0,1,1,positional
deking,3,178,white,0-1,57,3861,d7c8,65,785,3076,2r2rb1/1p1B2pk/3Q3p/4P1q1/P2Ppp2/8/6PP/R4R1K w - - 0 29,2r5/1p4pk/7p/3bPq2/P2Pp3/Q4pP1/7P/1R1R3K b - - 4 33,deking_s3,0,1,-2,positional
deking,3,184,white,1/2-1/2,51,4560,e7f7,65,0,4560,2rr2k1/4Rppp/5n2/5Q2/3P4/2q2N2/5PPP/4R1K1 w - - 5 26,2rr4/8/5pk1/8/3PQ3/2q5/5PPP/4R1K1 b - - 5 33,deking_s3,0,0,3,material
deking,3,190,white,0-1,51,4803,d6h6,75,0,4803,r4q1k/5pb1/3R3p/1B4n1/PB1P1p2/4PP2/1P4PP/5K1R w - - 4 26,7k/3B1p2/8/3P3P/Pn2PpR1/5P2/1r3bP1/3K4 b - - 10 38,deking_s3,0,3,-1,ks_attack
deking,3,197,black,1-0,68,2170,c8e8,72,-508,2678,2r3k1/5p2/1n1R2p1/p1p3Qp/P3q3/1r2N1B1/5P1K/R7 b - - 3 34,4r1k1/5p2/1n1R2p1/p1R3Qp/P3q3/4N1B1/5P1K/1r6 w - - 1 37,deking_s3,0,0,1,positional
