fen,src,phase_score,our_total,our_ks,sf11_total,sf11_ks,geo_class,kzone_w,kzone_b,in_check_w,in_check_b,sf18
1rbk3r/pp6/1qn1p1pp/8/5RN1/b1P3QP/PnKN2P1/5R2 b - - 10 27,vssf_2400,10,-16.221,-2.88,-9.61,0.0,ks,3,0,0,0,
r1b2rk1/pp2ppb1/3q3p/1PnNp3/2P2PnN/7P/P1Q2PB1/3R1RK1 b - - 0 21,vssf1_win_d8,5,-1.347,1.62,-0.95,1.6,quiet,1,1,0,0,
1rb2rk1/pp2bp1p/1qn1p1p1/1Nn5/2B5/4PN2/PPQ2PPP/R2RB1K1 b - - 16 16,vssf_2400,0,1.225,0.0,0.51,0.3,quiet,0,0,0,0,
8/1P4k1/8/6pp/8/6PP/8/6K1 b - - 0 41,vssf1_def_d8,128,4.177,0.0,4.99,0.31,quiet,0,0,0,0,
8/8/7p/3k2p1/1P3pP1/2n2K1P/8/8 b - - 4 55,vssf1_win_d8,122,-8.733,0.0,-4.52,-0.98,ks,4,2,0,0,
8/8/p7/P3B3/3K2p1/5p2/b4PkP/8 w - - 37 93,vssf1_win_d8,117,-0.123,0.0,0.06,0.38,ks,1,3,0,0,
8/R7/5k2/5P2/1p6/8/p5r1/3NK3 w - - 0 52,vssf1_win_d8,101,0.465,0.0,-0.5,1.69,quiet,1,2,0,0,
5rk1/pR4pp/8/8/4r3/8/PP1K1P1P/1b5R b - - 0 26,vssf1_win_d8,80,-5.674,0.0,-4.04,-3.44,quiet,2,1,0,0,
5k2/pp4pp/8/q1n1P3/8/P1N5/1P1N1r1P/2K1R3 b - - 1 31,vssf1_win_d8,69,-10.457,0.0,-8.77,0.0,quiet,1,0,0,0,
4k2r/1Bppbppp/pp6/4p3/2P2B2/PnN2PP1/1P2P2R/5K2 b k - 0 17,vssf1_win_d8,80,1.149,0.0,3.87,-0.45,quiet,0,0,0,0,
2r3k1/8/br1p2pp/5p2/1n5P/RN2P1P1/3K1P2/2N4R b - - 2 32,vssf_2400,64,-6.273,-2.04,-2.44,-4.37,ks,3,0,0,0,
1rb1k3/p1q1ppb1/np6/4N3/P2P1P2/4P3/2Q2P2/R3K2B w Q - 3 25,vssf_2400,37,-2.311,0.0,-1.83,1.92,quiet,0,1,0,0,
2r1k2r/4bp2/3Qb1p1/p1P1p3/4q2p/P6P/BP2NPP1/R4RK1 w k - 1 23,vssf_2400,21,2.071,1.44,0.17,0.44,quiet,1,1,0,0,
r1b1k2r/4bppp/2n1pn2/1B6/8/4PN2/PP1B1PPP/2R2RK1 b - - 0 16,vssf1_win_d8,48,-1.749,0.0,0.07,0.7,quiet,0,0,0,0,
rnb2rk1/pp3p1p/3bp1p1/3n2B1/3P4/1B3N2/PP3PPP/RN2R1K1 w - - 5 13,vssf_2400,42,0.664,0.0,0.23,0.34,quiet,1,0,0,0,
r1b1k2r/ppq2Np1/3bpn1p/3p4/8/2N3P1/PP2QPBP/R1B2RK1 b kq - 0 12,vssf1_win_d8,5,1.651,1.98,6.43,2.11,quiet,0,1,0,0,
1rb1k2r/pp2bp1p/1qn1pnp1/1N6/2B5/1Q2PN2/PP3PPP/R1BR2K1 w k - 9 13,vssf_2400,0,1.461,0.0,2.35,1.53,quiet,0,1,0,0,
8/8/2k5/2P1p3/8/3K1p2/8/8 b - - 1 46,vssf1_def_d8,128,-6.171,0.0,-3.04,0.53,quiet,2,1,0,0,
8/8/p7/P3B3/6p1/1b2Kp2/5PkP/8 w - - 11 80,vssf1_win_d8,117,0.189,0.0,0.02,-0.51,ks,3,4,0,0,
8/p4k2/2p5/1p3P2/4R3/4N3/3r2P1/5K2 w - - 0 44,vssf1_win_d8,101,4.619,0.0,2.41,1.32,quiet,1,2,0,0,
4r1k1/R4R2/P7/8/6PP/r7/5PK1/8 w - - 3 50,vssf1_win_d8,85,6.905,0.0,6.36,3.96,quiet,1,2,0,0,
4r3/p2kP2r/4p3/Pp2P1N1/2p5/2P1B1P1/1P6/R2K4 w - - 0 32,vssf1_win_d8,85,14.903,0.0,4.13,-0.03,ks,0,3,0,0,
3nk1r1/2R5/1p2p1Np/p1p2p1B/2P1b3/4P3/PP3PPP/6K1 b - - 0 22,vssf1_win_d8,85,1.333,0.0,1.63,3.26,quiet,1,2,0,0,
3r2k1/2Q2p2/p4p2/3q3r/3R3p/P1B5/1P3PPP/4R1K1 b - - 0 32,vssf1_win_d8,37,6.699,0.0,7.65,2.15,quiet,1,1,0,0,
8/2N2ppk/7p/8/1b1Ppq2/1P3n1P/r7/2R2QBK w - - 0 41,vssf_2400,42,-3.944,-1.98,-5.43,-3.95,ks,3,0,0,0,
4rrk1/pp4pp/1q6/3R4/4N1b1/8/PP2BP1P/1Q2K2R b - - 0 22,vssf1_win_d8,26,0.755,-2.7,1.22,-2.61,ks,3,0,0,0,
1r1qkb1r/1pp2ppp/p1n1p1N1/3p4/3P2P1/4PQ2/PPPN1P1P/R1B1K2R b KQk - 0 10,vssf1_win_d8,16,1.172,0.0,4.03,0.16,quiet,0,2,0,0,
r1bq1rk1/1p2p1bp/n1pp2p1/p4p2/2PP1B1P/PQn2NP1/1P2PPB1/3RK2R w K - 0 12,vssf1_win_d8,5,-0.622,0.0,-3.42,-0.01,quiet,1,0,0,0,
r1b1k2r/ppq1bp1p/2n1pnp1/8/2BN4/1QN1P3/PP3PPP/R1BR2K1 w kq - 5 11,vssf_2400,0,1.549,0.0,1.09,0.23,quiet,1,0,0,0,
8/8/4k3/p1p5/2P1KP2/6P1/P7/8 b - - 0 45,vssf1_def_d8,128,6.44,0.0,2.76,0.21,ks,2,3,0,0,
8/8/p7/P1p5/2Pr4/1K6/5k2/8 b - - 5 68,vssf1_win_d8,117,-10.286,0.0,-5.64,-0.7,quiet,2,0,0,0,
6k1/5p2/1p3rp1/3Bp3/7p/3K4/8/8 b - - 1 45,vssf1_win_d8,112,-12.724,0.0,-8.09,-0.67,quiet,1,1,0,0,
8/3B1N1k/6pP/5p2/4p3/2r5/5K2/8 b - - 3 60,vssf1_win_d8,106,-1.836,0.0,-2.18,-2.2,quiet,2,2,0,0,
r4k2/1R1R2p1/4p1r1/2P1P3/3P2Pp/5K1P/4P3/8 w - - 7 40,vssf1_win_d8,85,6.683,0.0,5.92,1.63,quiet,2,1,0,0,
2r5/8/4k3/PR2pr2/6p1/2NR4/6PP/6K1 w - - 1 45,vssf1_win_d8,80,7.507,0.0,5.98,3.75,ks,1,3,0,0,
3nk1r1/2R3p1/1p2p2p/p1p1Np2/2P1b3/4P3/PP2BPPP/6K1 w - - 2 21,vssf1_win_d8,85,0.055,0.0,2.03,2.04,quiet,1,2,0,0,
4q2k/1n4pp/R1p5/1pNp1r2/1P1p4/6P1/3BQP1P/6K1 b - - 1 27,vssf1_win_d8,48,-7.143,0.0,4.61,0.91,quiet,1,0,0,0,
1rbq1rk1/p3b2p/2p1p3/2p1Qp2/P4p2/2BP2P1/1PP2P1P/R4RK1 b - - 1 17,vssf1_win_d8,26,-1.894,1.26,-1.04,3.35,quiet,0,1,0,0,
r1b4r/1p1nkp1p/3p2p1/1BpPb3/2N1N3/p3P1PP/PP3P2/3RK2R w K - 2 19,vssf_2400,53,3.345,1.47,0.98,0.93,ks,0,4,0,0,
1r3b1r/3k2pp/p2ppq2/2p1n3/2P2N2/2N5/PP4PP/R1BQR1K1 b - - 1 16,vssf1_win_d8,16,6.68,1.98,4.61,1.89,quiet,0,2,0,0,
r3kbnr/ppq2ppp/2n1p3/P2pP3/8/2p2N1P/1P2QPP1/RNB2RK1 w kq - 0 12,vssf_2400,10,-3.537,0.0,-2.43,0.18,quiet,0,0,0,0,
2rqkbnr/1b2pppp/p2p4/1p2P3/N6Q/4BN2/1PP2PPP/1K1R1B1R b k - 0 13,vssf1_win_d8,5,2.179,0.0,3.49,-0.04,quiet,1,1,0,0,
r3r1k1/1q1n1p2/6p1/1b1n3p/1P1bpB2/1Q2P2P/3N1PP1/2R1KBNR b K - 0 28,vssf_2400,0,-0.244,0.0,-2.21,-1.37,quiet,1,0,0,0,
8/8/3k3P/1p4P1/4K3/8/PP6/8 w - - 0 52,vssf1_def_d8,128,10.668,0.0,9.35,0.08,quiet,1,1,0,0,
1k6/1p6/p7/2r2p1p/PP1PpP2/4K3/6PP/8 w - - 0 39,vssf1_win_d8,117,-4.983,0.0,-5.04,-1.42,quiet,2,0,0,0,
6k1/5p2/1p1r2p1/3Bp3/4K2p/8/8/8 b - - 3 46,vssf1_win_d8,112,-12.047,0.0,-8.68,-0.42,ks,3,1,0,0,
8/5N1k/4B1pP/5p2/4p3/4P3/1r6/5K2 w - - 8 48,vssf1_win_d8,106,1.453,0.0,-0.41,-1.64,quiet,1,2,0,0,
r4k2/1R1R2p1/4p1r1/2P1P3/3PK1Pp/7P/4P3/8 b - - 8 40,vssf1_win_d8,85,7.311,0.0,6.14,2.23,quiet,1,1,0,0,
3nk1r1/1bR3p1/1p2p2p/p1p1Np2/2P5/4P3/PP2BPPP/6K1 b - - 1 20,vssf1_win_d8,85,0.276,0.0,1.98,2.02,quiet,1,2,0,0,
5rk1/pp4pp/1r6/3P4/2n1P3/1b3N1P/1P2R1PK/7R b - - 8 28,vssf1_win_d8,69,-1.233,0.0,-3.37,0.18,quiet,0,0,0,0,
3rk1r1/3R1p2/8/1Qb2N2/8/6PP/PPN1KP2/7R w - - 1 30,vssf_2400,48,23.324,2.7,20.3,0.0,ks,1,3,0,0,
2kr1br1/1pp2pnp/Q5p1/p2Pp1B1/4P1P1/2N4P/PPP5/R3KR2 b Q - 0 18,vssf1_win_d8,42,8.819,2.88,12.83,0.0,quiet,0,2,0,0,
r2k2nr/1b1n2p1/p1p2p2/3p4/3P3p/B2BQ3/4RPPN/6K1 w - - 0 23,vssf_2400,42,7.526,2.34,12.41,9.15,quiet,0,2,0,0,
r4b1r/p2k2pp/3ppq2/1Np1n3/5N2/8/PPP2KPP/R1BQR3 w - - 1 14,vssf1_win_d8,16,0.685,-1.62,1.48,-1.57,ks,1,3,0,0,
r3k2r/p1q1npbp/Ppn1p1p1/1N1pP3/8/4BN1P/1Q3PP1/R1R3K1 b kq - 3 17,vssf_2400,10,-0.932,1.62,1.43,2.12,quiet,0,0,0,0,
r1bq1rk1/3nbppp/p2p4/1p1np3/P3P3/3QBN2/1PP2PPP/2KR1B1R w - - 0 12,vssf1_win_d8,5,-1.172,0.0,-4.59,-0.41,quiet,0,0,0,0,
r3r1k1/1q1n1pb1/b4np1/p2p3p/1P2p3/P1P1Q1BP/3NPPP1/3RKBNR b K - 0 21,vssf_2400,0,0.082,0.0,-1.72,0.15,quiet,1,0,0,0,
8/6p1/pp1p4/2pP4/P1P2p2/2P2kP1/2K5/8 b - - 0 48,vssf1_def_d8,128,-4.936,0.0,-3.85,-0.09,quiet,0,1,0,0,
r7/8/6pP/pppp4/4kP2/PP2P3/4K3/8 w - - 1 37,vssf1_win_d8,117,-9.162,0.0,-7.29,-0.36,ks,1,3,0,0,
5k2/1p3ppp/3p4/p2P4/3R4/p5KP/4r1P1/8 w - - 0 33,vssf1_win_d8,106,-8.245,0.0,-9.23,-1.23,quiet,1,0,0,0,
5k2/7p/3N2PP/3Bpp2/8/4P3/7r/4K3 b - - 0 42,vssf1_win_d8,106,4.438,0.0,3.02,2.1,ks,1,4,0,0,
8/p5pp/1p1k1p2/3P4/1PR5/6PP/r3r3/5KB1 b - - 1 37,vssf1_win_d8,90,-5.882,0.0,-5.25,0.89,ks,2,4,0,0,
6r1/7p/2r5/pk1nppB1/3R3P/P1PK2P1/5P2/8 w - - 0 31,vssf1_win_d8,85,-1.854,0.0,-7.19,-2.34,ks,5,4,0,0,
8/1B2p3/1p1pp3/p3b2k/Pr1RP3/7P/2r5/K2R4 w - - 2 52,vssf1_win_d8,74,-2.936,0.0,-5.04,-3.61,quiet,2,1,0,0,
r5k1/1pp1p1bp/p3b1p1/P3r3/R1B5/NP5P/3P4/3K4 b - - 3 32,vssf1_win_d8,74,-11.361,0.0,-9.25,0.0,quiet,1,0,0,0,
r4k2/2p2p2/2q1p2n/p1n1P3/P2Q4/3B1P1P/RPP3P1/3K3R b - - 0 24,vssf_2400,37,6.664,0.0,4.52,0.22,quiet,0,0,0,0,
r5k1/1pp2pp1/p4q1p/2P2b2/Qn1P4/4rN1P/PP1R2B1/2K5 b - - 2 22,vssf1_win_d8,32,-8.975,0.0,-10.75,-3.15,quiet,2,0,0,0,
3q1rk1/r3bpp1/p1R2n2/3p3p/3P1B2/1Q1B1P2/PP4PP/4R1K1 b - - 2 19,vssf_2400,21,4.191,0.0,3.5,0.65,quiet,0,1,0,0,
2r1r1k1/pp2bppp/3p1n2/2pP4/1Q6/2N2PNP/P1Pn1BP1/R3R1K1 b - - 0 19,vssf1_win_d8,32,4.324,0.0,11.31,0.0,quiet,1,0,0,0,
3rk2r/np1qbpp1/p3p2p/P2pPn2/3P4/5NPP/1P1BNP2/R2QR1K1 b k - 2 21,vssf_2400,10,1.113,0.0,0.73,-0.23,quiet,0,0,0,0,
r1br2k1/pp3p1p/n2p2p1/q1pP4/2P1Q1n1/2b2NP1/PP2PPBP/R1B2RK1 w - - 0 13,vssf1_win_d8,5,-2.124,0.0,-1.49,0.23,quiet,1,0,0,0,
r1bqk2r/1p1n1pp1/p1pbpn2/3p3p/2PP4/1P2PN1P/PB1NBPP1/R2Q1RK1 b kq - 3 10,vssf_2400,0,0.516,0.0,1.21,0.07,quiet,1,0,0,0,
8/5k2/3K4/2P4P/6P1/p7/P7/8 w - - 1 53,vssf1_def_d8,128,10.448,0.0,7.36,0.49,quiet,1,2,0,0,
8/8/5Pk1/4p1B1/P5p1/7p/7K/8 b - - 0 50,vssf1_win_d8,122,0.056,0.0,1.54,1.9,quiet,2,2,0,0,
5k2/1p3ppp/3p4/p2P4/R7/p5KP/4r1P1/8 b - - 1 33,vssf1_win_d8,106,-6.12,0.0,-6.83,-1.23,quiet,1,0,0,0,
5k2/4b1pp/5p2/p6P/Pr1N2P1/4P3/5K2/8 b - - 2 40,vssf1_win_d8,106,-9.281,0.0,-7.26,-0.31,quiet,0,0,0,0,
8/p5pp/1p1k1p2/3P4/1PR5/6PP/r5r1/5KB1 w - - 2 38,vssf1_win_d8,90,-6.318,0.0,-5.38,1.22,ks,2,4,0,0,
6k1/6pp/p3pp2/8/1Pb2P2/R3nN1P/4r1P1/6K1 b - - 1 38,vssf1_win_d8,90,-8.896,0.0,-6.06,-1.9,quiet,2,0,0,0,
7r/1p2pk2/3pp1pp/p1r3P1/P1B1PP1b/1P1R1R1P/1K6/8 b - - 1 31,vssf1_win_d8,74,-0.061,0.0,-0.43,0.35,quiet,0,2,0,0,
6k1/7p/1p2p1p1/1P6/4b3/2rn2qP/5RP1/5RNK w - - 1 40,vssf1_win_d8,58,-13.877,0.0,-12.48,0.0,quiet,2,1,0,0,
3rnk2/R3R3/1p4qp/2p2p2/1nP4P/1N3Q2/PP3PP1/6K1 w - - 3 33,vssf1_win_d8,37,8.135,2.34,7.28,3.47,quiet,1,2,0,0,
r5k1/1pp2pp1/p4q1p/2P2b2/1n1P4/4rN1P/PP1R2B1/2KQ4 w - - 1 22,vssf1_win_d8,32,-11.599,-1.98,-11.57,-5.15,quiet,2,0,0,0,
r1bb2k1/p4p1p/1p6/3BP2N/6n1/1PBq2P1/P4P1P/R1Q2RK1 b - - 0 24,vssf1_win_d8,21,8.493,1.8,8.13,0.0,quiet,2,2,0,0,
3rk2r/1p1qbpp1/p1n1p2p/P2pPn2/Q2P4/5N1P/1P1BNPP1/R3R1K1 w k - 14 20,vssf_2400,10,0.994,0.0,0.64,0.08,quiet,0,0,0,0,
r2q1rk1/4ppbp/p4np1/1p1pn3/3PbBP1/2N4P/PP2PPB1/R2Q1RK1 w - - 0 14,vssf1_win_d8,5,-1.959,0.0,-3.37,-0.62,quiet,1,0,0,0,
r3k2r/1pqbbp2/2Pp1np1/p3p1B1/1nP1P2p/1BN4P/PP1QNPP1/R3K2R b KQkq - 0 14,vssf_2400,0,0.002,0.0,2.7,0.49,quiet,0,1,0,0,
6k1/8/1p2p1p1/p6p/5P2/1P2K1P1/P6P/8 w - - 0 33,vssf1_def_d8,128,0.22,0.0,1.21,-0.34,quiet,0,0,0,0,
8/8/4pPk1/6B1/1p4pp/8/PP5K/8 b - - 2 47,vssf1_win_d8,122,-0.921,0.0,1.39,0.57,quiet,2,2,0,0,
3r4/5pk1/3P2p1/2pP2Pp/5P1P/1p6/6B1/5K2 b - - 0 43,vssf1_win_d8,112,-6.347,0.0,-7.08,-0.8,quiet,0,1,0,0,
5k2/4b1pp/5p2/p6P/r2N2P1/4P3/5K2/8 w - - 0 41,vssf1_win_d8,106,-10.672,0.0,-6.95,0.0,quiet,0,0,0,0,
4k3/7R/2rBK3/5p2/1p6/4n3/PP6/8 b - - 7 55,vssf1_win_d8,96,0.454,0.0,0.37,1.26,ks,3,3,0,0,
8/3k3p/5qP1/1r1pR3/3PpN2/7K/5PN1/8 b - - 0 48,vssf1_win_d8,74,-7.127,0.0,-4.52,-2.13,quiet,1,2,0,0,
r4k2/5pp1/1R3n2/p2p3p/3Nr3/PP2P1P1/5PKP/2R5 w - - 4 32,vssf1_win_d8,74,1.74,0.0,2.73,-0.08,quiet,0,0,0,0,
2k4r/4Q1pp/pr1bp3/8/2P2NP1/8/PP4P1/R1B3K1 w - - 3 26,vssf1_win_d8,58,16.907,2.49,11.77,0.0,quiet,0,1,0,0,
1k1r3r/2qb1p2/p6p/3R2p1/3QP3/1P4P1/P4PB1/3R2K1 w - - 3 27,vssf1_win_d8,32,5.517,1.62,5.0,2.59,quiet,0,1,0,0,
r1b3k1/1pp2pp1/p1n2q1p/2P5/8/3PrN1P/PP1R2B1/2KQ4 b - - 3 20,vssf1_win_d8,32,-8.728,0.0,-8.83,-0.5,quiet,1,0,0,0,
2kr4/ppq2p2/4p3/NN6/1P1bP1p1/2P3P1/PnQ1BP2/3RR2K w - - 0 28,vssf_2400,26,18.659,-0.36,10.92,0.0,quiet,0,2,0,0,
r1b2rk1/5ppp/2qb4/1pp5/4P1n1/2PPB3/1PQ2PPP/RN2K2R w KQ - 0 14,vssf1_win_d8,16,-4.926,0.0,-4.58,-0.26,quiet,1,0,0,0,
1n1kr3/3bq2n/rp4pB/pNpPpp1p/P1P1P2P/2Q3RP/1P4B1/5RK1 b - - 3 26,vssf_2400,10,4.147,2.34,4.84,1.84,quiet,0,1,0,0,
r1bqk2r/1p3pbp/n1pp1np1/p7/2PNP3/2NB4/PP3PPP/R1BQ1RK1 w kq - 3 10,vssf_2400,0,0.719,0.0,1.41,0.3,quiet,0,0,0,0,
8/8/1P6/8/4K2p/8/7k/8 b - - 0 51,vssf1_def_d8,128,0.857,0.0,1.11,0.62,quiet,0,0,0,0,
8/8/P4Pk1/8/6p1/7p/7K/4B3 b - - 0 54,vssf1_win_d8,122,5.143,0.0,4.53,1.77,quiet,2,1,0,0,
8/3k1p2/2p3p1/1p1p3p/7P/2PQ4/q7/6K1 b - - 11 59,vssf1_win_d8,85,-9.126,0.0,-5.47,-1.74,quiet,1,0,0,0,
6k1/3R4/8/1p1p4/1P1P1N1p/4PP1P/3K2P1/1r6 b - - 3 55,vssf1_win_d8,101,12.091,0.0,7.36,0.0,quiet,1,1,0,0,
6k1/p5b1/8/4r1p1/2PKN3/6P1/P2R3P/8 w - - 5 36,vssf1_win_d8,96,4.777,0.0,3.13,0.01,quiet,2,0,0,0,
2Qq4/k1p5/ppn3p1/8/3p1B1P/3P2P1/PPP2PB1/1K6 w - - 8 40,vssf1_win_d8,69,9.512,0.0,7.15,0.0,quiet,0,1,0,0,
3r2k1/1p3r1p/2p3p1/p1q2p2/P4P1P/2N1P3/1P2BP2/2K4R b - - 4 30,vssf1_win_d8,64,-14.276,-1.38,-9.91,0.0,quiet,1,0,0,0,
7r/1b1k2p1/p2b3p/1p6/3r4/P1P2BP1/5P1P/R4KR1 b - - 0 24,vssf1_win_d8,69,-6.174,0.0,-4.61,0.32,quiet,0,1,0,0,
1r2r1k1/R4npp/1Np1bp2/1pP1p3/1P2P3/8/4BPPP/3R2K1 b - - 1 24,vssf1_win_d8,64,-0.425,0.0,0.53,0.17,quiet,0,1,0,0,
4r1k1/p3qpbp/P1p1r1p1/3p4/5P2/1R1QP2P/n1N5/1K2R3 b - - 1 31,vssf1_win_d8,26,-9.361,-2.34,-8.02,-1.77,quiet,2,0,0,0,
2rq2k1/1b1p4/p2bpr2/1p4PQ/3BPP2/n1N5/1P2B3/2KR4 w - - 2 28,vssf1_win_d8,21,5.879,1.98,-3.79,-0.72,quiet,1,1,0,0,
3qk2r/rp2bpp1/p1n2n1p/3p4/3P4/1Q1BBN2/PP3PPP/R3R1K1 w k - 2 14,vssf_2400,10,2.862,0.0,1.89,0.15,quiet,0,0,0,0,
1r2k2r/3b1pp1/p3pb1p/q2p4/1n3Q2/2N2N2/PP1BBPPP/1R1R2K1 b k - 1 20,vssf1_win_d8,5,3.228,0.0,3.7,1.18,quiet,0,0,0,0,
1nb1k2r/1pq2pb1/r2ppnp1/p1pP2Np/P1P5/R1N3PP/1P2PPB1/2BQK2R b Kk - 3 11,vssf_2400,0,0.163,0.0,0.82,0.22,quiet,0,1,0,0,
5k2/8/1p2p3/pK5p/5P2/1P6/P6P/8 b - - 0 36,vssf1_def_d8,128,0.194,0.0,0.93,0.01,quiet,2,0,0,0,
5k2/1R6/3K4/8/8/8/8/8 w - - 7 62,vssf1_win_d8,117,10.914,0.0,53.78,0.0,quiet,1,2,0,0,
8/3k1p2/2p3p1/1p1p3p/q6P/2PQ4/8/6K1 w - - 12 60,vssf1_win_d8,85,-8.64,0.0,-5.0,0.31,quiet,0,0,0,0,
6k1/5p2/1p2pPp1/7p/p1b4P/P5P1/3K4/r4BR1 w - - 4 36,vssf1_win_d8,96,-0.722,0.0,-3.1,-3.26,quiet,2,1,0,0,
3r2k1/pp4P1/2n5/4p3/2P4P/2Pq4/P1Q2P2/1K4R1 w - - 7 34,vssf1_win_d8,58,3.474,2.94,-1.97,0.25,quiet,1,2,0,0,
2r3k1/6pp/p2b1p2/1p1P4/8/P2RB1P1/4rP1P/R5K1 w - - 0 25,vssf1_win_d8,74,0.689,0.0,-0.46,-0.06,quiet,1,0,0,0,
1r4k1/5p1p/6p1/p3p3/4B2Q/6PP/2PqbbR1/7K b - - 1 36,vssf1_win_d8,48,-8.927,0.0,-11.63,-6.72,quiet,1,1,0,0,
4rrk1/pp4pp/1q1R4/8/4N3/8/PP2bP1P/1Q2K2R b - - 1 23,vssf1_win_d8,32,-4.901,-3.6,-4.03,-3.35,ks,3,0,0,0,
4r1k1/p3qpbp/P3r1p1/2pp4/5P2/1R2P2P/n1NQ4/1K2R3 b - - 1 32,vssf1_win_d8,26,-8.221,-1.44,-8.47,-1.66,quiet,2,0,0,0,
r3r1k1/1p3ppp/p3b3/q2pN3/2PQn3/1P4PP/P4P2/RN3K1R b - - 0 22,vssf_2400,21,-1.625,0.0,-3.19,-1.69,quiet,2,1,0,0,
r1b1kb1Q/1p1p4/p3pqpB/2p1n3/P7/3P2P1/1Pn2PBP/1R3RK1 w q - 0 18,vssf1_win_d8,21,8.046,0.0,0.48,0.62,quiet,1,2,0,0,
rnb2rk1/p3bppp/1n6/q1p1P3/5P2/2PP2P1/P2B2BP/R2QK1NR w KQ - 3 14,vssf1_win_d8,5,-1.592,0.0,-1.08,-0.46,quiet,0,0,0,0,
1nbk1r2/1p3qbn/r2p2p1/pNpPpp1p/P1P1PP1N/R5PP/1PQB2B1/4K2R b K - 2 18,vssf_2400,0,0.117,0.0,3.75,1.34,quiet,0,1,0,0,
8/8/4k2p/8/1p1p2PP/1P2p3/4K3/8 b - - 2 44,vssf1_def_d8,128,-5.714,0.0,-2.13,-0.69,quiet,2,1,0,0,
3n2k1/5ppp/8/2p5/6P1/p4K2/8/8 w - - 0 53,vssf1_win_d8,122,-15.649,0.0,-7.47,0.0,quiet,0,0,0,0,
1bk5/8/R7/3p3p/pP2p3/4P3/4K1P1/5R2 w - - 1 47,vssf1_win_d8,101,11.405,0.0,6.99,0.0,quiet,1,0,0,0,
5rk1/1p3pp1/2p5/6Pp/3P1N1P/4P3/5PB1/1n4K1 b - - 1 34,vssf1_win_d8,101,-1.465,0.0,-1.09,-0.0,quiet,0,0,0,0,
3rr1k1/5pp1/7p/1Q1p3P/P7/1BP5/K5b1/8 b - - 2 55,vssf1_win_d8,74,-0.077,0.0,-2.07,-1.26,quiet,0,0,0,0,
8/5kpp/p2b4/1p1P1p2/8/P2RBKP1/2r1rP1P/1R6 b - - 1 28,vssf1_win_d8,74,1.122,0.0,-1.52,-1.88,ks,4,1,0,0,
3b1k2/1q3pp1/4rn2/1Q1p3p/3R4/5P2/PP3P1P/2R3K1 w - - 0 36,vssf1_win_d8,42,7.496,0.0,-1.04,0.27,quiet,0,1,0,0,
4r1k1/1b4qp/1p1R2p1/p4p2/PrPN4/1P4pP/K2Q4/3B4 b - - 1 62,vssf1_win_d8,37,-6.705,0.0,-4.15,0.9,quiet,1,0,0,0,
4r1k1/p3qpbp/r5p1/2p5/4pP2/1R5P/n1NQ4/1K2R3 w - - 0 34,vssf1_win_d8,26,-15.002,-3.06,-7.74,0.0,ks,3,0,0,0,
2r1kb1r/1p2pppp/2n2n2/pN1p4/3P1B2/2P2BP1/P4P1P/2R1K2R b Kk - 0 13,vssf_2400,53,0.328,0.0,-0.36,-0.04,quiet,0,0,0,0,
r2B1rk1/1ppq1pp1/n2p4/3Pp3/P1P1P3/1PN2N1b/5P2/RQ2K1R1 b Q - 0 25,vssf1_win_d8,16,3.364,0.0,4.6,0.84,quiet,1,1,0,0,
r1b1k2r/pp3ppp/5q2/nPpn4/8/P3P3/R2P1PPP/1N1QKBNR b Kkq - 1 11,vssf_2400,10,0.858,0.0,0.09,-0.36,quiet,1,0,0,0,
r2r2k1/pp2ppbp/n2p1np1/qbpP4/P1B3PP/1PP1PPB1/3Q4/3R1KNR w - - 0 21,vssf1_win_d8,5,-1.127,0.0,-2.94,-0.41,quiet,0,0,0,0,
1n1qk1nr/rp2bppp/p1p1b3/3p4/2PP4/1QNB1N2/PP3PPP/R1B1K2R w KQk - 4 9,vssf_2400,0,1.018,0.0,1.71,0.23,quiet,0,0,0,0,
8/8/1p5p/2p5/Pp4P1/1P3K1P/2k5/8 w - - 0 55,vssf1_def_d8,128,0.285,0.0,-1.04,0.05,quiet,0,0,0,0,
8/8/8/4kb2/7p/7P/8/5K2 w - - 2 69,vssf1_win_d8,122,-9.695,0.0,-2.85,-0.51,quiet,0,0,0,0,
2b5/p2Bp3/p1Pk4/8/7p/8/6K1/8 b - - 4 55,vssf1_win_d8,117,-6.822,0.0,-2.92,0.29,quiet,1,2,0,0,
7k/6Rp/1p2N1p1/3P4/8/4PK1P/6P1/1r6 w - - 5 40,vssf1_win_d8,101,10.643,0.0,8.43,0.53,quiet,0,2,0,0,
3r4/5pk1/3P1Np1/1pp3Pp/7P/4P3/5PB1/1n4K1 w - - 4 39,vssf1_win_d8,101,-0.868,0.0,-1.89,0.15,quiet,0,2,0,0,
3r2k1/5pp1/7p/Q2p3P/P1p5/2P4b/KPB5/4r3 b - - 1 52,vssf1_win_d8,74,-0.987,0.0,-1.54,0.46,quiet,2,1,0,0,
2r4k/7p/3nN1pN/p7/q4PP1/8/1R1Q3K/8 w - - 5 55,vssf1_win_d8,48,2.206,0.0,3.44,0.7,quiet,0,2,0,0,
2r1q1k1/7p/1pbR2p1/p4p2/PrPN1p2/1P5P/2BQ2P1/K7 b - - 7 55,vssf1_win_d8,37,-3.266,0.0,-0.67,0.53,quiet,0,0,0,0,
