tag,ply,pieces,our_pawns,sf_pawns,gap_pawns,our_depth,fen
timed_probe,44,25,-0.793,1.070,-1.863,10,r4rk1/2p1b3/4bq1p/p2pNp2/3p2p1/P1NQP1P1/1P3PP1/2R1K2R w K - 0 23
hlmr_more1_lightning,12,32,-0.642,1.220,-1.862,8,r1bqk2r/ppp2ppp/2n2n2/2bpp1N1/2B1P3/2PP4/PP3PPP/RNBQK2R w KQkq - 0 7
placement_bundle,65,20,0.522,-1.340,1.862,11,q5k1/2P2p2/2bB1bpp/P2n4/8/2p5/2P1BPPP/1R3KR1 b - - 2 33
placement_bundle,23,31,0.572,-1.290,1.862,12,r1b1kb1r/ppq2ppp/1n1p4/2p5/2PpP1n1/N2B1N2/PP1BQPPP/R4RK1 b kq - 1 12
placement_bundle,32,28,-0.772,1.090,-1.862,9,rn1k1b1r/pp4p1/2p1bpB1/4p3/1qP4p/1QN1B1PP/PP2PP2/R3K2R w KQ - 6 17
placement_bundle,72,17,-0.672,1.190,-1.862,10,1r1r2k1/1p6/2p1bn2/7p/1R2p3/4B2P/1P2BP1K/4R3 w - - 2 37
placement_bundle,30,30,0.631,-1.230,1.861,11,r1br2k1/pp2qppp/1bp1p3/3p2P1/P1P1n3/1P1QPN1P/1B1PNP2/R3K2R w KQ - 1 16
hlmr_more1_lightning,21,31,-0.939,0.920,-1.859,11,r3k2r/pp2ppbp/1q1p2p1/n1pP1b2/2P1N3/1P2BNPP/P3PPB1/R2QK2R b KQkq - 0 11
hlmr_more1_lightning,20,32,-0.958,0.900,-1.858,9,r3k2r/pp2ppbp/1q1p2p1/n1pP1b2/2P1n3/1PN1BNPP/P3PPB1/R2QK2R w KQkq - 1 11
hlmr_more1_lightning,20,31,0.757,-1.100,1.857,11,r1bq1rk1/pp3pbp/2p1pnp1/n1Q5/2pP4/2NBPN2/PP1B1PPP/R3K2R w KQ - 0 11
nmp_blitz,29,28,0.857,-1.000,1.857,10,r1bq1k1r/pp2b3/4p3/2p1nppB/3p4/5P1Q/PPP1NBPP/2KR2NR b - - 1 15
placement_bundle,15,32,1.097,-0.760,1.857,9,rnbqkb1r/pp2pp1p/5np1/2p1N3/3p1Q2/1P1PP3/PBP2PPP/RN2KB1R b KQkq - 3 8
placement_bundle,38,24,0.676,-1.180,1.856,13,r3k2r/pBP3bp/1p3pp1/n7/5B1P/P1P3P1/1P1qPP2/R3K2R w KQkq - 0 20
placement_bundle,33,32,0.865,-0.990,1.855,10,r2r2k1/1p1bppbp/1qnp1np1/pPp5/P1PP4/1Q1BPN1P/3BNPP1/R4K1R b - - 3 17
placement_bundle,32,28,-0.785,1.070,-1.855,9,2r1k2r/p2pqp2/1pn1pn1p/4b3/2P2Np1/2N1Q1P1/PP2PP1P/R1BR2K1 w k - 9 17
placement_bundle,30,27,0.615,-1.240,1.855,9,r3k2b/1p1b1p2/p1n1p3/P1Pp1qp1/R3n3/3N2P1/1PPBPPB1/1N1QK3 w q - 2 16
hlmr_more1_lightning,49,16,0.684,-1.170,1.854,12,2k2r2/2p3p1/pp6/2P2nBp/8/8/P2N2PP/N5K1 b - - 2 25
placement_bundle,18,28,-0.514,1.340,-1.854,11,3qkbnr/ppr2ppp/2np4/1Q2pN2/4P3/8/PPP2PPP/RNB1K2R w KQk - 3 10
placement_bundle,22,29,-0.642,1.210,-1.852,12,rn1qk2r/p2p1p2/1p2pn1p/2b5/2P3pN/2N3P1/PP1QPPbP/R1B2RK1 w kq - 0 12
placement_bundle,21,32,0.721,-1.130,1.851,10,r3k2r/1p1nppb1/1qp2np1/p2p3p/3P1BbP/3BPN2/PPPNQPP1/1K2R2R b kq - 9 11
placement_bundle,80,16,-0.569,1.280,-1.849,12,8/r1b1k3/1p4R1/2p2p2/2Pp4/r2P1N2/PR2PK2/8 w - - 1 41
placement_bundle,51,23,-0.527,1.320,-1.847,10,2r2rk1/1q1p3p/p3p1pP/2p2p1n/2P1P3/1PN1BN2/P6Q/3RK3 b - - 1 26
placement_bundle,48,19,-0.735,1.110,-1.845,11,2kr4/1b4pp/p3pr2/2B5/pPn2P2/8/4NKPP/R6R w - - 4 25
placement_bundle,38,30,0.815,-1.030,1.845,11,r2r2k1/1p1b1pbp/1q1p1np1/pP1Pp3/PnP5/1Q1B1N1P/3BNPP1/R4K1R w - - 1 20
placement_bundle,73,17,0.724,-1.120,1.844,10,2r3k1/5pp1/8/1Q1P3p/2p4P/2N4q/3B1PrP/3KR3 b - - 8 37
placement_bundle,39,30,0.664,-1.180,1.844,10,4rrk1/1bpnq1p1/pp1b3p/3Ppp2/2N1Pn2/PP3N1P/1BBQ1PP1/R3R1K1 b - - 1 20
placement_bundle,43,23,0.882,-0.960,1.842,13,r2r2k1/1p1n1pb1/3Bb1p1/p6p/P1P4N/1P4PP/5PB1/R2R2K1 b - - 0 22
placement_bundle,64,24,-0.762,1.080,-1.842,11,2rqr1k1/7p/p1P3p1/3Pnp2/3Qn3/4PpPP/P2P1P2/B1RR2K1 w - - 0 33
placement_bundle,41,27,1.029,-0.810,1.839,10,rq2r1k1/1p3ppp/pn1b4/3P1bP1/3Qp3/PPN1P1R1/1B3P1P/2R1KB2 b - - 2 21
placement_bundle,50,21,-0.859,0.980,-1.839,9,6k1/2q1p2p/r1p2rn1/1pP2p2/p2R4/P5PR/1P1QP1B1/4K3 w - - 0 26
ship_lightning,36,24,-0.947,0.890,-1.837,10,3r2k1/2p2ppp/1p2qn2/pQ2p3/P3Pb2/N1P2P2/1P3PKP/R4R2 w - - 1 19
ship_lightning,46,25,-0.827,1.010,-1.837,8,r2q1rk1/1p3pp1/p1n1b3/3Np1p1/2Q1N1n1/P5P1/4PPBP/R2R2K1 w - - 2 24
placement_bundle,32,25,-1.036,0.800,-1.836,11,r1b1k2r/1pp2ppp/p7/2bn4/5P2/P4N2/1PnBB1PP/1R1N1R1K w kq - 1 17
placement_bundle,22,32,-0.696,1.140,-1.836,12,r1b1kb1r/1pqp1ppp/p3p3/2p1P3/Pn1n4/2NP1NPP/1PP2PB1/R1BQR1K1 w kq - 1 12
placement_bundle,42,25,-0.595,1.240,-1.835,10,r4rk1/1bq2pp1/1pNbp2p/1B1p4/3P2n1/1Q6/P2B1PP1/R2NR2K w - - 3 22
placement_bundle,41,28,0.635,-1.200,1.835,10,4rrk1/1bpnq1p1/pp1b3p/3Pp3/2N1Bn2/PP3N1P/1B1Q1PP1/R3R1K1 b - - 0 21
placement_bundle,33,25,-0.604,1.230,-1.834,12,r3k2r/pp3ppp/2p2n2/4p3/Qbq5/P1N2PP1/3P1P1P/R1B1K2R b KQkq - 0 17
away_blitz,35,27,0.763,-1.070,1.833,11,r3r1k1/1pp2ppp/p1np4/3N4/B1PpP2q/P2P1P1b/1P3R2/R2QN1K1 b - - 2 18
hlmr_more1_lightning,39,27,1.013,-0.820,1.833,8,1r3rk1/2p1qp2/p2p1npp/n1b1P3/P7/2Pp1N1P/BB3PP1/RQ2R1K1 b - - 1 20
placement_bundle,77,15,1.042,-0.790,1.832,11,B1br4/8/p7/1p3pk1/1P1r4/P2PRR2/7P/7K b - - 10 39
placement_bundle,39,23,0.742,-1.090,1.832,13,r3k2r/pBP3bp/1p3pp1/n7/5B1P/P1P3P1/1P1KPP2/R6R b kq - 0 20
placement_bundle,43,20,-0.602,1.230,-1.832,13,2k4r/pp3Qpp/2pr1n2/4p1B1/8/P4PP1/5P1P/b4K1R b - - 0 22
placement_bundle,44,22,-0.670,1.160,-1.830,11,r2qk1r1/4pp2/2pp1n2/pP5p/2PPPN2/3Q4/5Pp1/RR4K1 w q - 0 23
placement_bundle,17,30,1.060,-0.770,1.830,11,r1bqk2r/pp1nbpp1/2p2n1p/3p4/3P4/4BNP1/PPQNPPBP/R3K2R b KQkq - 3 9
placement_bundle,28,30,-0.820,1.010,-1.830,11,r1b1k2r/1p1nqpp1/2p5/p1b3P1/P2pn2p/1PN1PN1P/1BPP2B1/R2QK2R w KQkq - 1 15
placement_bundle,60,20,-0.509,1.320,-1.829,11,2r2rk1/B7/1p4Np/3pbp2/1PnN2n1/P7/5PP1/R3R2K w - - 2 31
placement_bundle,62,19,0.958,-0.870,1.828,13,2r1bq1k/1p6/p6p/3BNpp1/3P4/2P3P1/PP6/3RR1K1 w - - 3 32
placement_bundle,92,17,-0.857,0.970,-1.827,11,2n1k1b1/1R6/2rp3R/p3p2p/P1P1P3/2B4r/2KN4/8 w - - 6 47
placement_bundle,31,28,0.874,-0.950,1.824,10,r3k1nr/1p1n2pp/pq1b2b1/5p2/3P1N2/2BBPp2/PP3PPP/2RQR1K1 b kq - 5 16
hlmr_more1_lightning,17,32,0.763,-1.060,1.823,11,r1bq1rk1/ppp2pbp/4pnp1/nQ1p4/2PP4/2NBPN2/PP1B1PPP/R3K2R b KQ - 5 9
placement_bundle,18,32,-0.673,1.150,-1.823,10,r3k2r/pppb1pp1/2nqpn2/2b3Bp/3pP3/P2P1NPB/1PP2P1P/RN1QK2R w KQkq - 5 10
placement_bundle,75,16,1.042,-0.780,1.822,12,2r3k1/5r2/7p/P1p2qp1/2N5/3PR1PP/5PQ1/6K1 b - - 4 38
placement_bundle,29,26,0.712,-1.110,1.822,9,r1b3k1/p1p2qb1/1p3npp/2n1p3/4P3/2N1BP2/PPPQ2PP/2KR1R2 b - - 0 15
timed_probe,25,31,-0.582,1.240,-1.822,8,r2q1rk1/ppp3p1/2n1bp1p/3Pp2n/1b1P4/2N1PNB1/PPQ2PPP/2RK1B1R b - - 0 13
hlmr_more1_lightning,62,21,-0.597,1.220,-1.817,9,4qk1b/5p2/BQ1p2rp/2r1p1p1/p3P2P/2P2R2/1P3P2/1K4R1 w - - 3 32
nmp_blitz,23,26,0.687,-1.130,1.817,11,r2q1rk1/pp2ppbp/2n3p1/4P3/2BP2b1/4BN2/P4PPP/R2QK2R b KQ - 0 12
placement_bundle,56,20,-0.626,1.190,-1.816,10,5k1B/4q3/n4pp1/p1p2b1p/1PP2P2/P2R4/R3BP1P/6K1 w - - 2 29
placement_bundle,17,28,0.874,-0.940,1.814,10,r3kbnr/pppq1ppp/2n5/5b2/2B5/1QN1PNP1/PP1P3P/R1B1K2R b KQkq - 4 9
placement_bundle,34,25,-0.804,1.010,-1.814,10,r1b1kr2/pp4pp/2n5/5pB1/3qp1nP/PQN5/1P2BPP1/R4K1R w q - 10 18
placement_bundle,22,31,-0.562,1.250,-1.812,10,r2q1rk1/1p3pp1/n1ppbn2/p1b1p1p1/2P1P3/P1NP1N1P/1PQ2P2/R1B1KBR1 w Q - 0 12
placement_bundle,68,15,-1.051,0.760,-1.811,11,2n2r2/p1NR3p/1p4k1/1R3p2/r7/6P1/5PKP/8 w - - 0 35
hlmr_more1_lightning,59,22,0.520,-1.290,1.810,12,2r1r1k1/4qpp1/2p4p/p1Pp4/2nNR3/B4P2/P1Q3PP/5RK1 b - - 0 30
placement_bundle,50,18,1.000,-0.810,1.810,10,1r3n2/3k1N1r/R1n1p2p/2p5/N3P3/6p1/PP5P/2K4R w - - 6 26
placement_bundle,53,23,1.050,-0.760,1.810,11,r1bq2k1/1p4Pp/4nb2/5p2/pPBP4/P4N2/1B1N1PP1/R4K1R b - - 4 27
placement_bundle,14,31,0.530,-1.280,1.810,11,r1bq1rk1/ppp1bppp/2n4n/4P3/2Pp4/NQ4P1/PP1PP1BP/R1B1K1NR w KQ - 5 8
placement_bundle,29,27,-0.570,1.240,-1.810,9,2r2rk1/pp1bbppp/3p1B2/2q5/2P5/PQNn1NP1/1P3PBP/R4RK1 b - - 0 15
stack_blitz,36,25,-0.730,1.080,-1.810,14,2b2rk1/p3bppp/2pp4/4p3/Nrq1P3/1P1QP3/P1P3PP/1K1R1R2 w - - 0 19
hlmr_more1_lightning,36,26,-0.679,1.130,-1.809,9,r3kr2/4p1b1/pqpp3p/4nbp1/2B5/2N3BP/PPP1QPP1/RR4K1 w q - 3 19
placement_bundle,83,22,-0.569,1.240,-1.809,11,1rr1q1k1/7p/5p2/QpPppp2/P3n2P/3NP1P1/2R2P2/2R3K1 b - - 0 42
placement_bundle,17,30,0.849,-0.960,1.809,10,r1bqkbnr/1p2p1pp/p1n2p2/8/3pPB2/3P1N2/PPRN1PPP/3QKB1R b Kkq - 1 9
placement_bundle,46,29,-0.607,1.200,-1.807,10,r1b1k2r/3q1pb1/pp2p1p1/2pnP1Np/P2p3R/1P1P2PP/3BQPB1/2R3K1 w kq - 1 24
hlmr_more1_lightning,50,26,-0.566,1.240,-1.806,9,4k2b/3q1p2/p2pb1rp/1pr1p1p1/PQ2P1P1/2P2N1P/1P2BP2/1K1R2R1 w - - 3 26
placement_bundle,16,31,-0.534,1.270,-1.804,11,rn2kb1r/p3pp1p/1p2bnp1/2Ppq3/1PP5/4PB2/P4PPP/RNBQK1NR w KQkq - 1 9
placement_bundle,13,32,0.930,-0.870,1.800,10,rnbqkb1r/pp2pppn/2p4p/2N5/2Pp4/5NP1/PP1PPPBP/R1BQK2R b KQkq - 3 7
placement_bundle,56,20,-0.660,1.140,-1.800,12,2k2r2/6p1/br5p/1pb1pP2/2pN2P1/2P1P2P/8/1RB1R1K1 w - - 0 29
placement_bundle,13,31,0.579,-1.220,1.799,10,rnb1kb1r/p1q1pp1p/1p3np1/2Pp4/1P6/2P1PB2/P4PPP/RNBQK1NR b KQkq - 1 7
placement_bundle,25,32,0.767,-1.030,1.797,9,r2qk2r/pp3p2/3bpnbp/nPpp2p1/Q5PP/P1PP1N2/4PPB1/RNB1K2R b KQkq - 0 13
placement_bundle,39,21,-0.977,0.820,-1.797,13,r3k2r/pp3ppp/2p2n2/4p3/8/PQ3PP1/5P1P/b1B2K1R b kq - 1 20
nmp_standard,41,25,-1.006,0.790,-1.796,14,r2r1nk1/pp1bb3/4p3/3pPp2/3N1p1p/3B1N2/PPP3PP/5KRR b - - 7 21
placement_bundle,17,32,0.556,-1.240,1.796,12,r1bqk2r/1ppp1pb1/2n3pp/p3p3/2P3nP/P1NPB1P1/1P2PPB1/R1Q1K1NR b KQkq - 5 9
placement_bundle,23,31,-0.936,0.860,-1.796,10,r2qk2r/pp2ppbp/2pp1np1/8/2PPN3/4PNP1/PPnK1P1P/R1BQ1B1R b kq - 0 12
placement_bundle,62,20,-0.526,1.270,-1.796,13,2b1k2r/8/1p2pn1p/1p1pBp2/3P3P/1P4P1/3NRPK1/7r w k - 0 32
stack_lightning,25,27,0.816,-0.980,1.796,11,1rbqkb1r/N4ppp/2pp1n2/4p3/2B1P3/3Q1P2/PPPB2PP/R3K2R b KQk - 0 13
hlmr_more1_lightning,21,30,0.995,-0.800,1.795,10,r2qk2r/pbppbpp1/2n1pn1p/2P1N3/7P/2N1B1P1/PP2PPB1/R2QK2R b KQkq - 0 11
placement_bundle,55,22,1.015,-0.780,1.795,10,q4k2/N3pp2/Qn3bp1/2pn3r/3P2Rp/1PP5/P2B3P/5RK1 b - - 1 28
placement_bundle,40,27,-0.824,0.970,-1.794,10,r1b3k1/pp1p3p/n1p2bp1/5pq1/2P5/P2PrBP1/1P2N2P/RQB1K2R w KQ - 0 21
placement_bundle,24,28,-0.513,1.280,-1.793,10,r1b1kb1r/3nqppp/p4n2/3P4/Npp5/4B3/PPB2PPP/R2QK1NR w KQkq - 2 13
ship_lightning,25,28,0.552,-1.240,1.792,9,r1bq1r1k/ppp1p2p/3p2p1/3Pbp2/2Q1P3/P1N1P3/1PP1B1PP/R4RK1 b - - 0 13
placement_bundle,21,32,0.681,-1.110,1.791,10,2b1k2r/1pppqp2/r4npp/p1b1p3/QnP1B2P/P1NP1NP1/1P2PP2/R1B1K2R b KQk - 9 11
placement_bundle,48,18,-0.521,1.270,-1.791,12,2k4r/pp1r3p/2p2p2/4p3/3b4/P4PP1/Q4P1P/5K1R w - - 0 25
placement_bundle,22,30,-0.531,1.260,-1.791,9,r2qkb1r/p1p2pp1/1pn1p2p/5b2/1n1PN3/1Q2B1P1/PP2PPBP/RN2K2R w KQkq - 6 12
stack_blitz,28,28,-0.871,0.920,-1.791,12,r1b2rk1/pp2b1pp/2n1p3/2qp1p2/2P2P2/2NQ1N2/PP2PPBP/R4RK1 w - - 0 15
hlmr_more1_lightning,34,30,0.550,-1.240,1.790,10,1r3r1k/1ppb2qp/p1nbp1p1/3pN3/P2PpB1P/3QP1P1/1PP2P2/R2R1K1B w - - 0 18
nmp_standard,25,24,0.759,-1.030,1.789,12,r2q1rk1/pp2ppbp/2n3p1/4P3/2BP4/4BP2/P4P1P/R2QK2R b KQ - 0 13
placement_bundle,13,32,0.549,-1.240,1.789,10,r1bqk2r/pppnbppp/3p1n2/3P4/2P1p3/2N1PP1P/PP4P1/R1BQKBNR b KQkq - 0 7
placement_bundle,75,17,0.779,-1.010,1.789,13,1nr1r3/8/4k2p/B1Pp1p2/3PpP2/P6P/4R1K1/3R4 b - - 2 38
placement_bundle,58,19,-0.989,0.800,-1.789,11,4k1r1/pp2pp2/3pb2p/1P6/2r2q2/5Q2/1R1RBNP1/6K1 w - - 0 30
nmp_blitz,17,28,0.968,-0.820,1.788,11,rnbq1rk1/pp2ppbp/6p1/2p5/2BPP3/2P2N2/P4PPP/R1BQK2R b KQ - 1 9
away_blitz,47,25,-0.896,0.890,-1.786,10,2b2r2/rp4kp/p1n1ppp1/2qP3n/6N1/2BQ2P1/4PPBP/R4RK1 b - - 0 24
placement_bundle,30,25,-0.505,1.280,-1.785,10,r3kbnr/pp3ppp/4b3/2pn4/3B3N/N5P1/1PP2PBP/R4RK1 w kq - 0 16
placement_bundle,35,26,0.563,-1.220,1.783,9,r1b1k2r/1p3p2/2nqp3/p1p4p/2P1B1pN/1Q1PR1P1/PP3P1P/R5K1 b kq - 0 18
placement_bundle,89,16,0.803,-0.980,1.783,11,6k1/5pp1/5n1p/4q3/3N4/pr3PP1/3QPK1P/2R5 b - - 5 45
placement_bundle,36,26,-0.703,1.080,-1.783,9,3rr1k1/pp3ppp/1bpq4/3n2Q1/1PBp3P/P2P1PN1/2P2P2/1R3K1R w - - 8 19
placement_bundle,17,31,1.032,-0.750,1.782,10,rnbqnrk1/1p1pbppp/p3p3/4P3/2Pp1B2/5N1P/PP1NBPP1/R2QK2R b KQ - 2 9
placement_bundle,52,27,-0.641,1.140,-1.781,10,2krr3/3q2b1/2pp2p1/pp1b1pN1/n2P1B1p/2P2B1P/2PQ1PP1/3RR1K1 w - - 0 27
placement_bundle,39,25,0.550,-1.230,1.780,10,4kb1r/3n2pp/b1q2p1n/R3p1N1/1p2P3/4BQPP/1PPN1P2/3K2R1 b k - 1 20
placement_bundle,33,26,-0.979,0.800,-1.779,10,r3k2r/ppp3pp/1nb1pp2/7q/P1P5/1Q3NP1/3PPPBP/R3K2R b KQkq - 2 17
placement_bundle,46,22,-0.639,1.140,-1.779,12,3r2k1/p5pp/3b1p2/1p1p1q2/2pP4/P3QN1P/1PP2PP1/4R1K1 w - - 4 24
placement_bundle,17,32,0.648,-1.130,1.778,10,r1bq1rk1/p1p1bppp/1p2pn2/3p4/QnPP1B2/2N2NP1/PP2PP1P/2R1KB1R b K - 1 9
placement_bundle,43,24,0.648,-1.130,1.778,12,4k1nr/p3n1Bp/1pqrb3/5p2/4p2P/Pp5B/1Q2PP1P/2R1K2R b K - 2 22
placement_bundle,50,26,-0.636,1.140,-1.776,11,2krr3/5pp1/1pp1p2p/p2pPq1P/P2P4/B1PbP3/1P1Q2P1/R5KR w - - 1 26
nmp_lightning,54,25,-0.675,1.100,-1.775,9,r2r2k1/2q4p/b1p1p1p1/p1ppPpR1/P2P1P2/1P2PB2/3Q3P/2R4K w - - 0 28
placement_bundle,23,30,0.795,-0.980,1.775,10,r1b1kb1r/1p1nqp2/5n1p/2pp2p1/p1PP4/PP1B1N1P/3N1PP1/R1BQ1K1R b kq - 0 12
placement_bundle,33,24,0.954,-0.820,1.774,11,1r4nr/ppNk2pp/1b2p3/3pP1N1/3n4/4B3/PP3PPP/2R1K2R b K - 10 17
placement_bundle,24,28,-0.584,1.190,-1.774,11,r2qk2r/p2p1p2/1pn1pn1p/2b5/2P3p1/2N3P1/PP1QPPNP/R1B2RK1 w kq - 1 13
placement_bundle,51,19,0.843,-0.930,1.773,13,1k1r3r/1pp3pp/p7/2NR1p2/5PB1/P3B3/1P4PP/7K b - - 0 26
placement_bundle,21,32,0.652,-1.120,1.772,11,r3k2r/pbq2pbp/1pnppnp1/1Np3B1/Q1P1P3/P2P1N1P/1P3PP1/R3KB1R b KQkq - 6 11
placement_bundle,37,29,0.752,-1.020,1.772,9,1nr2k1r/pp4p1/1qbbp3/5p1p/1pPpPP1P/P2P1BP1/1BQ1N3/R4K1R b - - 1 19
placement_bundle,54,21,-0.751,1.020,-1.771,9,r1q1r1k1/5pp1/p1P1p2p/2NnN3/3PQ2P/4P3/5PP1/R5K1 w - - 8 28
placement_bundle,34,26,-0.668,1.100,-1.768,10,r4k1r/ppqn1p1p/4p1pP/n2p4/Q2P4/2P1PN2/1p1N1PP1/1R2K2R w K - 2 18
placement_bundle,34,28,-0.648,1.120,-1.768,10,r2k1b1r/pp1n2p1/2p1bpB1/4p3/1qP3Pp/1QN1B2P/PP2PP2/R3K2R w KQ - 1 18
away_lightning,98,16,-0.917,0.850,-1.767,10,6k1/8/p4p1p/P3rPp1/3q2P1/3b1BP1/3QR2K/8 w - - 5 50
placement_bundle,46,25,-0.796,0.970,-1.766,11,1r2k1r1/3qp1b1/3ppnp1/1Ppn2p1/2B5/P1N1P2P/Q2B1P2/R3K1R1 w Q - 0 24
placement_bundle,32,30,-0.675,1.090,-1.765,11,2r1k2r/pp1bqp2/2n1p1pp/2bpP3/3p1P2/P2B3P/1PPP1QP1/R1BNR1K1 w k - 1 17
placement_bundle,29,29,0.675,-1.090,1.765,9,r1n1kb1r/1pQ2pp1/p1b1p2p/P2qP2P/3n1B2/2NP1N2/1P2BPP1/R3K2R b KQkq - 2 15
placement_bundle,23,28,0.653,-1.110,1.763,12,r2q1rk1/1pp1bppp/2n1B3/p3p3/P3p3/3PBN2/1PP2PPP/R2QR1K1 b - - 0 12
placement_bundle,33,30,0.773,-0.990,1.763,10,2r3k1/pbrnqppp/1p1bpn2/P2p4/2PP4/1PBBQNPP/3N1P2/R4RK1 b - - 0 17
placement_bundle,36,26,-0.623,1.140,-1.763,11,r3k1r1/1p3p1p/1qbpp1pP/p7/2PpP3/P2P4/1P2QPBP/1R3RK1 w - - 1 19
placement_bundle,24,28,0.873,-0.890,1.763,10,1nbqr1k1/1pp2ppp/r2p1n2/p7/2P2B1P/1QPP1NP1/P3P1B1/R2K3R w - - 5 13
hlmr_more1_lightning,19,31,0.552,-1.210,1.762,9,r2q1rk1/pppbbppp/4pn2/n7/2pP4/P1N1B1P1/1P1NPPBP/R2Q1RK1 b - - 0 10
placement_bundle,41,29,0.621,-1.140,1.761,9,r2r2k1/ppq1npb1/6pp/1BBpp3/4P1nP/Q1N2bP1/PP2NP2/3R1RK1 b - - 3 21
nmp_blitz,21,26,0.650,-1.110,1.760,11,rn1q1rk1/pp2ppbp/6p1/8/2BPP1b1/4BN2/P4PPP/R2QK2R b KQ - 2 11
placement_bundle,29,30,0.720,-1.040,1.760,11,r1br2k1/pp2qppp/1bp1pn2/3p2P1/P1P5/1P1QPN1P/1B1PNP2/R3K2R b KQ - 0 15
placement_bundle,62,19,-0.590,1.170,-1.760,9,5k1B/8/n2q1pp1/p6p/1pP2Pb1/P3RB2/5P1P/R5K1 w - - 2 32
placement_bundle,38,29,0.709,-1.050,1.759,9,2kr1n2/ppq2pb1/2p3p1/3pNbNr/3Pn2P/PP2P3/1B3PBP/2RQR1K1 w - - 4 20
placement_bundle,49,19,0.689,-1.070,1.759,12,2B1kr2/1p4b1/2p4p/8/1p1r1pPp/5P2/PP2RP2/2K4R b - - 1 25
hlmr_more1_lightning,27,30,0.608,-1.150,1.758,9,r3r1k1/1ppbqppp/p1np1n2/P3p3/1PB1P3/NQPPPN1P/6P1/R2K3R b - - 2 14
placement_bundle,52,18,1.007,-0.750,1.757,13,1k5r/1pp3pp/p7/2Nr1p2/5PB1/P3B3/1P4PP/7K w - - 0 27
placement_bundle,48,25,-0.776,0.980,-1.756,9,3b1k1r/1B3pp1/1p1Pbn2/p1r4p/3Qp2B/2N5/Pq3PPP/2R1R1K1 w - - 2 25
placement_bundle,17,32,-0.606,1.150,-1.756,11,1r2k1nr/1pp2ppp/p1nbpq2/3p1b2/3P3N/1QP3PP/PP1NPPB1/R1B1K2R b KQk - 4 9
placement_bundle,26,31,-0.605,1.150,-1.755,8,r1bqk1nr/pp2n3/2pp3p/3Pbp1N/2P1p2p/P1N3P1/1PQ1PP2/R1B1KB1R w KQkq - 0 14
placement_bundle,41,31,0.533,-1.220,1.753,10,r1bbr1k1/1p1n2p1/q3p2p/pN1pNp1P/P2pnB2/6P1/1PP1PPB1/R2Q1K1R b - - 1 21
placement_bundle,29,30,0.552,-1.200,1.752,10,rn2nrk1/pbpq3p/1p2pb1B/1N3p2/2PP2p1/3B4/PP1N1PPP/R2Q1RK1 b - - 3 15
placement_bundle,31,27,0.611,-1.140,1.751,9,r2qkb1r/1pp2pp1/4b3/1P2Nn1p/4N3/Pn1PP1P1/RB2Q2P/4KB1R b Kkq - 2 16
placement_bundle,86,18,-0.509,1.240,-1.749,12,8/2n5/3N1kp1/p1P1rp1p/P3p2P/2R1P1P1/1r6/3R1K2 w - - 3 44
away_blitz,24,28,-0.665,1.080,-1.745,10,rnb1qrk1/Bp3ppp/8/1Nb1p3/Q1p3n1/2N3P1/PP2PPBP/R4RK1 w - - 3 13
placement_bundle,59,24,0.583,-1.160,1.743,11,r5k1/ppnnq2p/3p2p1/1PpPp3/1PP1P3/4NBP1/3Q3P/3R2K1 b - - 2 30
placement_bundle,30,31,-0.553,1.190,-1.743,10,2b1k2r/3q1pp1/1P1bpn1p/rNpp4/pn4PP/N1QPP3/1PP1BP2/R1B1K2R w KQk - 3 16
placement_bundle,81,16,0.573,-1.170,1.743,12,b5k1/2q1r3/7p/2N1p3/2P1Pp2/1P3P2/5Q1P/3BK3 b - - 1 41
placement_bundle,30,30,-0.642,1.100,-1.742,9,1k1rr3/p4ppp/Ppn1pn2/1Np2q1b/2P2b2/1Q3N1P/1P1PBPP1/R1B1R1K1 w - - 2 16
placement_bundle,37,25,0.662,-1.080,1.742,9,r5k1/pb3pbp/1p1Nr1p1/4n3/q1P2QP1/P1B4P/1P3P2/2KR1BR1 b - - 0 19
placement_bundle,93,14,0.842,-0.900,1.742,14,3k4/1R6/2Rp4/3Pp3/PP4pP/8/1r3r1P/6K1 b - - 4 47
nmp_lightning,49,23,0.579,-1.160,1.739,11,r2q2k1/2p2p1p/1p4pb/p2bP3/P3NPn1/3Q2P1/1P2B3/R1B3K1 b - - 5 25
placement_bundle,38,30,-0.888,0.850,-1.738,10,3rr1k1/1p2qppp/3b1n2/1bp1n1N1/3pP3/pP1P2P1/P1QB1PBP/R1N1R1K1 w - - 3 20
placement_bundle,41,22,0.547,-1.190,1.737,12,1r2r1k1/p1p2p1p/p5p1/n2p2N1/3P3R/P1P1P1P1/5PP1/2R2K2 b - - 1 21
placement_bundle,35,23,0.557,-1.180,1.737,9,2r1kb1r/N4pp1/1p2p2p/6q1/1n1QB3/6P1/PP2PP1P/R3K2R b KQk - 0 18
placement_bundle,40,22,0.577,-1.160,1.737,12,r3k2r/pnP3bp/1p3pp1/8/5B1P/P1P3P1/1P1KPP2/R6R w kq - 0 21
hlmr_more1_lightning,52,15,0.846,-0.890,1.736,13,2k2r2/2p3p1/p7/2p3Bp/3n4/1N6/P2N2PP/6K1 w - - 2 27
hlmr_more1_lightning,42,27,-0.525,1.210,-1.735,11,r3k2r/p1p1npp1/1pbpp2p/1q6/1N1PPP2/2P3P1/P2Q2BP/R4RK1 w kq - 1 22
