MAX CHOSEN: Pawn, White, 1, 3
FINAL MOVE: -2250, King, Black, 4, 7
FINAL MOVE: -2250, Bishop, Black, 7, 6
FINAL MOVE: -2250, Bishop, Black, 7, 4
FINAL MOVE: -2250, Bishop, Black, 5, 6
FINAL MOVE: -850, Bishop, Black, 5, 4
MAX CHOSEN: Bishop, White, 5, 6
FINAL MOVE: -2225, Pawn, Black, 1, 5
FINAL MOVE: -2250, Rook, Black, 1, 7
FINAL MOVE: -2250, Knight, Black, 4, 7
FINAL MOVE: -2225, Pawn, Black, 3, 5
FINAL MOVE: -2250, Knight, Black, 7, 8
FINAL MOVE: -2250, Knight, Black, 7, 6
FINAL MOVE: -2250, Knight, Black, 3, 8
FINAL MOVE: -2100, Knight, Black, 4, 5
FINAL MOVE: -2250, King, Black, 6, 8
FINAL MOVE: -2250, King, Black, 4, 8
FINAL MOVE: -2250, Bishop, Black, 7, 6
FINAL MOVE: -2250, Bishop, Black, 7, 4
FINAL MOVE: 750, Bishop, Black, 5, 6
MAX CHOSEN: Bishop, White, 5, 2
MAX CHOSEN: Bishop, White, 1, 6
FINAL MOVE: -3325, Rook, Black, 1, 7
FINAL MOVE: -325, Rook, Black, 1, 6
MAX CHOSEN: Bishop, White, 6, 7
FINAL MOVE: -3300, King, Black, 6, 8
FINAL MOVE: -300, King, Black, 6, 7
MAX CHOSEN: Bishop, White, 7, 8
MAX CHOSEN: Bishop, White, 5, 3
FINAL MOVE: -2225, Pawn, Black, 1, 5
FINAL MOVE: -2250, Rook, Black, 1, 7
FINAL MOVE: -2250, Knight, Black, 4, 7
FINAL MOVE: -2225, Pawn, Black, 3, 5
FINAL MOVE: -2250, Knight, Black, 7, 8
FINAL MOVE: -2250, Knight, Black, 7, 6
FINAL MOVE: -2250, Knight, Black, 3, 8
FINAL MOVE: -2100, Knight, Black, 4, 5
FINAL MOVE: -2250, King, Black, 6, 8
FINAL MOVE: -2250, King, Black, 4, 8
FINAL MOVE: -2250, King, Black, 4, 7
FINAL MOVE: -2250, Bishop, Black, 7, 6
FINAL MOVE: -2250, Bishop, Black, 7, 4
FINAL MOVE: -2250, Bishop, Black, 5, 6
FINAL MOVE: -850, Bishop, Black, 5, 4
MAX CHOSEN: Bishop, White, 5, 1
FINAL MOVE: -2225, Pawn, Black, 1, 5
FINAL MOVE: -2250, Rook, Black, 1, 7
FINAL MOVE: -2250, Knight, Black, 4, 7
FINAL MOVE: -2225, Pawn, Black, 3, 5
FINAL MOVE: -2250, Knight, Black, 7, 8
FINAL MOVE: -2250, Knight, Black, 7, 6
FINAL MOVE: -2250, Knight, Black, 3, 8
FINAL MOVE: -2100, Knight, Black, 4, 5
FINAL MOVE: -2250, King, Black, 6, 8
FINAL MOVE: -2250, King, Black, 4, 8
FINAL MOVE: -2250, King, Black, 4, 7
FINAL MOVE: -2250, Bishop, Black, 7, 6
FINAL MOVE: -2250, Bishop, Black, 7, 4
FINAL MOVE: -2250, Bishop, Black, 5, 6
FINAL MOVE: -850, Bishop, Black, 5, 4
MAX CHOSEN: Bishop, White, 3, 3
FINAL MOVE: -2225, Pawn, Black, 1, 5
FINAL MOVE: -2250, Rook, Black, 1, 7
FINAL MOVE: -2250, Knight, Black, 4, 7
FINAL MOVE: -2225, Pawn, Black, 3, 5
FINAL MOVE: -2250, Knight, Black, 7, 8
FINAL MOVE: -2250, Knight, Black, 7, 6
FINAL MOVE: -2250, Knight, Black, 3, 8
FINAL MOVE: -2100, Knight, Black, 4, 5
FINAL MOVE: -2250, King, Black, 6, 8
FINAL MOVE: -2250, King, Black, 4, 8
FINAL MOVE: -2250, King, Black, 4, 7
FINAL MOVE: -2250, Bishop, Black, 7, 6
FINAL MOVE: -2250, Bishop, Black, 7, 4
FINAL MOVE: -2250, Bishop, Black, 5, 6
FINAL MOVE: -850, Bishop, Black, 5, 4
MAX CHOSEN: Bishop, White, 6, 4
FINAL MOVE: -2225, Pawn, Black, 1, 5
FINAL MOVE: -2250, Rook, Black, 1, 7
FINAL MOVE: -2250, Knight, Black, 4, 7
FINAL MOVE: -2225, Pawn, Black, 3, 5
FINAL MOVE: 625, Pawn, Black, 6, 4
MAX CHOSEN: Bishop, White, 2, 4
FINAL MOVE: -2225, Pawn, Black, 1, 5
FINAL MOVE: -2250, Rook, Black, 1, 7
FINAL MOVE: -2250, Knight, Black, 4, 7
FINAL MOVE: -2225, Pawn, Black, 3, 5
FINAL MOVE: -2250, Knight, Black, 7, 8
FINAL MOVE: -2250, Knight, Black, 7, 6
FINAL MOVE: -2250, Knight, Black, 3, 8
FINAL MOVE: -2100, Knight, Black, 4, 5
FINAL MOVE: -2250, King, Black, 6, 8
FINAL MOVE: -2250, King, Black, 4, 8
FINAL MOVE: -2250, King, Black, 4, 7
FINAL MOVE: -2250, Bishop, Black, 7, 6
FINAL MOVE: -2250, Bishop, Black, 7, 4
FINAL MOVE: -2250, Bishop, Black, 5, 6
FINAL MOVE: -850, Bishop, Black, 5, 4
MAX CHOSEN: Bishop, White, 7, 5
FINAL MOVE: -2225, Pawn, Black, 1, 5
FINAL MOVE: -2250, Rook, Black, 1, 7
FINAL MOVE: -2250, Knight, Black, 4, 7
FINAL MOVE: -2225, Pawn, Black, 3, 5
FINAL MOVE: -2250, Knight, Black, 7, 8
FINAL MOVE: -2250, Knight, Black, 7, 6
FINAL MOVE: -2250, Knight, Black, 3, 8
FINAL MOVE: -2100, Knight, Black, 4, 5
FINAL MOVE: -2250, King, Black, 6, 8
FINAL MOVE: -2250, King, Black, 4, 8
FINAL MOVE: -2250, King, Black, 4, 7
FINAL MOVE: -750, King, Black, 7, 8
MAX CHOSEN: Bishop, White, 1, 5
FINAL MOVE: -2250, Rook, Black, 1, 7
FINAL MOVE: -2250, Knight, Black, 4, 7
FINAL MOVE: -2225, Pawn, Black, 3, 5
FINAL MOVE: -2250, Knight, Black, 7, 8
FINAL MOVE: -2250, Knight, Black, 7, 6
FINAL MOVE: -2250, Knight, Black, 3, 8
FINAL MOVE: -2100, Knight, Black, 4, 5
FINAL MOVE: -2250, King, Black, 6, 8
FINAL MOVE: -2250, King, Black, 4, 7
FINAL MOVE: -2250, Bishop, Black, 7, 6
FINAL MOVE: -2250, Bishop, Black, 7, 4
FINAL MOVE: -2250, Bishop, Black, 5, 6
FINAL MOVE: -850, Bishop, Black, 5, 4
MAX CHOSEN: Bishop, White, 8, 6
FINAL MOVE: -2225, Pawn, Black, 1, 5
FINAL MOVE: -2250, Rook, Black, 1, 7
FINAL MOVE: -2250, Knight, Black, 4, 7
FINAL MOVE: -2225, Pawn, Black, 3, 5
FINAL MOVE: -2250, Knight, Black, 7, 8
FINAL MOVE: -2250, Knight, Black, 7, 6
FINAL MOVE: -2250, Knight, Black, 3, 8
FINAL MOVE: -2100, Knight, Black, 4, 5
FINAL MOVE: -2250, King, Black, 4, 8
FINAL MOVE: -2250, King, Black, 4, 7
FINAL MOVE: -2250, Bishop, Black, 7, 6
FINAL MOVE: -2250, Bishop, Black, 7, 4
FINAL MOVE: -2250, Bishop, Black, 5, 6
FINAL MOVE: -850, Bishop, Black, 5, 4
MAX CHOSEN: Pawn, White, 4, 4
FINAL MOVE: -2400, Pawn, Black, 1, 5
FINAL MOVE: -2425, Rook, Black, 1, 7
FINAL MOVE: -2425, Knight, Black, 4, 7
FINAL MOVE: -2400, Pawn, Black, 3, 5
FINAL MOVE: -1150, Pawn, Black, 4, 4
FINAL MOVE: -2425, Knight, Black, 7, 8
FINAL MOVE: -2425, Knight, Black, 7, 6
FINAL MOVE: -2425, Knight, Black, 3, 8
FINAL MOVE: -2275, Knight, Black, 4, 5
FINAL MOVE: -2425, King, Black, 6, 8
FINAL MOVE: -2425, King, Black, 4, 8
FINAL MOVE: -2425, King, Black, 4, 7
FINAL MOVE: -2425, Bishop, Black, 7, 6
FINAL MOVE: -2425, Bishop, Black, 7, 4
FINAL MOVE: -2425, Bishop, Black, 5, 6
FINAL MOVE: -1025, Bishop, Black, 5, 4
FINAL MOVE: -2425, Bishop, Black, 8, 3
FINAL MOVE: -2425, Bishop, Black, 4, 7
FINAL MOVE: -2425, Bishop, Black, 3, 8
FINAL MOVE: -2400, Pawn, Black, 6, 6
FINAL MOVE: -2425, Queen, Black, 7, 6
FINAL MOVE: -2425, Queen, Black, 7, 4
FINAL MOVE: -2425, Queen, Black, 8, 4
FINAL MOVE: -2425, Queen, Black, 7, 5
FINAL MOVE: -2425, Queen, Black, 8, 6
FINAL MOVE: -1350, Queen, Black, 6, 3
FINAL MOVE: -2425, Queen, Black, 8, 3
FINAL MOVE: -1375, Queen, Black, 8, 2
FINAL MOVE: -2400, Pawn, Black, 8, 6
FINAL MOVE: -2425, Rook, Black, 7, 8
FINAL MOVE: -2425, Rook, Black, 6, 8
MAX CHOSEN: Pawn, White, 5, 5
MAX CHOSEN: Pawn, White, 6, 5
FINAL MOVE: -5100, Pawn, Black, 1, 5
FINAL MOVE: -5125, Rook, Black, 1, 7
FINAL MOVE: -5125, Knight, Black, 4, 7
FINAL MOVE: -5100, Pawn, Black, 3, 5
FINAL MOVE: -5100, Pawn, Black, 5, 4
FINAL MOVE: -5125, Knight, Black, 7, 8
FINAL MOVE: -5125, Knight, Black, 7, 6
FINAL MOVE: -5125, Knight, Black, 3, 8
FINAL MOVE: -4000, Knight, Black, 6, 5
FINAL MOVE: -4975, Knight, Black, 4, 5
FINAL MOVE: -5125, King, Black, 6, 8
FINAL MOVE: -5125, King, Black, 4, 8
FINAL MOVE: -5125, King, Black, 4, 7
FINAL MOVE: -5100, Pawn, Black, 6, 6
FINAL MOVE: -5125, Queen, Black, 7, 6
FINAL MOVE: -5125, Queen, Black, 7, 4
FINAL MOVE: -5125, Queen, Black, 8, 4
FINAL MOVE: -5125, Queen, Black, 7, 5
FINAL MOVE: -5125, Queen, Black, 8, 6
FINAL MOVE: -4050, Queen, Black, 6, 3
FINAL MOVE: -5125, Queen, Black, 8, 3
FINAL MOVE: -4000, Queen, Black, 6, 5
FINAL MOVE: -4075, Queen, Black, 8, 2
FINAL MOVE: -5100, Pawn, Black, 8, 6
FINAL MOVE: -5125, Rook, Black, 7, 8
FINAL MOVE: -5125, Rook, Black, 6, 8
MIN CHOSEN: -4000, Bishop, Black, 6, 5
MAX CHOSEN: Pawn, White, 1, 3
FINAL MOVE: -1175, Pawn, Black, 1, 5
FINAL MOVE: -1200, Rook, Black, 1, 7
FINAL MOVE: -1200, Knight, Black, 4, 7
FINAL MOVE: -1175, Pawn, Black, 3, 5
FINAL MOVE: -1200, Knight, Black, 7, 8
FINAL MOVE: -1200, Knight, Black, 7, 6
FINAL MOVE: -1200, Knight, Black, 3, 8
FINAL MOVE: -1200, Knight, Black, 6, 5
FINAL MOVE: -1050, Knight, Black, 4, 5
FINAL MOVE: -1200, King, Black, 6, 8
FINAL MOVE: -1200, King, Black, 4, 8
FINAL MOVE: -1200, King, Black, 4, 7
FINAL MOVE: -1200, Bishop, Black, 7, 4
FINAL MOVE: -150, Bishop, Black, 7, 2
FINAL MOVE: 200, Bishop, Black, 5, 4
FINAL MOVE: -1200, Bishop, Black, 5, 2
FINAL MOVE: -1200, Bishop, Black, 4, 1
FINAL MOVE: -1175, Pawn, Black, 6, 6
FINAL MOVE: -1150, Pawn, Black, 6, 5
FINAL MOVE: -1200, Queen, Black, 7, 6
FINAL MOVE: -1200, Queen, Black, 7, 4
FINAL MOVE: -1200, Queen, Black, 8, 4
FINAL MOVE: -1200, Queen, Black, 7, 5
FINAL MOVE: -1200, Queen, Black, 8, 6
FINAL MOVE: -1200, Queen, Black, 8, 3
FINAL MOVE: -1200, Queen, Black, 6, 5
FINAL MOVE: -150, Queen, Black, 8, 2
FINAL MOVE: -1175, Pawn, Black, 8, 6
FINAL MOVE: -1200, Rook, Black, 7, 8
FINAL MOVE: -1200, Rook, Black, 6, 8
MAX CHOSEN: Pawn, White, 1, 4
FINAL MOVE: -1200, Pawn, Black, 1, 5
FINAL MOVE: -1225, Rook, Black, 1, 7
FINAL MOVE: -1225, Knight, Black, 4, 7
FINAL MOVE: -1200, Pawn, Black, 3, 5
FINAL MOVE: -1225, Knight, Black, 7, 8
FINAL MOVE: -1225, Knight, Black, 7, 6
FINAL MOVE: -1225, Knight, Black, 3, 8
FINAL MOVE: -1225, Knight, Black, 6, 5
FINAL MOVE: -1075, Knight, Black, 4, 5
FINAL MOVE: -1225, King, Black, 6, 8
FINAL MOVE: -1225, King, Black, 4, 8
FINAL MOVE: -1225, King, Black, 4, 7
FINAL MOVE: -1225, Bishop, Black, 7, 4
FINAL MOVE: -175, Bishop, Black, 7, 2
FINAL MOVE: 175, Bishop, Black, 5, 4
FINAL MOVE: -1225, Bishop, Black, 5, 2
FINAL MOVE: -1225, Bishop, Black, 4, 1
FINAL MOVE: -1200, Pawn, Black, 6, 6
FINAL MOVE: -1175, Pawn, Black, 6, 5
FINAL MOVE: -1225, Queen, Black, 7, 6
FINAL MOVE: -1225, Queen, Black, 7, 4
FINAL MOVE: -1225, Queen, Black, 8, 4
FINAL MOVE: -1225, Queen, Black, 7, 5
FINAL MOVE: -1225, Queen, Black, 8, 6
FINAL MOVE: -1225, Queen, Black, 8, 3
FINAL MOVE: -1225, Queen, Black, 6, 5
FINAL MOVE: -175, Queen, Black, 8, 2
FINAL MOVE: -1200, Pawn, Black, 8, 6
FINAL MOVE: -1225, Rook, Black, 7, 8
FINAL MOVE: -1225, Rook, Black, 6, 8
MAX CHOSEN: Pawn, White, 1, 4
MAX CHOSEN: Pawn, White, 2, 3
FINAL MOVE: -1175, Pawn, Black, 1, 5
FINAL MOVE: -1200, Rook, Black, 1, 7
FINAL MOVE: -1200, Knight, Black, 4, 7
FINAL MOVE: -1175, Pawn, Black, 3, 5
FINAL MOVE: -1200, Knight, Black, 7, 8
FINAL MOVE: -1200, Knight, Black, 7, 6
FINAL MOVE: -1200, Knight, Black, 3, 8
FINAL MOVE: -1200, Knight, Black, 6, 5
FINAL MOVE: -1050, Knight, Black, 4, 5
FINAL MOVE: -1200, King, Black, 6, 8
FINAL MOVE: -1200, King, Black, 4, 8
FINAL MOVE: -1200, King, Black, 4, 7
FINAL MOVE: -1200, Bishop, Black, 7, 4
FINAL MOVE: -150, Bishop, Black, 7, 2
FINAL MOVE: 200, Bishop, Black, 5, 4
MAX CHOSEN: Pawn, White, 2, 4
FINAL MOVE: -1200, Pawn, Black, 1, 5
FINAL MOVE: -1200, Pawn, Black, 2, 5
FINAL MOVE: -1225, Rook, Black, 1, 7
FINAL MOVE: -1225, Knight, Black, 4, 7
FINAL MOVE: -1200, Pawn, Black, 3, 5
FINAL MOVE: -1050, Pawn, Black, 4, 5
FINAL MOVE: -1200, Pawn, Black, 2, 5
FINAL MOVE: -1225, Knight, Black, 7, 8
FINAL MOVE: -1225, Knight, Black, 7, 6
FINAL MOVE: -1225, Knight, Black, 3, 8
FINAL MOVE: -1225, Knight, Black, 6, 5
FINAL MOVE: -1075, Knight, Black, 4, 5
FINAL MOVE: -1225, King, Black, 6, 8
FINAL MOVE: -1225, King, Black, 4, 8
FINAL MOVE: -1225, King, Black, 4, 7
FINAL MOVE: -1225, Bishop, Black, 7, 4
FINAL MOVE: -175, Bishop, Black, 7, 2
FINAL MOVE: 175, Bishop, Black, 5, 4
MAX CHOSEN: King, White, 4, 1
MAX CHOSEN: King, White, 4, 2
MAX CHOSEN: King, White, 2, 1
FINAL MOVE: -1150, Pawn, Black, 1, 5
FINAL MOVE: -1175, Rook, Black, 1, 7
FINAL MOVE: -1175, Knight, Black, 4, 7
FINAL MOVE: -1150, Pawn, Black, 3, 5
FINAL MOVE: -1175, Knight, Black, 7, 8
FINAL MOVE: -1175, Knight, Black, 7, 6
FINAL MOVE: -1175, Knight, Black, 3, 8
FINAL MOVE: -1175, Knight, Black, 6, 5
FINAL MOVE: -1025, Knight, Black, 4, 5
FINAL MOVE: -1175, King, Black, 6, 8
FINAL MOVE: -1175, King, Black, 4, 8
FINAL MOVE: -1175, King, Black, 4, 7
FINAL MOVE: -1175, Bishop, Black, 7, 4
FINAL MOVE: -125, Bishop, Black, 7, 2
FINAL MOVE: 225, Bishop, Black, 5, 4
MAX CHOSEN: King, White, 2, 2
MAX CHOSEN: King, White, 3, 2
MAX CHOSEN: Pawn, White, 3, 3
FINAL MOVE: -1175, Pawn, Black, 1, 5
FINAL MOVE: -1200, Rook, Black, 1, 7
FINAL MOVE: -1200, Knight, Black, 4, 7
FINAL MOVE: -1175, Pawn, Black, 3, 5
FINAL MOVE: -1200, Knight, Black, 7, 8
FINAL MOVE: -1200, Knight, Black, 7, 6
FINAL MOVE: -1200, Knight, Black, 3, 8
FINAL MOVE: -1200, Knight, Black, 6, 5
FINAL MOVE: -1050, Knight, Black, 4, 5
FINAL MOVE: -1200, King, Black, 6, 8
FINAL MOVE: -1200, King, Black, 4, 8
FINAL MOVE: -1200, King, Black, 4, 7
FINAL MOVE: -1200, Bishop, Black, 7, 4
FINAL MOVE: -150, Bishop, Black, 7, 2
FINAL MOVE: 200, Bishop, Black, 5, 4
MAX CHOSEN: Pawn, White, 3, 4
MAX CHOSEN: Bishop, White, 4, 5
FINAL MOVE: -1300, Pawn, Black, 1, 5
FINAL MOVE: -1325, Rook, Black, 1, 7
FINAL MOVE: -1325, Knight, Black, 4, 7
FINAL MOVE: -1300, Pawn, Black, 3, 5
FINAL MOVE: 2000, Pawn, Black, 4, 5
MAX CHOSEN: Bishop, White, 2, 5
FINAL MOVE: -1150, Pawn, Black, 1, 5
FINAL MOVE: 1850, Pawn, Black, 2, 5
MAX CHOSEN: Bishop, White, 2, 3
FINAL MOVE: -1150, Pawn, Black, 1, 5
FINAL MOVE: -1175, Rook, Black, 1, 7
FINAL MOVE: -1175, Knight, Black, 4, 7
FINAL MOVE: -1150, Pawn, Black, 3, 5
FINAL MOVE: -1175, Knight, Black, 7, 8
FINAL MOVE: -1175, Knight, Black, 7, 6
FINAL MOVE: -1175, Knight, Black, 3, 8
FINAL MOVE: -1175, Knight, Black, 6, 5
FINAL MOVE: -1025, Knight, Black, 4, 5
FINAL MOVE: -1175, King, Black, 6, 8
FINAL MOVE: -1175, King, Black, 4, 8
FINAL MOVE: -1175, King, Black, 4, 7
FINAL MOVE: -1175, Bishop, Black, 7, 4
FINAL MOVE: -125, Bishop, Black, 7, 2
FINAL MOVE: 225, Bishop, Black, 5, 4
MAX CHOSEN: Bishop, White, 5, 6
FINAL MOVE: -1150, Pawn, Black, 1, 5
FINAL MOVE: -1175, Rook, Black, 1, 7
FINAL MOVE: -1175, Knight, Black, 4, 7
FINAL MOVE: -1150, Pawn, Black, 3, 5
FINAL MOVE: -1175, Knight, Black, 7, 8
FINAL MOVE: -1175, Knight, Black, 7, 6
FINAL MOVE: -1175, Knight, Black, 3, 8
FINAL MOVE: -1175, Knight, Black, 6, 5
FINAL MOVE: -1025, Knight, Black, 4, 5
FINAL MOVE: -1175, King, Black, 6, 8
FINAL MOVE: -1175, King, Black, 4, 8
FINAL MOVE: -1175, Bishop, Black, 7, 4
FINAL MOVE: -125, Bishop, Black, 7, 2
FINAL MOVE: 225, Bishop, Black, 5, 4
MAX CHOSEN: Bishop, White, 5, 2
MAX CHOSEN: Bishop, White, 1, 6
FINAL MOVE: -2250, Rook, Black, 1, 7
FINAL MOVE: 750, Rook, Black, 1, 6
MAX CHOSEN: Bishop, White, 6, 7
FINAL MOVE: -2225, King, Black, 6, 8
FINAL MOVE: 775, King, Black, 6, 7
MAX CHOSEN: Bishop, White, 7, 8
MAX CHOSEN: Bishop, White, 5, 3
FINAL MOVE: -1150, Pawn, Black, 1, 5
FINAL MOVE: -1175, Rook, Black, 1, 7
FINAL MOVE: -1175, Knight, Black, 4, 7
FINAL MOVE: -1150, Pawn, Black, 3, 5
FINAL MOVE: -1175, Knight, Black, 7, 8
FINAL MOVE: -1175, Knight, Black, 7, 6
FINAL MOVE: -1175, Knight, Black, 3, 8
FINAL MOVE: -1175, Knight, Black, 6, 5
FINAL MOVE: -1025, Knight, Black, 4, 5
FINAL MOVE: -1175, King, Black, 6, 8
FINAL MOVE: -1175, King, Black, 4, 8
FINAL MOVE: -1175, King, Black, 4, 7
FINAL MOVE: -1175, Bishop, Black, 7, 4
FINAL MOVE: -125, Bishop, Black, 7, 2
FINAL MOVE: 225, Bishop, Black, 5, 4
MAX CHOSEN: Bishop, White, 5, 1
FINAL MOVE: -1150, Pawn, Black, 1, 5
FINAL MOVE: -1175, Rook, Black, 1, 7
FINAL MOVE: -1175, Knight, Black, 4, 7
FINAL MOVE: -1150, Pawn, Black, 3, 5
FINAL MOVE: -1175, Knight, Black, 7, 8
FINAL MOVE: -1175, Knight, Black, 7, 6
FINAL MOVE: -1175, Knight, Black, 3, 8
FINAL MOVE: -1175, Knight, Black, 6, 5
FINAL MOVE: -1025, Knight, Black, 4, 5
FINAL MOVE: -1175, King, Black, 6, 8
FINAL MOVE: -1175, King, Black, 4, 8
FINAL MOVE: -1175, King, Black, 4, 7
FINAL MOVE: -1175, Bishop, Black, 7, 4
FINAL MOVE: -125, Bishop, Black, 7, 2
FINAL MOVE: 225, Bishop, Black, 5, 4
MAX CHOSEN: Bishop, White, 3, 3
FINAL MOVE: -1150, Pawn, Black, 1, 5
FINAL MOVE: -1175, Rook, Black, 1, 7
FINAL MOVE: -1175, Knight, Black, 4, 7
FINAL MOVE: -1150, Pawn, Black, 3, 5
FINAL MOVE: -1175, Knight, Black, 7, 8
FINAL MOVE: -1175, Knight, Black, 7, 6
FINAL MOVE: -1175, Knight, Black, 3, 8
FINAL MOVE: -1175, Knight, Black, 6, 5
FINAL MOVE: -1025, Knight, Black, 4, 5
FINAL MOVE: -1175, King, Black, 6, 8
FINAL MOVE: -1175, King, Black, 4, 8
FINAL MOVE: -1175, King, Black, 4, 7
FINAL MOVE: -1175, Bishop, Black, 7, 4
FINAL MOVE: -125, Bishop, Black, 7, 2
FINAL MOVE: 225, Bishop, Black, 5, 4
MAX CHOSEN: Bishop, White, 6, 4
FINAL MOVE: -1150, Pawn, Black, 1, 5
FINAL MOVE: -1175, Rook, Black, 1, 7
FINAL MOVE: -1175, Knight, Black, 4, 7
FINAL MOVE: -1150, Pawn, Black, 3, 5
FINAL MOVE: 1700, Pawn, Black, 6, 4
MAX CHOSEN: Bishop, White, 2, 4
FINAL MOVE: -1150, Pawn, Black, 1, 5
FINAL MOVE: -1175, Rook, Black, 1, 7
FINAL MOVE: -1175, Knight, Black, 4, 7
FINAL MOVE: -1150, Pawn, Black, 3, 5
FINAL MOVE: -1175, Knight, Black, 7, 8
FINAL MOVE: -1175, Knight, Black, 7, 6
FINAL MOVE: -1175, Knight, Black, 3, 8
FINAL MOVE: -1175, Knight, Black, 6, 5
FINAL MOVE: -1025, Knight, Black, 4, 5
FINAL MOVE: -1175, King, Black, 6, 8
FINAL MOVE: -1175, King, Black, 4, 8
FINAL MOVE: -1175, King, Black, 4, 7
FINAL MOVE: -1175, Bishop, Black, 7, 4
FINAL MOVE: -125, Bishop, Black, 7, 2
FINAL MOVE: 225, Bishop, Black, 5, 4
MAX CHOSEN: Bishop, White, 7, 5
FINAL MOVE: -1150, Pawn, Black, 1, 5
FINAL MOVE: -1175, Rook, Black, 1, 7
FINAL MOVE: -1175, Knight, Black, 4, 7
FINAL MOVE: -1150, Pawn, Black, 3, 5
FINAL MOVE: -1175, Knight, Black, 7, 8
FINAL MOVE: -1175, Knight, Black, 7, 6
FINAL MOVE: -1175, Knight, Black, 3, 8
FINAL MOVE: -1175, Knight, Black, 6, 5
FINAL MOVE: -1025, Knight, Black, 4, 5
FINAL MOVE: -1175, King, Black, 6, 8
FINAL MOVE: -1175, King, Black, 4, 8
FINAL MOVE: -1175, King, Black, 4, 7
FINAL MOVE: 325, King, Black, 7, 8
MAX CHOSEN: Bishop, White, 1, 5
FINAL MOVE: -1175, Rook, Black, 1, 7
FINAL MOVE: -1175, Knight, Black, 4, 7
FINAL MOVE: -1150, Pawn, Black, 3, 5
FINAL MOVE: -1175, Knight, Black, 7, 8
FINAL MOVE: -1175, Knight, Black, 7, 6
FINAL MOVE: -1175, Knight, Black, 3, 8
FINAL MOVE: -1175, Knight, Black, 6, 5
FINAL MOVE: -1025, Knight, Black, 4, 5
FINAL MOVE: -1175, King, Black, 6, 8
FINAL MOVE: -1175, King, Black, 4, 7
FINAL MOVE: -1175, Bishop, Black, 7, 4
FINAL MOVE: -125, Bishop, Black, 7, 2
FINAL MOVE: 225, Bishop, Black, 5, 4
MAX CHOSEN: Bishop, White, 8, 6
FINAL MOVE: -1150, Pawn, Black, 1, 5
FINAL MOVE: -1175, Rook, Black, 1, 7
FINAL MOVE: -1175, Knight, Black, 4, 7
FINAL MOVE: -1150, Pawn, Black, 3, 5
FINAL MOVE: -1175, Knight, Black, 7, 8
FINAL MOVE: -1175, Knight, Black, 7, 6
FINAL MOVE: -1175, Knight, Black, 3, 8
FINAL MOVE: -1175, Knight, Black, 6, 5
FINAL MOVE: -1025, Knight, Black, 4, 5
FINAL MOVE: -1175, King, Black, 4, 8
FINAL MOVE: -1175, King, Black, 4, 7
FINAL MOVE: -1175, Bishop, Black, 7, 4
FINAL MOVE: -125, Bishop, Black, 7, 2
FINAL MOVE: 225, Bishop, Black, 5, 4
MAX CHOSEN: Pawn, White, 4, 4
FINAL MOVE: -1325, Pawn, Black, 1, 5
FINAL MOVE: -1350, Rook, Black, 1, 7
FINAL MOVE: -1350, Knight, Black, 4, 7
FINAL MOVE: -1325, Pawn, Black, 3, 5
FINAL MOVE: -75, Pawn, Black, 4, 4
FINAL MOVE: -1350, Knight, Black, 7, 8
FINAL MOVE: -1350, Knight, Black, 7, 6
FINAL MOVE: -1350, Knight, Black, 3, 8
FINAL MOVE: -1350, Knight, Black, 6, 5
FINAL MOVE: -1200, Knight, Black, 4, 5
FINAL MOVE: -1350, King, Black, 6, 8
FINAL MOVE: -1350, King, Black, 4, 8
FINAL MOVE: -1350, King, Black, 4, 7
FINAL MOVE: -1350, Bishop, Black, 7, 4
FINAL MOVE: -300, Bishop, Black, 7, 2
FINAL MOVE: 50, Bishop, Black, 5, 4
FINAL MOVE: -1350, Bishop, Black, 5, 2
FINAL MOVE: -1350, Bishop, Black, 4, 1
FINAL MOVE: -1325, Pawn, Black, 6, 6
FINAL MOVE: -1300, Pawn, Black, 6, 5
FINAL MOVE: -1350, Queen, Black, 7, 6
FINAL MOVE: -1350, Queen, Black, 7, 4
FINAL MOVE: -1350, Queen, Black, 8, 4
FINAL MOVE: -1350, Queen, Black, 7, 5
FINAL MOVE: -1350, Queen, Black, 8, 6
FINAL MOVE: -1350, Queen, Black, 8, 3
FINAL MOVE: -1350, Queen, Black, 6, 5
FINAL MOVE: -300, Queen, Black, 8, 2
FINAL MOVE: -1325, Pawn, Black, 8, 6
FINAL MOVE: -1350, Rook, Black, 7, 8
FINAL MOVE: -1350, Rook, Black, 6, 8
MAX CHOSEN: Pawn, White, 5, 5
MAX CHOSEN: Rook, White, 7, 1
FINAL MOVE: -1150, Pawn, Black, 1, 5
FINAL MOVE: -1175, Rook, Black, 1, 7
FINAL MOVE: -1175, Knight, Black, 4, 7
FINAL MOVE: -1150, Pawn, Black, 3, 5
FINAL MOVE: -1175, Knight, Black, 7, 8
FINAL MOVE: -1175, Knight, Black, 7, 6
FINAL MOVE: -1175, Knight, Black, 3, 8
FINAL MOVE: -1175, Knight, Black, 6, 5
FINAL MOVE: -1025, Knight, Black, 4, 5
FINAL MOVE: -1175, King, Black, 6, 8
FINAL MOVE: -1175, King, Black, 4, 8
FINAL MOVE: -1175, King, Black, 4, 7
FINAL MOVE: -1175, Bishop, Black, 7, 4
FINAL MOVE: -125, Bishop, Black, 7, 2
FINAL MOVE: 225, Bishop, Black, 5, 4
