MAX CHOSEN: Pawn, White, 1, 3
FINAL MOVE: 1868, Knight, Black, 2, 4
FINAL MOVE: 1878, Knight, Black, 6, 5
FINAL MOVE: 1868, Knight, Black, 2, 5
FINAL MOVE: 1863, Knight, Black, 5, 8
FINAL MOVE: 2083, Knight, Black, 5, 4
FINAL MOVE: 1663, Knight, Black, 3, 8
FINAL MOVE: 2993, Knight, Black, 3, 4
FINAL MOVE: 2016, Rook, Black, 5, 5
FINAL MOVE: 1866, Rook, Black, 5, 7
FINAL MOVE: 2016, Rook, Black, 5, 4
FINAL MOVE: 1866, Rook, Black, 5, 8
FINAL MOVE: 1866, Rook, Black, 5, 3
FINAL MOVE: 4666, Rook, Black, 5, 2
FINAL MOVE: 1868, Queen, Black, 7, 5
FINAL MOVE: 1663, Queen, Black, 5, 7
FINAL MOVE: 2038, Queen, Black, 5, 5
FINAL MOVE: 1878, Queen, Black, 6, 5
FINAL MOVE: 2963, Queen, Black, 8, 4
FINAL MOVE: 1863, Queen, Black, 4, 8
FINAL MOVE: 3358, Queen, Black, 4, 4
FINAL MOVE: 1878, Queen, Black, 6, 4
FINAL MOVE: 1868, Queen, Black, 6, 3
FINAL MOVE: 2913, Queen, Black, 6, 2
FINAL MOVE: 1866, Rook, Black, 5, 8
FINAL MOVE: 1866, Rook, Black, 4, 8
FINAL MOVE: 1866, Rook, Black, 3, 8
FINAL MOVE: 1866, Rook, Black, 2, 8
FINAL MOVE: 1866, Rook, Black, 1, 8
FINAL MOVE: 1864, Bishop, Black, 8, 5
FINAL MOVE: 1879, Bishop, Black, 6, 5
FINAL MOVE: 2084, Bishop, Black, 5, 4
FINAL MOVE: 1869, Bishop, Black, 4, 3
FINAL MOVE: 1864, Bishop, Black, 3, 2
FINAL MOVE: 6864, Bishop, Black, 2, 1
FINAL MOVE: 1866, King, Black, 8, 8
FINAL MOVE: 1891, Pawn, Black, 8, 6
FINAL MOVE: 1916, Pawn, Black, 8, 5
MAX CHOSEN: Rook, White, 1, 3
MAX CHOSEN: Rook, White, 4, 1
MAX CHOSEN: Rook, White, 1, 4
MAX CHOSEN: Rook, White, 1, 5
MAX CHOSEN: Rook, White, 6, 1
MAX CHOSEN: Rook, White, 1, 6
MAX CHOSEN: Rook, White, 1, 7
MAX CHOSEN: Rook, White, 8, 1
MAX CHOSEN: Rook, White, 1, 8
MAX CHOSEN: Pawn, White, 1, 3
FINAL MOVE: 1866, Pawn, Black, 1, 6
FINAL MOVE: 1891, Pawn, Black, 1, 5
FINAL MOVE: 1868, Pawn, Black, 2, 6
FINAL MOVE: 1896, Pawn, Black, 2, 5
FINAL MOVE: 1638, Knight, Black, 5, 7
FINAL MOVE: 2013, Knight, Black, 5, 5
FINAL MOVE: 1838, Knight, Black, 1, 5
FINAL MOVE: 1838, Knight, Black, 4, 8
FINAL MOVE: 3333, Knight, Black, 4, 4
FINAL MOVE: 1688, Knight, Black, 2, 8
FINAL MOVE: 1843, Knight, Black, 2, 4
FINAL MOVE: 1853, Knight, Black, 6, 5
FINAL MOVE: 1843, Knight, Black, 2, 5
FINAL MOVE: 1838, Knight, Black, 5, 8
FINAL MOVE: 2058, Knight, Black, 5, 4
FINAL MOVE: 1638, Knight, Black, 3, 8
FINAL MOVE: 2968, Knight, Black, 3, 4
FINAL MOVE: 1991, Rook, Black, 5, 5
FINAL MOVE: 1841, Rook, Black, 5, 7
FINAL MOVE: 1991, Rook, Black, 5, 4
FINAL MOVE: 1841, Rook, Black, 5, 8
FINAL MOVE: 1841, Rook, Black, 5, 3
FINAL MOVE: 4641, Rook, Black, 5, 2
FINAL MOVE: 1843, Queen, Black, 7, 5
FINAL MOVE: 1638, Queen, Black, 5, 7
FINAL MOVE: 2013, Queen, Black, 5, 5
FINAL MOVE: 1853, Queen, Black, 6, 5
FINAL MOVE: 2938, Queen, Black, 8, 4
FINAL MOVE: 1838, Queen, Black, 4, 8
FINAL MOVE: 3333, Queen, Black, 4, 4
FINAL MOVE: 1853, Queen, Black, 6, 4
FINAL MOVE: 1843, Queen, Black, 6, 3
FINAL MOVE: 2888, Queen, Black, 6, 2
FINAL MOVE: 1841, Rook, Black, 5, 8
FINAL MOVE: 1841, Rook, Black, 4, 8
FINAL MOVE: 1841, Rook, Black, 3, 8
FINAL MOVE: 1841, Rook, Black, 2, 8
FINAL MOVE: 1841, Rook, Black, 1, 8
FINAL MOVE: 1839, Bishop, Black, 8, 5
FINAL MOVE: 1854, Bishop, Black, 6, 5
FINAL MOVE: 2059, Bishop, Black, 5, 4
FINAL MOVE: 1844, Bishop, Black, 4, 3
FINAL MOVE: 1839, Bishop, Black, 3, 2
FINAL MOVE: 1839, Bishop, Black, 2, 1
FINAL MOVE: 1841, King, Black, 8, 8
FINAL MOVE: 1866, Pawn, Black, 8, 6
FINAL MOVE: 1891, Pawn, Black, 8, 5
MAX CHOSEN: Pawn, White, 1, 4
FINAL MOVE: 1841, Pawn, Black, 1, 6
FINAL MOVE: 1866, Pawn, Black, 1, 5
FINAL MOVE: 1843, Pawn, Black, 2, 6
FINAL MOVE: 1871, Pawn, Black, 2, 5
FINAL MOVE: 1613, Knight, Black, 5, 7
FINAL MOVE: 1988, Knight, Black, 5, 5
FINAL MOVE: 1813, Knight, Black, 1, 5
FINAL MOVE: 1813, Knight, Black, 4, 8
FINAL MOVE: 3308, Knight, Black, 4, 4
FINAL MOVE: 1663, Knight, Black, 2, 8
FINAL MOVE: 1818, Knight, Black, 2, 4
FINAL MOVE: 1828, Knight, Black, 6, 5
FINAL MOVE: 1818, Knight, Black, 2, 5
FINAL MOVE: 1813, Knight, Black, 5, 8
FINAL MOVE: 2033, Knight, Black, 5, 4
FINAL MOVE: 1613, Knight, Black, 3, 8
FINAL MOVE: 2943, Knight, Black, 3, 4
FINAL MOVE: 1966, Rook, Black, 5, 5
FINAL MOVE: 1816, Rook, Black, 5, 7
FINAL MOVE: 1966, Rook, Black, 5, 4
FINAL MOVE: 1816, Rook, Black, 5, 8
FINAL MOVE: 1816, Rook, Black, 5, 3
FINAL MOVE: 4616, Rook, Black, 5, 2
FINAL MOVE: 1818, Queen, Black, 7, 5
FINAL MOVE: 1613, Queen, Black, 5, 7
FINAL MOVE: 1988, Queen, Black, 5, 5
FINAL MOVE: 1828, Queen, Black, 6, 5
FINAL MOVE: 2913, Queen, Black, 8, 4
FINAL MOVE: 1813, Queen, Black, 4, 8
FINAL MOVE: 3308, Queen, Black, 4, 4
FINAL MOVE: 1828, Queen, Black, 6, 4
FINAL MOVE: 1818, Queen, Black, 6, 3
FINAL MOVE: 2863, Queen, Black, 6, 2
FINAL MOVE: 1816, Rook, Black, 5, 8
FINAL MOVE: 1816, Rook, Black, 4, 8
FINAL MOVE: 1816, Rook, Black, 3, 8
FINAL MOVE: 1816, Rook, Black, 2, 8
FINAL MOVE: 1816, Rook, Black, 1, 8
FINAL MOVE: 1814, Bishop, Black, 8, 5
FINAL MOVE: 1829, Bishop, Black, 6, 5
FINAL MOVE: 2034, Bishop, Black, 5, 4
FINAL MOVE: 1819, Bishop, Black, 4, 3
FINAL MOVE: 1814, Bishop, Black, 3, 2
FINAL MOVE: 1814, Bishop, Black, 2, 1
FINAL MOVE: 1816, King, Black, 8, 8
FINAL MOVE: 1841, Pawn, Black, 8, 6
FINAL MOVE: 1866, Pawn, Black, 8, 5
MAX CHOSEN: Rook, White, 4, 1
MAX CHOSEN: Rook, White, 2, 3
MAX CHOSEN: Rook, White, 2, 4
MAX CHOSEN: Rook, White, 6, 1
MAX CHOSEN: Rook, White, 2, 5
MAX CHOSEN: Rook, White, 2, 6
MAX CHOSEN: Rook, White, 8, 1
MAX CHOSEN: Rook, White, 2, 7
MAX CHOSEN: Rook, White, 2, 8
MAX CHOSEN: Pawn, White, 2, 3
FINAL MOVE: 1864, Pawn, Black, 1, 6
FINAL MOVE: 1889, Pawn, Black, 1, 5
FINAL MOVE: 1866, Pawn, Black, 2, 6
FINAL MOVE: 1894, Pawn, Black, 2, 5
FINAL MOVE: 1636, Knight, Black, 5, 7
FINAL MOVE: 2011, Knight, Black, 5, 5
FINAL MOVE: 1836, Knight, Black, 1, 5
FINAL MOVE: 1836, Knight, Black, 4, 8
FINAL MOVE: 3331, Knight, Black, 4, 4
FINAL MOVE: 1686, Knight, Black, 2, 8
FINAL MOVE: 1841, Knight, Black, 2, 4
FINAL MOVE: 1851, Knight, Black, 6, 5
FINAL MOVE: 1841, Knight, Black, 2, 5
FINAL MOVE: 1836, Knight, Black, 5, 8
FINAL MOVE: 2056, Knight, Black, 5, 4
FINAL MOVE: 1636, Knight, Black, 3, 8
FINAL MOVE: 2966, Knight, Black, 3, 4
FINAL MOVE: 1989, Rook, Black, 5, 5
FINAL MOVE: 1839, Rook, Black, 5, 7
FINAL MOVE: 1989, Rook, Black, 5, 4
FINAL MOVE: 1839, Rook, Black, 5, 8
FINAL MOVE: 1839, Rook, Black, 5, 3
FINAL MOVE: 4639, Rook, Black, 5, 2
MAX CHOSEN: Pawn, White, 2, 4
FINAL MOVE: 1836, Pawn, Black, 1, 6
FINAL MOVE: 1861, Pawn, Black, 1, 5
FINAL MOVE: 1838, Pawn, Black, 2, 6
FINAL MOVE: 1866, Pawn, Black, 2, 5
FINAL MOVE: 1608, Knight, Black, 5, 7
FINAL MOVE: 1983, Knight, Black, 5, 5
FINAL MOVE: 1808, Knight, Black, 1, 5
FINAL MOVE: 1808, Knight, Black, 4, 8
FINAL MOVE: 3303, Knight, Black, 4, 4
FINAL MOVE: 1658, Knight, Black, 2, 8
FINAL MOVE: 2918, Knight, Black, 2, 4
FINAL MOVE: 1823, Knight, Black, 6, 5
FINAL MOVE: 1813, Knight, Black, 2, 5
FINAL MOVE: 1808, Knight, Black, 5, 8
FINAL MOVE: 2028, Knight, Black, 5, 4
FINAL MOVE: 1608, Knight, Black, 3, 8
FINAL MOVE: 2938, Knight, Black, 3, 4
FINAL MOVE: 1961, Rook, Black, 5, 5
FINAL MOVE: 1811, Rook, Black, 5, 7
FINAL MOVE: 1961, Rook, Black, 5, 4
FINAL MOVE: 1811, Rook, Black, 5, 8
FINAL MOVE: 1811, Rook, Black, 5, 3
FINAL MOVE: 4611, Rook, Black, 5, 2
FINAL MOVE: 1813, Queen, Black, 7, 5
FINAL MOVE: 1608, Queen, Black, 5, 7
FINAL MOVE: 1983, Queen, Black, 5, 5
FINAL MOVE: 1823, Queen, Black, 6, 5
FINAL MOVE: 2908, Queen, Black, 8, 4
FINAL MOVE: 1808, Queen, Black, 4, 8
FINAL MOVE: 3303, Queen, Black, 4, 4
FINAL MOVE: 1823, Queen, Black, 6, 4
FINAL MOVE: 1813, Queen, Black, 6, 3
FINAL MOVE: 2858, Queen, Black, 6, 2
FINAL MOVE: 1811, Rook, Black, 5, 8
FINAL MOVE: 1811, Rook, Black, 4, 8
FINAL MOVE: 1811, Rook, Black, 3, 8
FINAL MOVE: 1811, Rook, Black, 2, 8
FINAL MOVE: 1811, Rook, Black, 1, 8
FINAL MOVE: 1809, Bishop, Black, 8, 5
FINAL MOVE: 1824, Bishop, Black, 6, 5
FINAL MOVE: 2029, Bishop, Black, 5, 4
FINAL MOVE: 1814, Bishop, Black, 4, 3
FINAL MOVE: 1809, Bishop, Black, 3, 2
FINAL MOVE: 1809, Bishop, Black, 2, 1
FINAL MOVE: 1811, King, Black, 8, 8
FINAL MOVE: 1836, Pawn, Black, 8, 6
FINAL MOVE: 1861, Pawn, Black, 8, 5
MAX CHOSEN: Queen, White, 4, 1
FINAL MOVE: 1691, Pawn, Black, 1, 6
FINAL MOVE: 1716, Pawn, Black, 1, 5
FINAL MOVE: 1693, Pawn, Black, 2, 6
FINAL MOVE: 1721, Pawn, Black, 2, 5
FINAL MOVE: 1463, Knight, Black, 5, 7
FINAL MOVE: 1838, Knight, Black, 5, 5
FINAL MOVE: 1663, Knight, Black, 1, 5
FINAL MOVE: 1663, Knight, Black, 4, 8
FINAL MOVE: 3158, Knight, Black, 4, 4
FINAL MOVE: 1513, Knight, Black, 2, 8
FINAL MOVE: 1668, Knight, Black, 2, 4
FINAL MOVE: 1678, Knight, Black, 6, 5
FINAL MOVE: 1668, Knight, Black, 2, 5
FINAL MOVE: 1663, Knight, Black, 5, 8
FINAL MOVE: 1883, Knight, Black, 5, 4
FINAL MOVE: 1463, Knight, Black, 3, 8
FINAL MOVE: 2793, Knight, Black, 3, 4
FINAL MOVE: 1816, Rook, Black, 5, 5
FINAL MOVE: 1666, Rook, Black, 5, 7
FINAL MOVE: 1816, Rook, Black, 5, 4
FINAL MOVE: 1666, Rook, Black, 5, 8
FINAL MOVE: 1666, Rook, Black, 5, 3
FINAL MOVE: 4466, Rook, Black, 5, 2
FINAL MOVE: 1668, Queen, Black, 7, 5
FINAL MOVE: 1463, Queen, Black, 5, 7
FINAL MOVE: 1838, Queen, Black, 5, 5
FINAL MOVE: 1678, Queen, Black, 6, 5
FINAL MOVE: 2763, Queen, Black, 8, 4
FINAL MOVE: 1663, Queen, Black, 4, 8
FINAL MOVE: 3158, Queen, Black, 4, 4
FINAL MOVE: 1678, Queen, Black, 6, 4
FINAL MOVE: 1668, Queen, Black, 6, 3
FINAL MOVE: 2713, Queen, Black, 6, 2
FINAL MOVE: 1666, Rook, Black, 5, 8
FINAL MOVE: 1666, Rook, Black, 4, 8
FINAL MOVE: 1666, Rook, Black, 3, 8
FINAL MOVE: 1666, Rook, Black, 2, 8
FINAL MOVE: 1666, Rook, Black, 1, 8
FINAL MOVE: 1664, Bishop, Black, 8, 5
FINAL MOVE: 1679, Bishop, Black, 6, 5
FINAL MOVE: 1884, Bishop, Black, 5, 4
FINAL MOVE: 1669, Bishop, Black, 4, 3
FINAL MOVE: 1664, Bishop, Black, 3, 2
FINAL MOVE: 1664, Bishop, Black, 2, 1
FINAL MOVE: 1666, King, Black, 8, 8
FINAL MOVE: 1691, Pawn, Black, 8, 6
FINAL MOVE: 1716, Pawn, Black, 8, 5
MAX CHOSEN: Queen, White, 2, 1
FINAL MOVE: 1841, Pawn, Black, 1, 6
FINAL MOVE: 1866, Pawn, Black, 1, 5
FINAL MOVE: 1843, Pawn, Black, 2, 6
FINAL MOVE: 1871, Pawn, Black, 2, 5
FINAL MOVE: 1613, Knight, Black, 5, 7
FINAL MOVE: 1988, Knight, Black, 5, 5
FINAL MOVE: 1813, Knight, Black, 1, 5
FINAL MOVE: 1813, Knight, Black, 4, 8
FINAL MOVE: 3308, Knight, Black, 4, 4
FINAL MOVE: 1663, Knight, Black, 2, 8
FINAL MOVE: 1818, Knight, Black, 2, 4
FINAL MOVE: 1828, Knight, Black, 6, 5
FINAL MOVE: 1818, Knight, Black, 2, 5
FINAL MOVE: 1813, Knight, Black, 5, 8
FINAL MOVE: 2033, Knight, Black, 5, 4
FINAL MOVE: 1613, Knight, Black, 3, 8
FINAL MOVE: 2943, Knight, Black, 3, 4
FINAL MOVE: 1966, Rook, Black, 5, 5
FINAL MOVE: 1816, Rook, Black, 5, 7
FINAL MOVE: 1966, Rook, Black, 5, 4
FINAL MOVE: 1816, Rook, Black, 5, 8
FINAL MOVE: 1816, Rook, Black, 5, 3
FINAL MOVE: 4616, Rook, Black, 5, 2
MAX CHOSEN: Queen, White, 3, 2
FINAL MOVE: 1691, Pawn, Black, 1, 6
FINAL MOVE: 1716, Pawn, Black, 1, 5
FINAL MOVE: 1693, Pawn, Black, 2, 6
FINAL MOVE: 1721, Pawn, Black, 2, 5
FINAL MOVE: 1463, Knight, Black, 5, 7
FINAL MOVE: 1838, Knight, Black, 5, 5
FINAL MOVE: 1663, Knight, Black, 1, 5
FINAL MOVE: 1663, Knight, Black, 4, 8
FINAL MOVE: 3158, Knight, Black, 4, 4
FINAL MOVE: 1513, Knight, Black, 2, 8
FINAL MOVE: 1668, Knight, Black, 2, 4
FINAL MOVE: 1678, Knight, Black, 6, 5
FINAL MOVE: 1668, Knight, Black, 2, 5
FINAL MOVE: 1663, Knight, Black, 5, 8
FINAL MOVE: 1883, Knight, Black, 5, 4
FINAL MOVE: 1463, Knight, Black, 3, 8
FINAL MOVE: 2793, Knight, Black, 3, 4
FINAL MOVE: 1816, Rook, Black, 5, 5
FINAL MOVE: 1666, Rook, Black, 5, 7
FINAL MOVE: 1816, Rook, Black, 5, 4
FINAL MOVE: 1666, Rook, Black, 5, 8
FINAL MOVE: 1666, Rook, Black, 5, 3
FINAL MOVE: 4466, Rook, Black, 5, 2
MAX CHOSEN: Queen, White, 5, 3
MAX CHOSEN: Queen, White, 1, 3
MAX CHOSEN: Queen, White, 3, 3
FINAL MOVE: 1688, Pawn, Black, 1, 6
FINAL MOVE: 1713, Pawn, Black, 1, 5
FINAL MOVE: 1690, Pawn, Black, 2, 6
FINAL MOVE: 1718, Pawn, Black, 2, 5
FINAL MOVE: 1460, Knight, Black, 5, 7
FINAL MOVE: 1835, Knight, Black, 5, 5
FINAL MOVE: 1660, Knight, Black, 1, 5
FINAL MOVE: 1660, Knight, Black, 4, 8
FINAL MOVE: 3155, Knight, Black, 4, 4
FINAL MOVE: 1510, Knight, Black, 2, 8
FINAL MOVE: 1665, Knight, Black, 2, 4
FINAL MOVE: 1675, Knight, Black, 6, 5
FINAL MOVE: 1665, Knight, Black, 2, 5
FINAL MOVE: 1660, Knight, Black, 5, 8
FINAL MOVE: 1880, Knight, Black, 5, 4
FINAL MOVE: 1460, Knight, Black, 3, 8
FINAL MOVE: 2790, Knight, Black, 3, 4
FINAL MOVE: 1813, Rook, Black, 5, 5
FINAL MOVE: 1663, Rook, Black, 5, 7
FINAL MOVE: 1813, Rook, Black, 5, 4
FINAL MOVE: 1663, Rook, Black, 5, 8
FINAL MOVE: 1663, Rook, Black, 5, 3
FINAL MOVE: 4463, Rook, Black, 5, 2
FINAL MOVE: 1665, Queen, Black, 7, 5
FINAL MOVE: 1460, Queen, Black, 5, 7
FINAL MOVE: 1835, Queen, Black, 5, 5
FINAL MOVE: 1675, Queen, Black, 6, 5
FINAL MOVE: 2760, Queen, Black, 8, 4
FINAL MOVE: 1660, Queen, Black, 4, 8
FINAL MOVE: 3155, Queen, Black, 4, 4
FINAL MOVE: 1675, Queen, Black, 6, 4
FINAL MOVE: 1665, Queen, Black, 6, 3
FINAL MOVE: 2710, Queen, Black, 6, 2
FINAL MOVE: 1663, Rook, Black, 5, 8
FINAL MOVE: 1663, Rook, Black, 4, 8
FINAL MOVE: 1663, Rook, Black, 3, 8
FINAL MOVE: 1663, Rook, Black, 2, 8
FINAL MOVE: 1663, Rook, Black, 1, 8
FINAL MOVE: 1661, Bishop, Black, 8, 5
FINAL MOVE: 1676, Bishop, Black, 6, 5
FINAL MOVE: 1881, Bishop, Black, 5, 4
FINAL MOVE: 1666, Bishop, Black, 4, 3
FINAL MOVE: 1661, Bishop, Black, 3, 2
FINAL MOVE: 1661, Bishop, Black, 2, 1
FINAL MOVE: 1663, King, Black, 8, 8
FINAL MOVE: 1688, Pawn, Black, 8, 6
FINAL MOVE: 1713, Pawn, Black, 8, 5
MAX CHOSEN: Queen, White, 6, 4
MAX CHOSEN: Queen, White, 6, 1
MAX CHOSEN: Queen, White, 7, 5
MAX CHOSEN: Queen, White, 3, 5
MAX CHOSEN: Queen, White, 8, 6
MAX CHOSEN: Queen, White, 8, 1
MAX CHOSEN: Queen, White, 3, 6
MAX CHOSEN: Queen, White, 3, 7
MAX CHOSEN: Queen, White, 3, 8
MAX CHOSEN: Pawn, White, 3, 5
FINAL MOVE: 1866, Pawn, Black, 1, 6
FINAL MOVE: 1891, Pawn, Black, 1, 5
FINAL MOVE: 1868, Pawn, Black, 2, 6
FINAL MOVE: 1896, Pawn, Black, 2, 5
FINAL MOVE: 1638, Knight, Black, 5, 7
FINAL MOVE: 2013, Knight, Black, 5, 5
FINAL MOVE: 1838, Knight, Black, 1, 5
FINAL MOVE: 1838, Knight, Black, 4, 8
FINAL MOVE: 3333, Knight, Black, 4, 4
FINAL MOVE: 1688, Knight, Black, 2, 8
FINAL MOVE: 1843, Knight, Black, 2, 4
FINAL MOVE: 1853, Knight, Black, 6, 5
FINAL MOVE: 1843, Knight, Black, 2, 5
FINAL MOVE: 1838, Knight, Black, 5, 8
FINAL MOVE: 2058, Knight, Black, 5, 4
FINAL MOVE: 1638, Knight, Black, 3, 8
FINAL MOVE: 1853, Knight, Black, 3, 4
FINAL MOVE: 1991, Rook, Black, 5, 5
FINAL MOVE: 1841, Rook, Black, 5, 7
FINAL MOVE: 1991, Rook, Black, 5, 4
FINAL MOVE: 1841, Rook, Black, 5, 8
FINAL MOVE: 1841, Rook, Black, 5, 3
FINAL MOVE: 4641, Rook, Black, 5, 2
MAX CHOSEN: Knight, White, 6, 3
FINAL MOVE: 1688, Pawn, Black, 1, 6
FINAL MOVE: 1713, Pawn, Black, 1, 5
FINAL MOVE: 1690, Pawn, Black, 2, 6
FINAL MOVE: 1718, Pawn, Black, 2, 5
FINAL MOVE: 1460, Knight, Black, 5, 7
FINAL MOVE: 1835, Knight, Black, 5, 5
FINAL MOVE: 1660, Knight, Black, 1, 5
FINAL MOVE: 1660, Knight, Black, 4, 8
FINAL MOVE: 3155, Knight, Black, 4, 4
FINAL MOVE: 1510, Knight, Black, 2, 8
FINAL MOVE: 1665, Knight, Black, 2, 4
FINAL MOVE: 1675, Knight, Black, 6, 5
FINAL MOVE: 1665, Knight, Black, 2, 5
FINAL MOVE: 1660, Knight, Black, 5, 8
FINAL MOVE: 1880, Knight, Black, 5, 4
FINAL MOVE: 1460, Knight, Black, 3, 8
FINAL MOVE: 2790, Knight, Black, 3, 4
FINAL MOVE: 1813, Rook, Black, 5, 5
FINAL MOVE: 1663, Rook, Black, 5, 7
FINAL MOVE: 1813, Rook, Black, 5, 4
FINAL MOVE: 1663, Rook, Black, 5, 8
FINAL MOVE: 1663, Rook, Black, 5, 3
FINAL MOVE: 4463, Rook, Black, 5, 2
MAX CHOSEN: Knight, White, 6, 1
FINAL MOVE: 1891, Pawn, Black, 1, 6
FINAL MOVE: 1916, Pawn, Black, 1, 5
FINAL MOVE: 1893, Pawn, Black, 2, 6
FINAL MOVE: 1921, Pawn, Black, 2, 5
FINAL MOVE: 1663, Knight, Black, 5, 7
FINAL MOVE: 2038, Knight, Black, 5, 5
FINAL MOVE: 1863, Knight, Black, 1, 5
FINAL MOVE: 1863, Knight, Black, 4, 8
FINAL MOVE: 3358, Knight, Black, 4, 4
FINAL MOVE: 1713, Knight, Black, 2, 8
FINAL MOVE: 1868, Knight, Black, 2, 4
FINAL MOVE: 1878, Knight, Black, 6, 5
FINAL MOVE: 1868, Knight, Black, 2, 5
FINAL MOVE: 1863, Knight, Black, 5, 8
FINAL MOVE: 2083, Knight, Black, 5, 4
FINAL MOVE: 1663, Knight, Black, 3, 8
FINAL MOVE: 2993, Knight, Black, 3, 4
FINAL MOVE: 2016, Rook, Black, 5, 5
FINAL MOVE: 1866, Rook, Black, 5, 7
FINAL MOVE: 2016, Rook, Black, 5, 4
FINAL MOVE: 1866, Rook, Black, 5, 8
FINAL MOVE: 1866, Rook, Black, 5, 3
FINAL MOVE: 4666, Rook, Black, 5, 2
MAX CHOSEN: Knight, White, 2, 3
FINAL MOVE: 1689, Pawn, Black, 1, 6
FINAL MOVE: 1714, Pawn, Black, 1, 5
FINAL MOVE: 1691, Pawn, Black, 2, 6
FINAL MOVE: 1719, Pawn, Black, 2, 5
FINAL MOVE: 1461, Knight, Black, 5, 7
FINAL MOVE: 1836, Knight, Black, 5, 5
FINAL MOVE: 1661, Knight, Black, 1, 5
FINAL MOVE: 1661, Knight, Black, 4, 8
FINAL MOVE: 3156, Knight, Black, 4, 4
FINAL MOVE: 1511, Knight, Black, 2, 8
FINAL MOVE: 1666, Knight, Black, 2, 4
FINAL MOVE: 1676, Knight, Black, 6, 5
FINAL MOVE: 1666, Knight, Black, 2, 5
FINAL MOVE: 1661, Knight, Black, 5, 8
FINAL MOVE: 1881, Knight, Black, 5, 4
FINAL MOVE: 1461, Knight, Black, 3, 8
FINAL MOVE: 2791, Knight, Black, 3, 4
FINAL MOVE: 1814, Rook, Black, 5, 5
FINAL MOVE: 1664, Rook, Black, 5, 7
FINAL MOVE: 1814, Rook, Black, 5, 4
FINAL MOVE: 1664, Rook, Black, 5, 8
FINAL MOVE: 1664, Rook, Black, 5, 3
FINAL MOVE: 4464, Rook, Black, 5, 2
MAX CHOSEN: Knight, White, 2, 1
FINAL MOVE: 1841, Pawn, Black, 1, 6
FINAL MOVE: 1866, Pawn, Black, 1, 5
FINAL MOVE: 1843, Pawn, Black, 2, 6
FINAL MOVE: 1871, Pawn, Black, 2, 5
FINAL MOVE: 1613, Knight, Black, 5, 7
FINAL MOVE: 1988, Knight, Black, 5, 5
FINAL MOVE: 1813, Knight, Black, 1, 5
FINAL MOVE: 1813, Knight, Black, 4, 8
FINAL MOVE: 3308, Knight, Black, 4, 4
FINAL MOVE: 1663, Knight, Black, 2, 8
FINAL MOVE: 1818, Knight, Black, 2, 4
FINAL MOVE: 1828, Knight, Black, 6, 5
FINAL MOVE: 1818, Knight, Black, 2, 5
FINAL MOVE: 1813, Knight, Black, 5, 8
FINAL MOVE: 2033, Knight, Black, 5, 4
FINAL MOVE: 1613, Knight, Black, 3, 8
FINAL MOVE: 2943, Knight, Black, 3, 4
FINAL MOVE: 1966, Rook, Black, 5, 5
FINAL MOVE: 1816, Rook, Black, 5, 7
FINAL MOVE: 1966, Rook, Black, 5, 4
FINAL MOVE: 1816, Rook, Black, 5, 8
FINAL MOVE: 1816, Rook, Black, 5, 3
FINAL MOVE: 4616, Rook, Black, 5, 2
MAX CHOSEN: Knight, White, 5, 4
FINAL MOVE: 1516, Pawn, Black, 1, 6
FINAL MOVE: 1541, Pawn, Black, 1, 5
FINAL MOVE: 1518, Pawn, Black, 2, 6
FINAL MOVE: 1546, Pawn, Black, 2, 5
FINAL MOVE: 1288, Knight, Black, 5, 7
FINAL MOVE: 1663, Knight, Black, 5, 5
FINAL MOVE: 1488, Knight, Black, 1, 5
FINAL MOVE: 1488, Knight, Black, 4, 8
FINAL MOVE: 2983, Knight, Black, 4, 4
FINAL MOVE: 1338, Knight, Black, 2, 8
FINAL MOVE: 1493, Knight, Black, 2, 4
FINAL MOVE: 1503, Knight, Black, 6, 5
FINAL MOVE: 1493, Knight, Black, 2, 5
FINAL MOVE: 1488, Knight, Black, 5, 8
FINAL MOVE: 4583, Knight, Black, 5, 4
MAX CHOSEN: Pawn, White, 4, 5
FINAL MOVE: 1821, Pawn, Black, 1, 6
FINAL MOVE: 1846, Pawn, Black, 1, 5
FINAL MOVE: 1823, Pawn, Black, 2, 6
FINAL MOVE: 1851, Pawn, Black, 2, 5
FINAL MOVE: 1593, Knight, Black, 5, 7
FINAL MOVE: 1968, Knight, Black, 5, 5
FINAL MOVE: 1793, Knight, Black, 1, 5
FINAL MOVE: 1793, Knight, Black, 4, 8
FINAL MOVE: 2013, Knight, Black, 4, 4
FINAL MOVE: 1643, Knight, Black, 2, 8
FINAL MOVE: 1798, Knight, Black, 2, 4
FINAL MOVE: 1808, Knight, Black, 6, 5
FINAL MOVE: 1798, Knight, Black, 2, 5
FINAL MOVE: 1793, Knight, Black, 5, 8
FINAL MOVE: 2013, Knight, Black, 5, 4
FINAL MOVE: 1593, Knight, Black, 3, 8
FINAL MOVE: 2923, Knight, Black, 3, 4
FINAL MOVE: 1946, Rook, Black, 5, 5
FINAL MOVE: 1796, Rook, Black, 5, 7
FINAL MOVE: 1946, Rook, Black, 5, 4
FINAL MOVE: 1796, Rook, Black, 5, 8
FINAL MOVE: 1796, Rook, Black, 5, 3
FINAL MOVE: 4596, Rook, Black, 5, 2
MAX CHOSEN: Rook, White, 6, 1
FINAL MOVE: 1891, Pawn, Black, 1, 6
