fen,phase_score,is_endgame,status,result_white,our_total,sf_static_cp,pieces,capture_gains,passed_pawn_support,latent_threat,central,imbalance_white,imbalance_black,pair_bonus,piece_value_boost
3rk2r/QR3ppp/p3p3/4P3/n7/2P2B2/3qnPKP/5R2 b k - 0 28,26,0,near_equal,0.0,7558,-129,6123,-1009,0,-56,-74,0,1638,200,736
r1b1kb1r/1p2pp1p/2pp2p1/p3P1B1/Q1PPn3/P4N2/q3BPPP/2R1K2R w Kkq - 1 13,10,0,near_equal,1.0,446,-38,1026,0,0,-180,-400,0,0,0,0
2rk1b1r/pQ2pp2/1p6/2pPn1Bp/4P1q1/2N5/PP3P1P/2RRK3 w - - 2 24,21,0,near_equal,0.5,-2425,18,-663,-1015,0,-170,-350,0,0,0,-227
r2kn2r/1p1q4/3pp1pp/pN6/2Pp2P1/6BP/PP1Q1PB1/2K1R3 b - - 1 22,32,0,white_winning,1.0,-5026,447,-1568,-1637,-600,-34,-300,0,0,-300,-587
2r2k1r/4qppp/1pbbpn2/pN2N1B1/PnPP4/8/4QPPP/RB2R1K1 b - - 1 18,0,0,white_winning,0.0,-877,215,-463,0,0,-14,-400,0,0,0,0
r1b1k2r/3nnpp1/p1p1p3/4P1p1/PqNP4/3B4/1B2QPPP/R4RK1 b kq - 2 18,10,0,white_winning,1.0,-2190,302,-1724,0,0,75,-400,0,0,-100,-41
4r1k1/ppr2p1p/4bB2/b7/3RN3/3KPP2/1P4PP/7R w - - 3 24,64,0,white_winning,1.0,-890,182,-1510,0,0,-211,-7,0,834,300,-296
8/7p/pp1R1p2/6p1/3Pk3/1r4PP/5K2/8 b - - 3 38,106,1,black_winning,0.0,2095,-315,2833,-1090,-83,0,0,0,0,0,435
1r6/p1p1kP2/1p1pb3/6P1/P3B3/2K2P2/8/n5NR w - - 1 27,85,1,white_winning,1.0,3712,291,-863,2372,560,0,0,0,0,0,856
r1b1kbr1/1p1n1p2/2ppqn1p/p5p1/P1PPP3/1P3NB1/2QNB1PP/R4RK1 b q - 0 16,0,0,white_winning,1.0,-1526,267,-1201,0,0,75,-400,0,0,0,0
8/6kp/4Q1p1/2q5/P7/7P/5P1K/8 w - - 2 39,85,1,near_equal,0.5,-1498,119,-1558,0,60,0,0,0,0,0,0
2krr3/Bp1n1p2/4b2p/P2p2p1/1q1N1n2/3BQ2P/2P2PP1/R3R1K1 w - - 5 26,10,0,white_winning,1.0,-602,360,-872,0,0,-30,400,0,0,-100,0
2n2kr1/5p2/8/N1Pqppb1/3p4/PP1P2PP/2R2K2/3R1N2 b - - 0 35,53,0,black_winning,0.0,4053,-459,2682,0,180,197,300,0,894,-200,0
r3kb1r/5pp1/pP2p2p/1np5/N7/PP1BPP2/1B1K3P/3R3R b - - 2 21,58,0,white_winning,1.0,-4659,516,-3792,0,125,-131,-40,0,0,-300,-521
6k1/2p2npp/1p1p4/1P1Kp3/2P3PP/r4P2/2bBB2R/8 w - - 4 32,85,1,near_equal,0.0,937,-40,1237,0,0,0,0,0,0,-300,0
4kb1r/Qpqnp2p/p4pp1/8/8/8/PP1NNPPP/6KR b k - 7 27,42,0,black_winning,0.0,706,-261,707,0,0,75,124,0,0,-200,0
2r5/8/PK3pk1/2N5/8/8/8/8 b - - 4 70,112,1,near_equal,0.5,91,-2,981,0,-50,0,0,0,0,0,0
rq1k2r1/2pn1pn1/3p2p1/p2P2Pp/5P2/5Q2/PPP1B2P/2KRR3 b - - 1 24,26,0,black_winning,0.5,822,-205,897,0,0,75,-350,0,0,200,0
1k1r2r1/1pp2p2/p1n5/3p3p/1P5P/b2pP1P1/P2BP3/1R2K1NR b - - 0 25,64,0,black_winning,0.5,2501,-263,1833,78,0,124,140,0,0,0,326
3r3r/2k2p2/p1n1bb1p/1ppBp1pP/2P3P1/1PB1PP2/P6R/3R1KN1 b - - 0 30,53,0,near_equal,1.0,-1328,46,-1229,0,0,0,-99,0,0,0,0
8/3k4/p7/bpR1pp2/3r1p1p/P1N2P1P/4KP2/8 b - - 7 50,96,1,black_winning,0.0,3987,-429,3852,-1135,0,0,0,0,0,0,420
r2qk1nr/pp2b1p1/2pp1p2/3Pp1Pp/1n2P1bP/P1N1B1N1/1PPQBP2/R3K2R b KQkq - 0 14,0,0,white_winning,1.0,-4976,271,-718,-3250,0,0,-400,0,0,0,-608
r1bqk1nr/1p3ppp/p2ppb2/4n3/2PN4/1PN1PB2/PB3PPP/R2QK2R b KQkq - 1 10,0,0,near_equal,0.5,-254,40,-54,200,0,0,-400,0,0,0,0
rnb1k2r/1p1p1pp1/pq2pn1p/2b5/2P5/P1N1PN2/1P1B1PPP/R2QKB1R w KQkq - 3 9,0,0,near_equal,1.0,970,102,355,1015,0,0,-400,0,0,0,0
r4rk1/pp3p2/1qnbBnp1/2p1p2p/2P5/3P1NP1/PP3P1P/RNBQR1K1 b - - 0 15,5,0,white_winning,1.0,-62,160,-3590,3450,0,0,378,0,0,-300,0
8/ppN1k2p/1n6/2pB1ppq/P1P5/4P1P1/3KNP1P/7R b - - 3 27,74,1,white_winning,1.0,-4500,156,-3034,90,0,0,0,0,0,-200,-506
6k1/1r6/1p4p1/p1rp1p1p/P2N4/RPn1PPP1/7P/4R1K1 b - - 0 37,74,1,near_equal,0.0,-4,-3,-4,0,0,0,0,0,0,0,0
4n3/1p4k1/ppn5/5R2/P4B1P/1r2PPP1/4K3/8 w - - 4 42,90,1,near_equal,0.5,-1318,27,-1563,0,45,0,0,0,0,200,0
8/8/3kp2P/1pp5/5Pp1/1r4P1/4BK2/8 w - - 0 41,112,1,black_winning,1.0,3541,-162,3252,-1180,173,0,0,0,0,0,691
1k2b3/5p1p/p2r2p1/3P4/1N6/1P3P2/P4KPP/2R5 w - - 7 37,96,1,white_winning,1.0,-4030,406,-3385,0,825,0,0,0,0,0,-685
r4rk1/1pp1p1bp/p2qpnp1/1Q2n3/P1p5/N3PB1P/1P1P1PP1/R1B1K2R w KQ - 0 13,10,0,black_winning,0.0,83,-276,873,-1015,0,-75,400,0,0,-100,0
8/2k5/6p1/3r2P1/5P1p/1P1N3R/r2pK1P1/8 b - - 11 52,90,1,black_winning,0.0,1219,-170,2531,-1180,-300,0,0,0,0,0,0
1bR5/1P2kp1p/p2pp3/5p2/2P3r1/2R5/P4PPP/6K1 b - - 6 28,90,1,white_winning,1.0,-3585,496,-2982,0,600,0,0,0,0,0,-553
r3kb1r/4pppp/p2p4/2p1n3/2P1b3/4B1P1/PqN4P/2RQKBR1 w - - 4 20,10,0,black_winning,0.0,7118,-388,4798,1015,0,89,400,0,0,0,816
N2R4/1p4kp/p1p2p2/2P1r1p1/7n/1Q6/1P3P1P/1K6 b - - 3 33,74,1,white_winning,1.0,-12357,353,-9374,135,0,0,0,0,0,0,-2378
r7/5k2/7R/2P3R1/3K2P1/8/8/8 b - - 2 68,96,1,white_winning,1.0,-14966,532,-10434,0,12,0,0,0,0,0,-2916
1r1r4/1p1k3p/p2bp1p1/5p2/1PR5/2P3P1/P3KPBP/3R4 b - - 1 27,74,1,near_equal,0.5,-748,0,-748,0,0,0,0,0,0,0,0
8/8/8/8/2r5/7R/1k4Kp/7R w - - 7 85,96,1,white_winning,1.0,-11170,162,-4416,-2335,-600,0,0,0,0,0,-2879
3r2k1/p2P1p1p/1pq2np1/1Np5/3P4/PP2P1P1/4KP1P/R2Q2R1 w - - 3 20,42,0,white_winning,1.0,-6209,527,-5748,1095,300,-75,33,0,0,0,-1814
6k1/6pp/5p2/1N1n4/P1RB4/3r3P/5PPK/1r6 b - - 8 36,80,1,black_winning,0.0,277,-194,457,0,-180,0,0,0,0,0,0
1b2r1k1/PR2B3/6p1/2pp4/6p1/2PN4/3PP3/6K1 b - - 0 30,90,1,white_winning,1.0,-7284,631,-4578,0,-360,0,0,0,0,0,-1173
2R3r1/1b1k1p1p/1b6/1p6/1q1Np3/3Q1N2/1P3PPP/6K1 w - - 0 25,42,0,near_equal,0.0,-6309,-9,-2863,0,0,-21,-300,-3225,0,100,0
r1b1k2r/p3ppb1/2p4p/q1p5/1nP1N1pP/P2P2P1/1P1BQP2/R3KB1R b KQkq - 2 14,10,0,near_equal,0.5,1112,130,-171,1015,0,0,268,0,0,0,0
2qr2k1/5r1p/p4pp1/8/1BP2R2/3PQ1PP/3P4/R5K1 b - - 3 28,37,0,white_winning,1.0,-5841,307,-5534,1030,145,-315,-300,0,0,0,-867
2k2r2/p1p5/1p1p4/1P4R1/1Q2B3/4PP2/PP1K4/5qq1 w - - 0 30,37,0,black_winning,0.0,3913,-262,7829,-5000,0,-664,-300,0,1896,0,152
8/r7/P7/R3p3/3pk1p1/3b1pP1/5R2/4K3 b - - 10 83,90,1,black_winning,0.0,7526,-231,3724,2065,-1082,0,0,0,0,0,1028
1r4k1/4pr1p/p3Qnpb/q1n5/2P2P2/B2B1NPP/2PP4/R4RK1 w - - 3 22,10,0,white_winning,1.0,-4212,344,-3320,0,117,-53,-400,0,0,-100,-456
3qk3/P4p2/4p3/2N2r2/1Q1P1p1p/5PnP/1P4P1/4R1K1 b - - 0 45,53,0,white_winning,1.0,-3585,468,-3433,0,150,442,-69,0,0,0,-675
r2q1rk1/1p1P1p2/4p2p/p5pb/P2P4/3BPNbP/1B3RP1/R2Q2K1 b - - 0 24,16,0,white_winning,1.0,-131,288,-3739,3647,300,61,-400,0,0,0,0
4rrk1/p2bb1p1/1q1p1n1p/p1pP4/1nP1pN1P/1QN1P3/1P3P2/R1BBK2R w KQ - 4 25,0,0,near_equal,0.0,1467,-89,1142,0,0,-75,400,0,0,0,0
8/6rk/p7/1p5p/8/1Pn2QP1/3N1P1P/6K1 b - - 1 34,85,1,white_winning,1.0,-10498,502,-7662,0,0,0,0,0,0,0,-2051
r3k2r/p2n1pb1/qpp1p3/3b3p/1B1Pn2P/N4PPB/PP3P2/R1Q1K2R b KQkq - 0 22,5,0,black_winning,0.0,5953,-491,3365,1045,0,302,400,0,0,200,641
4r1k1/p1r2pp1/1p3q1p/3Bpb2/2P5/P2PQP2/1P4PP/3RR1K1 w - - 1 26,32,0,white_winning,0.5,-1913,155,-1398,0,0,0,-280,0,0,0,-235
r4rk1/ppq1bp1p/2p4p/2n1P3/2Pp2b1/N2P1NP1/PPQ1P1BP/1R3RK1 w - - 4 14,10,0,near_equal,0.0,-2692,108,-960,-1060,0,0,-400,0,0,100,-372
8/8/5R2/5p2/5k2/r7/4K3/8 b - - 23 76,106,1,near_equal,0.0,1423,-7,1580,0,-157,0,0,0,0,0,0
1n1r1b1r/4pk1p/p3p2p/qp2P3/6Q1/5N2/PP2NPPP/2R2RK1 w - - 2 20,21,0,white_winning,0.5,-5080,476,-3355,0,0,-173,-350,-1002,0,-200,0
r4rk1/pp4pp/2n1pn2/2b3Q1/2q1P3/2N2N1P/PPP2PP1/2KR3R w - - 3 19,16,0,black_winning,0.0,3082,-292,1177,1045,0,94,235,0,0,0,531
8/1r6/1p1pr1kp/p1pN2p1/P1P1p1P1/1P2P3/4KP2/3R4 b - - 3 46,90,1,black_winning,0.0,5179,-211,3181,0,0,0,0,0,0,0,948
2b1q3/1p2k3/r1p3r1/P1PpPp1p/3P2nP/1P3NP1/3Q4/R5KR w - - 3 33,26,0,near_equal,0.0,-1015,-105,-1303,0,646,-8,-350,0,0,0,0
1r4k1/4n1pp/Qn1Rp3/2p1Pq2/4N3/2N3P1/PPP2r1P/2K4R b - - 2 18,21,0,white_winning,0.0,-5691,209,-2235,-2190,0,0,-302,0,0,0,-964
r3kb1r/ppqbpppp/3p1n2/1BpPn3/4P3/N1B2P2/PPP1Q1PP/R3K1NR b KQkq - 2 9,0,0,near_equal,1.0,63,105,463,0,0,0,-400,0,0,0,0
4q1k1/3n3r/1n2pb2/1Pp2p1p/p1B4P/P3P1B1/1PQR1PP1/5K1R w - - 9 33,26,0,white_winning,1.0,-5680,449,-5342,0,280,0,342,0,0,-100,-860
r1bqk2r/ppp1b1pp/2n1pp2/2np4/6PP/1PNPPN2/PBP2P2/R2QKB1R w KQkq - 3 9,0,0,near_equal,0.0,-633,50,-766,0,0,0,133,0,0,0,0
8/8/4R1pp/1p1p3k/3B4/1KP5/2P2r2/8 b - - 4 50,101,1,white_winning,0.0,-1115,200,-1115,0,0,0,0,0,0,0,0
8/6kp/6p1/3BPn2/6NP/7K/pr6/8 w - - 0 48,101,1,black_winning,0.0,5129,-598,2375,0,-40,0,0,0,0,0,1096
r2qk2r/pb1p1p1p/1pnbpnp1/2p5/2P5/PPN1PNP1/1B1P1PBP/R2QK2R b KQkq - 4 9,0,0,near_equal,1.0,-36,44,-111,0,0,0,75,0,0,0,0
r1b1r1k1/ppq4p/n1p3N1/P2nP3/3P2p1/P1pQ4/2P1B3/1RB1K2R w K - 1 19,10,0,white_winning,1.0,-362,231,632,0,345,-839,-400,0,0,-100,0
5rk1/1R3ppp/pQ2p3/8/2P5/1Bnr1n1P/4qPK1/5R2 w - - 6 36,26,0,black_winning,0.0,13347,-401,8008,-1191,-285,451,350,0,4902,200,912
r3r1k1/1p2q3/3pPp1p/1P4p1/3QPp2/3P3P/P1R3B1/4R1K1 b - - 1 32,37,0,white_winning,1.0,-2041,328,-3076,1852,-175,61,-300,0,0,0,-403
r4r1k/1p2q1p1/2p5/p1P2bNp/3P1b1P/PQ2P3/5PB1/R3K2R w K - 0 29,21,0,near_equal,0.0,-5639,104,-1246,-3450,0,57,-350,0,0,300,-950
r2qk2r/p2b1pbp/p2pp1p1/2p4n/P2PP2P/1PB1NP2/2P1N1P1/R2QK2R b KQkq - 1 16,10,0,near_equal,1.0,-1061,45,-761,0,0,0,-400,0,0,100,0
r1nk1b1r/1b1p1ppp/p2P1n2/qp6/2B5/2P2N2/PP1N1PPP/R1BQR1K1 w - - 1 14,0,0,white_winning,1.0,-3237,360,-2638,60,0,-76,-400,0,0,0,-183
r3k1nr/ppp1bppp/2nq2b1/4p3/2P1N1P1/P2P3P/1P3P2/R1BQKBNR b KQkq - 2 10,0,0,near_equal,0.0,141,-109,-259,0,0,0,400,0,0,0,0
4r2k/3n1p2/1r1N3p/q1p1p2P/p1P1P3/PP1Q1P2/6R1/5KR1 b - - 0 35,32,0,white_winning,1.0,-1495,247,-2026,1000,0,-169,-300,0,0,0,0
2k2br1/5Npp/p7/2pN3P/1p3pP1/1P6/P1K5/7R w - - 3 33,90,1,white_winning,1.0,-5265,464,-1373,-1862,-200,0,0,0,0,-200,-1058
3r1b2/1kp2p1p/1p6/1R2B3/3r4/P4PPP/2P5/4RK2 b - - 0 39,74,1,near_equal,0.5,-428,-7,-1518,1090,0,0,0,0,0,0,0
4k3/pp6/4p3/P5rp/3b1p2/1b1PNP2/4R1P1/1R4K1 b - - 1 40,80,1,black_winning,0.0,1418,-201,1118,0,0,0,0,0,0,300,0
8/6r1/6p1/1k1B1pbp/1P6/6PR/2K4P/8 w - - 3 48,96,1,near_equal,0.5,925,-14,-720,1435,210,0,0,0,0,0,0
3r2k1/2qnbr1p/p3Rp2/2Pp1p2/1p1B1P2/1N5Q/PPP3PP/3R2K1 b - - 0 23,21,0,white_winning,0.5,-1603,307,-2276,607,380,0,-223,0,0,0,-91
r2qkbnr/1p3ppp/p1n1b3/3p4/3P4/3B1N2/PP3PPP/RNBQR1K1 b kq - 5 9,0,0,near_equal,1.0,-1214,72,-889,0,0,75,-400,0,0,0,0
r2qr1k1/ppnb1p1p/3p2pb/2pNp3/2P1B1PP/1P1PP3/PB3P2/R2QK2R w KQ - 1 17,10,0,near_equal,0.5,-713,135,-238,0,0,-75,-400,0,0,0,0
r1b1r1k1/ppq2ppp/2P2n2/3p4/8/P2QPN2/1B1P1PPP/R3K2R b KQ - 0 16,21,0,near_equal,1.0,-578,71,-1336,1000,0,-75,-167,0,0,0,0
r2qk2r/pp3p2/3p1npb/2p1p2p/PnP4P/1PN1PNP1/1BbP1PB1/R2Q1RK1 w kq - 5 12,0,0,near_equal,1.0,456,-62,-19,0,0,75,400,0,0,0,0
5b1r/p1k2ppp/1np1b3/8/3P3P/P1Q2pP1/2PN1P2/5K2 b - - 4 25,74,1,near_equal,0.5,1359,-133,2284,-1225,0,0,0,0,0,300,0
rn1qk1nr/pp3b2/2p2p2/5P1p/1P1NP1PP/P1PB2b1/8/RNBQ1K1R b kq - 2 18,0,0,white_winning,1.0,-3403,169,-2492,0,0,-130,-400,0,0,0,-381
r2qk2r/pp1nppbp/2pp2pn/8/2PP2b1/1P2BNP1/P3PPBP/RN1QK2R w KQkq - 5 8,0,0,near_equal,1.0,-443,20,-43,0,0,0,-400,0,0,0,0
3B4/3P1pk1/4pN1p/p5p1/R7/4P2P/3K2P1/2r5 b - - 2 44,96,1,white_winning,1.0,-11022,566,-7910,0,165,0,0,0,0,0,-2057
7r/2kn1Q2/p4P1p/Pp1P2p1/2r1N2P/6P1/5P1K/8 w - - 1 39,74,1,white_winning,1.0,-5503,337,-3622,-1000,1250,0,0,0,0,0,-960
rn1qkb1r/1b2pppp/1p1p1n2/p1pP4/2P5/P3PN2/1P2BPPP/RNBQK2R w KQkq - 0 8,0,0,white_winning,0.0,94,150,494,0,0,0,-400,0,0,0,0
r1bqk2r/1pp2pp1/2np4/p3p1p1/2P1P1nP/PQ1PPN2/1P4B1/R2NK2R w KQkq - 0 16,10,0,near_equal,0.0,151,-143,1551,-1000,0,0,-400,0,0,0,0
5rk1/3r3p/p2qp1p1/1p1p2N1/3P1p1P/P7/1PQ2PP1/2R2K1R w - - 2 29,37,0,white_winning,1.0,-2801,523,-2556,0,0,0,300,0,0,0,-545
8/2R2ppk/4p2p/1p6/5P2/3P2P1/p2K4/1q1B4 w - - 0 48,90,1,black_winning,0.0,8347,-550,6547,-1045,443,0,0,0,0,0,1300
rnbqkb1r/1ppn1pp1/p3p2p/3pP3/3N1B2/2PP4/PP3PPP/RN1QKB1R b KQkq - 2 7,0,0,near_equal,0.5,-958,-22,-558,0,0,0,-400,0,0,0,0
8/3q4/5nk1/1pR1Q3/p7/P4PPp/1P2K2P/8 w - - 7 44,69,1,white_winning,1.0,-8673,502,-5333,-1135,0,0,0,0,0,0,-1110
r3k2r/pp1b1pp1/3Bpn2/b2p3p/2qN4/1RN1P1P1/2Q2PBP/3R2K1 w k - 12 23,5,0,white_winning,1.0,-2363,391,-459,-1105,0,75,-400,0,0,-200,-274
1r1r2k1/1p5p/p2pbp1b/4p1pP/1BP1P1n1/1P1P1NPB/5P2/R3K2R b KQ - 0 23,53,0,near_equal,1.0,-167,142,-153,0,0,-75,61,0,0,0,0
r2q1rk1/1pp2ppp/p1bbpn2/n6P/P2P4/2NBPNP1/1P1B1P2/R2QK2R b KQ - 0 12,0,0,near_equal,1.0,-515,-17,-40,0,0,-75,-400,0,0,0,0
4k2r/p2b1ppp/1p2p3/2r5/5B2/P1P2B2/5KPP/R6R w k - 2 21,69,1,white_winning,1.0,-2415,350,-1793,0,0,0,0,0,0,-300,-322
6k1/8/pr4p1/3pr1N1/5p1P/P7/5PP1/2R2K1R b - - 4 38,80,1,white_winning,1.0,-5052,429,-3281,0,-75,0,0,0,0,0,-1111
r3k1r1/1p1n1b2/p1p2n2/P2p1p1p/R2PpN1P/2N1PP2/1PP2R2/4KB2 w q - 3 23,53,0,near_equal,0.0,-470,75,-587,0,0,0,117,0,0,0,0
rn2k2r/pp2ppbp/1qP2np1/5b2/3P4/1QN1P3/PP3PPP/R1B1KBNR b KQkq - 0 8,0,0,near_equal,0.0,-2013,100,-2290,1000,0,-133,-400,0,0,0,-190
4r3/pp1k2p1/3b1np1/3r4/6Pp/4BP1P/PP2K3/R1R5 b - - 2 29,69,1,black_winning,0.0,4515,-544,4217,-1045,0,0,0,0,0,0,493
8/1R6/4b1pk/1P1N1p2/2R1r2p/1K4P1/7P/8 b - - 0 43,85,1,white_winning,0.5,-7001,305,-6665,2250,-420,0,0,0,0,0,-1019
4k3/8/7p/3b2p1/3B4/7P/r4PP1/2R3K1 w - - 4 34,96,1,near_equal,0.5,-2019,22,-1593,0,0,0,0,0,0,0,-426
N4k1r/3p3p/2n1p1p1/p1b1P3/5P2/3B2K1/P3N1PP/3R4 b - - 2 32,80,1,white_winning,1.0,-5797,355,-3640,0,0,0,0,0,0,-200,-1017
1r1qk2r/2pbbpp1/p2npn2/1p2N2p/PPpPP2P/2Q2PP1/1B1NB3/R3K2R w KQk - 1 19,0,0,near_equal,0.0,669,-48,869,800,-600,0,-400,0,0,0,0
r3k2r/1p1n1b2/p1p2n2/P2p1p1p/R2PpN1P/2N1PP2/1PP2R2/4KB2 b kq - 2 22,53,0,near_equal,0.0,-398,79,-515,0,0,0,117,0,0,0,0
2kr1b1r/1pq2ppp/pQ3nb1/2p1p3/N1P1P3/P2PnN2/3K1PPP/1R3B1R w - - 0 16,5,0,near_equal,0.5,3027,42,5579,-3250,0,-318,400,0,276,300,40
4k3/Bp2bp1r/2p3n1/7p/1n3PbP/4P1P1/3N4/4KBNR b K - 0 23,64,0,near_equal,0.5,236,-116,312,0,0,-49,-27,0,0,0,0
8/R4p2/3p1k1p/4p3/8/p4n2/K6P/1B1r4 w - - 0 42,96,1,black_winning,0.0,7409,-476,6890,-1020,-645,0,0,0,0,0,1199
4k2r/1b3ppp/pp2p3/6N1/1n1PN1q1/1P6/P4P1b/RQR1K3 b k - 1 22,26,0,black_winning,0.0,1476,-460,1711,0,0,-135,-200,0,0,100,0
r1b1k2r/1p1p1pp1/1q2pn2/p1bP1B1p/1nP5/2N2NB1/PP3PPP/R2QR1K1 w kq - 0 14,0,0,white_winning,0.0,-1173,272,-818,-30,0,75,-400,0,0,0,0
r2q1rk1/1p3ppp/p2b1n2/2pP4/1n6/NQN2PP1/PP1P3P/R1B2RK1 b - - 0 15,10,0,near_equal,0.0,-331,-125,-805,0,600,0,-126,0,0,0,0
6k1/5pp1/1qpp3p/3bp3/2N5/P3P1P1/2K4P/R3R3 b - - 0 30,74,1,black_winning,0.0,9270,-443,3593,3250,0,0,0,0,0,0,1732
r1bqk2r/pp2b1pp/n1pp1n2/4pp2/2P5/2NPBNP1/PP2PPBP/R2QK2R w KQkq - 3 8,0,0,near_equal,0.0,-1284,12,-1103,0,0,0,-181,0,0,0,0
q2k3r/1pp1n1b1/1n1pbp1p/pP2p3/2P3p1/P2PP1PP/1B1N1PB1/R2QK2R b KQ - 0 19,16,0,white_winning,1.0,-2187,311,-1897,0,0,0,-142,0,0,200,-348
8/6k1/1p4np/5R2/p4PP1/P1P4P/2PK4/8 b - - 1 42,112,1,white_winning,1.0,-9145,544,-6282,0,142,0,0,0,0,0,-2065
2kr3r/pp2qpbp/n1ppbnp1/6N1/2PPP3/5BP1/PP1NQ2P/R1B2RK1 w - - 3 14,0,0,near_equal,1.0,120,106,720,-200,0,0,-400,0,0,0,0
r3k2r/ppp1npbp/1n1q2p1/3Ppb2/2P5/2BP1NP1/PP2QPBP/RN2K2R b KQkq - 4 10,0,0,white_winning,0.5,-2534,188,-707,-1045,0,0,-400,0,0,0,-382
3k2rr/1pp1b3/2b1R2p/3p4/pn1P1p2/2N2N1P/PPPB1P2/3R3K w - - 3 25,53,0,near_equal,1.0,182,4,271,-84,0,31,-136,0,0,100,0
r1b1k2r/pp1pppbp/2p3p1/q1n5/2PP4/P1P1PNBP/2Q2PP1/R3KB1R w KQkq - 1 13,10,0,near_equal,1.0,-2950,72,148,-2250,0,0,-400,0,0,0,-448
2kr3r/pp2bp1p/n1ppb1p1/6P1/2PP2n1/PP2PNP1/8/RBB1K1NR w KQ - 1 17,42,0,near_equal,0.5,784,-26,1159,0,0,-75,-300,0,0,0,0
2kr3r/pp4pp/2pbp3/3p2n1/6P1/N5PP/PP2B3/R4RK1 b - - 0 23,64,0,black_winning,0.0,6240,-539,4378,1078,-300,0,300,0,0,0,784
3r4/pp2kpp1/8/8/1P1pPP1P/n2K4/PB3r1P/1R2R3 w - - 7 26,74,1,near_equal,0.5,-4590,-57,253,-2115,-585,0,0,0,0,0,-1093
4n3/8/2kb3R/3n3R/3P1P2/3K2P1/8/8 w - - 1 51,90,1,white_winning,1.0,-6176,441,-4326,0,420,0,0,0,0,200,-1220
8/1p1P1pk1/1r2R1pr/8/p4PPp/P6P/1PB5/1K1R4 b - - 0 32,80,1,white_winning,1.0,-4868,517,-7374,3820,0,0,0,0,0,0,-238
rnbk1b1r/1p5p/1qpppnp1/p1P2p2/3P1B2/P1NBPNP1/1PQ2P1P/R3K2R b KQ - 0 12,0,0,white_winning,1.0,-202,317,-802,1000,0,0,-400,0,0,0,0
1rb1k3/p3pp2/n1pp1npr/qp2P2p/2P5/P1NP1N1P/1P2BPP1/R2QR1K1 b - - 0 14,10,0,white_winning,1.0,-727,358,-402,0,0,75,-400,0,0,0,0
r1r2bk1/1p3p1p/3pbnp1/1P2p3/1N6/PPN1PP1P/3B2P1/R3K2R w KQ - 5 22,53,0,near_equal,0.0,433,-22,-768,1056,0,-75,120,0,0,100,0
r1r3k1/3n1ppp/b3pb2/qBnp4/8/P1N1PNP1/1BQ2P1P/R1R3K1 w - - 8 19,0,0,near_equal,0.0,289,-98,-111,0,0,0,400,0,0,0,0
2b5/3k3r/pr1p3P/2p1p3/2P1PbR1/3P4/RP3P2/3B1K2 b - - 1 34,69,1,black_winning,0.0,6236,-387,1599,2065,750,0,0,0,0,300,782
rn4k1/pp2q1pp/2p5/3b4/2B1prN1/1Q1n2PP/PP2K3/RN5R b - - 0 21,10,0,black_winning,0.0,10781,-399,5698,0,-480,666,400,0,4080,0,417
r3kb1r/2p2p2/1pbp2pp/p7/P2BPq2/2N5/1PP2PPP/R2Q1RK1 w kq - 2 16,21,0,white_winning,1.0,-5420,284,-438,-4155,0,103,-349,0,0,300,-881
r1nqk2r/1p1b1p1n/2ppp1p1/p5Pp/P1PPP2P/1PBBQ1P1/8/RN3RK1 w k - 1 20,10,0,white_winning,0.5,-1026,334,-439,0,0,-87,-400,0,0,-100,0
r1b2rk1/1pq2ppp/p1pbpn2/8/4P2P/P1NQBB2/1PP2PP1/R3K2R b KQ - 3 12,10,0,near_equal,1.0,-686,-11,-211,0,0,-75,-400,0,0,0,0
3r1k2/3b2p1/1p3p1r/P2pp3/5PQ1/4qN2/3p2PP/R2R3K w - - 0 35,32,0,black_winning,0.0,644,-253,2849,-2097,-457,49,300,0,0,0,0
r3kb1r/2qn2pp/p3pp2/2P5/p2QP3/4Bb2/PP3PPP/R3K2R w KQkq - 0 18,21,0,black_winning,0.0,3576,-391,5489,-2873,500,-137,-350,0,0,300,647
r3k2r/pb3p2/1ppb1npp/3p1q2/2PPp2P/NQ2P3/PP1NBPP1/2R1K2R b Kkq - 0 17,10,0,near_equal,0.5,331,-91,-169,0,0,0,400,0,0,100,0
3kr3/1q6/1p1p2p1/1QpP4/3p3r/4pP2/PP6/2RK1R2 w - - 0 36,42,0,black_winning,0.0,5204,-383,3650,1068,-900,319,300,0,0,0,767
7r/1r2k2N/7R/p4p2/1p1PpPp1/1b2P1P1/3R4/4K3 b - - 7 37,74,1,black_winning,0.0,4628,-347,3007,0,-35,0,0,0,0,0,394
1r4kb/p4p1p/4p2p/8/1nPr2P1/2N2B2/PN3P2/1R2R1K1 w - - 1 26,58,0,white_winning,0.0,-3574,278,-3166,0,60,0,-67,0,0,-200,-201
8/8/8/4P2p/7P/5k2/6RK/r7 b - - 1 66,106,1,near_equal,0.5,-2784,-3,-1922,0,0,0,0,0,0,0,-526
r2r2k1/1p1n2pp/1p2bp2/p3p2q/7N/P2P1P2/1P1B4/RQ1K3R w - - 0 23,21,0,black_winning,0.0,5927,-451,4996,0,0,-75,350,0,0,0,656
r7/5Rp1/P1k2n1p/2p3r1/2N1p3/2P1P1P1/2K4P/5R2 b - - 0 27,74,1,white_winning,0.5,614,181,-1901,2065,450,0,0,0,0,0,0
