fen,phase_score,is_endgame,status,result_white,our_total,sf_static_cp,pieces,capture_gains,passed_pawn_support,latent_threat,central,imbalance_white,imbalance_black,pair_bonus,piece_value_boost
2r2k1r/1p3ppp/1q2bn2/3pN1N1/Qb1P4/6P1/PP2RP1P/R1B3K1 w - - 7 22,10,0,white_winning,1.0,742,286,-380,845,0,0,177,0,0,100,0
1r3k1r/2q2pp1/b1p1pn2/p2p3p/PnPP4/NQ2PN2/2B2PPP/RR4K1 w - - 2 17,10,0,near_equal,0.0,-326,-5,-305,0,0,0,-21,0,0,0,0
2kr3r/1ppb4/2nbpppp/pN6/PnBPP1P1/5N1P/1P1B1P2/2KR3R w - - 0 18,42,0,near_equal,0.0,8,68,508,-200,0,0,-300,0,0,0,0
7r/3k4/1R2p1p1/1P2P3/R4N1p/7P/1Pr3PK/8 w - - 1 40,80,1,white_winning,1.0,-8902,461,-6364,100,20,0,0,0,0,0,-1772
r3r1k1/1pq2ppp/2p2n2/3n4/p2Pp3/N3P2P/PPQ1BPP1/R2R2K1 b - - 5 23,21,0,near_equal,1.0,966,-34,366,0,0,50,350,0,0,200,0
r3k2r/2p2ppp/p1nbbq2/3Qn3/1p1P4/6P1/PP2P1BP/R1BNK1NR w KQkq - 3 16,0,0,near_equal,0.5,1702,-59,1208,0,0,94,400,0,0,0,0
r3k1r1/1p3p2/2qbbp2/p1p1p2p/P2p3N/BP1PP3/2QP1PPP/RR4K1 w q - 9 18,21,0,black_winning,1.0,985,-186,32,0,0,303,350,0,0,300,0
8/1p3k1B/2p1p3/3n2P1/P6P/1P4K1/6P1/8 w - - 5 43,117,1,white_winning,1.0,-5879,437,-3773,0,232,0,0,0,0,0,-1075
r1br2k1/1p3ppp/p3p3/4P2n/1bp3PP/5P1B/PP2K3/R1B2N1R b - - 2 18,53,0,near_equal,1.0,1351,-63,2499,-3250,0,-13,210,0,1905,0,0
7k/6qp/5Q2/p1prP1P1/P7/6B1/7P/5RK1 w - - 9 47,58,0,white_winning,1.0,-8107,593,-5560,0,-215,-877,-176,-297,0,0,-982
7r/1p4pk/n2NB3/6pp/R3P3/B4rP1/7P/2R3K1 w - - 1 31,64,0,white_winning,1.0,-12596,637,-7626,-1180,97,180,-300,-2457,0,-300,-1010
r2qr1k1/1p3ppp/1np5/p7/3b3P/2P2P2/PQ3P2/2K1RB1R w - - 0 19,26,0,black_winning,0.0,7433,-371,6012,0,0,121,350,0,0,0,950
r3kb1r/pp1b1pp1/n3qn2/2p4p/P2Pp3/1NN1P3/1PP1B1PP/R1BQ1RK1 w kq - 1 14,0,0,near_equal,1.0,-742,70,-663,0,0,75,-154,0,0,0,0
7k/6p1/pbp1r1rp/1p2p1q1/1PP1P3/P1NR1P1P/Q5P1/3R3K b - - 2 30,32,0,near_equal,0.0,-1098,67,-1031,0,0,233,-300,0,0,0,0
r2qkb1r/4n1pp/p1Pppn2/1p6/3Q4/2N1B2P/PPP2PP1/2KR1B1R b kq - 1 13,10,0,white_winning,0.0,-1599,180,-2507,832,500,75,-399,0,0,-100,0
r1b1k1nr/ppq1n1p1/3p1b1p/3p1p2/2P1p3/P1N1P1PN/1PQB1P1P/1R2KB1R b Kkq - 0 13,0,0,near_equal,1.0,2642,-72,868,1000,0,0,400,0,0,0,374
r1b1k2r/p3b1pp/1ppqpn2/2PPNp2/8/1Q1BP3/PP1B1PPP/RN3RK1 b kq - 0 11,5,0,white_winning,1.0,-3437,583,-6068,3250,0,75,-291,0,0,-200,-203
2kb1r2/8/r7/3Np3/PP6/3BP1Pp/2P4P/R5K1 b - - 2 37,80,1,white_winning,1.0,-5239,272,-4512,0,570,0,0,0,0,0,-757
2r5/1p3pkp/p5p1/2p5/1nP1nP2/N2RP3/1P2N1PP/1R4K1 b - - 0 25,74,1,white_winning,0.5,-87,386,-5087,5000,0,0,0,0,0,0,0
6k1/2rn1p1p/3p2p1/1pb1p1B1/r1b1P3/5P1P/4N1P1/1RN2K1R b - - 1 32,53,0,black_winning,0.0,4322,-520,3403,0,-86,-29,300,0,0,100,634
4k2r/1b1n1pp1/1q2p2p/3p4/Q2b3P/1pPpP1P1/1P3PB1/4K2R w Kk - 0 23,42,0,black_winning,0.0,6678,-337,8525,-3450,-250,442,300,0,0,300,811
3rkb1r/1p3p2/2n4p/p2bp1p1/P7/2PQqNP1/1p1NP1BP/1R1K1R2 b k - 1 23,10,0,black_winning,0.0,554,-365,2240,-2097,-300,211,400,0,0,100,0
1r2r3/3bb2k/3p2p1/2pPp2n/p7/1q2BN1p/1P5Q/1KRN1BR1 b - - 0 42,5,0,near_equal,0.0,-74,-78,803,-792,-806,521,400,0,0,-200,0
8/8/5p2/6p1/p4rP1/P2R2K1/1k6/8 w - - 10 61,106,1,black_winning,0.0,2060,-287,1560,0,0,0,0,0,0,0,500
r3kb1r/pp1b1ppp/n2p4/q2n4/3Bp3/P1N5/1P1NPPPP/1QKR1B1R b kq - 1 13,0,0,near_equal,1.0,274,-33,859,-1060,0,75,400,0,0,0,0
6k1/2P2rpp/bp4n1/p1pB4/P7/3P3P/1P4P1/2qQK2R b - - 2 30,48,0,near_equal,0.0,4145,-122,2824,0,150,828,138,0,0,0,205
6r1/6k1/8/1PNP3R/P2K4/r5p1/8/8 w - - 14 64,90,1,near_equal,0.5,-3475,-45,-1897,0,-95,0,0,0,0,0,-107
8/8/1K6/6k1/2P3n1/4P3/8/3r4 w - - 2 88,112,1,black_winning,0.0,12964,-345,7278,1322,-270,0,0,0,0,0,3739
3rk2r/2p1n3/pp3q2/n3b2p/4B2N/P3B1PQ/1PP2P2/3R1RK1 b k - 2 25,10,0,white_winning,1.0,-1544,330,-2344,1015,0,75,-190,0,0,-100,0
8/6R1/8/8/7p/4K2k/5r2/8 b - - 2 54,106,1,near_equal,0.5,4229,-5,2064,0,180,0,0,0,0,0,555
2r5/4rk1p/p1b2pp1/2p5/2R1nP1N/4PBP1/P2b3P/B5RK b - - 0 31,53,0,black_winning,0.5,607,-263,-311,1061,-86,0,-57,0,0,0,0
r2qk2r/2pp1ppp/bpn1pn2/p7/1bPPP3/2NQ1B2/PP3PPP/R1B1K1NR b KQkq - 4 8,0,0,near_equal,1.0,309,-43,709,0,0,0,-400,0,0,0,0
1rq2k1r/Q1b2pp1/2p1p3/p1Pp1b1p/P2PnP1P/4B1PB/1P1NP3/R4K1R w - - 5 20,10,0,black_winning,0.0,306,-228,-734,1030,0,0,10,0,0,0,0
8/6k1/8/1n1p1ppp/r2P4/p1P2P2/4K2P/R1N5 w - - 2 46,96,1,black_winning,0.5,4632,-328,2865,1090,-1000,0,0,0,0,0,827
1r5k/pp2r1pp/2n4q/2pBb3/2P1NpbP/P1QPP3/5P2/1RB1K2R w K - 2 22,10,0,black_winning,0.0,-2322,-187,-682,-1045,0,-75,-303,0,0,0,-217
r1b2rk1/p3ppbp/2np2p1/q1p5/3PnB2/PQN1PNPP/5P2/2R1KB1R w K - 1 14,0,0,black_winning,0.0,-2198,-258,775,-2250,0,-75,-400,0,0,0,-248
1r1qk2r/p1p1npb1/2n3pp/3p4/QP1Pb3/P1N1PN2/5PPP/R1B1KB1R b KQk - 2 12,0,0,white_winning,0.5,-727,174,-1127,0,0,0,400,0,0,0,0
6k1/6pp/p4n2/3b4/r4p2/2q2PP1/P4Q1P/4R1K1 w - - 4 39,53,0,black_winning,0.0,11361,-326,7517,2084,0,0,264,0,0,0,1496
5k2/4r3/R1B3pp/P3pp2/8/4P1PP/5P2/6K1 w - - 0 41,101,1,white_winning,1.0,-9163,532,-6433,0,-220,0,0,0,0,0,-1748
1r2k2r/pB1n1pb1/3pp1p1/q4bN1/2P3p1/P1N1Q3/1P2PP1P/2R1K2R w Kk - 1 17,10,0,black_winning,1.0,1019,-288,519,0,0,0,400,0,0,100,0
3rr2k/p3qpp1/2p4p/8/2Q3bP/2R3N1/P1P2P2/5RK1 b - - 3 24,32,0,black_winning,0.0,4262,-246,2437,1045,0,0,225,0,0,0,555
4r1k1/pp3pp1/7p/2b5/5Pn1/PP6/2b1P1PP/2B1KB1R w K - 0 24,80,1,black_winning,0.0,5875,-454,4681,0,0,0,0,0,0,0,699
r4k1r/pp2b2n/4p3/4npp1/1P2p3/2P4P/P3PPBN/R1BR2K1 w - - 1 22,53,0,near_equal,0.0,731,-112,405,0,0,206,220,0,0,-100,0
1r4k1/3n1ppp/p1np4/4p1B1/2PP4/PqPB2Q1/5PPP/4R1K1 w - - 6 25,42,0,white_winning,1.0,-1254,209,-1717,991,0,-212,-216,0,0,-100,0
8/8/8/2p4R/2P2p2/5Pkn/3K1b2/8 w - - 0 53,106,1,black_winning,0.0,4136,-283,2065,0,0,0,0,0,0,0,821
rnq1kb1r/1p2pp2/2pp1n1p/p4bp1/3P4/2NBPN1P/PPP2PP1/R1BQ1RK1 w kq - 0 9,0,0,near_equal,0.0,-64,99,261,0,0,75,-400,0,0,0,0
2kr3r/ppp2ppp/2n1pqb1/3p4/3P1P1P/2N5/PPPQPPB1/2KR3R b - - 0 16,21,0,near_equal,1.0,409,-24,211,0,0,0,198,0,0,0,0
rn1qkb1r/pb1n1ppp/4p3/1PppP3/5P2/3P2P1/PP4BP/RNBQK1NR b KQkq - 2 8,0,0,near_equal,1.0,-833,29,-812,0,0,0,-21,0,0,0,0
rn1q1rk1/pp1bbppp/3p1n2/2pP4/8/2NB1N2/PPP1QPPP/R1B1K2R b KQ - 2 9,0,0,near_equal,1.0,-671,6,-185,0,0,-86,-400,0,0,0,0
5k2/5q2/2r2b2/P1r4P/1Q6/2p5/2P2PRP/4RK2 b - - 4 34,37,0,near_equal,1.0,934,17,-1309,1656,400,-113,300,0,0,0,0
2b1n1kr/4Prp1/pR6/2B1p2p/4P3/P2P2PP/2P1N1P1/3K3R b - - 2 29,64,0,white_winning,1.0,-7665,499,-6445,0,300,-75,-246,0,0,0,-1199
2r3k1/5p1p/6p1/2p2q2/8/PP2Q1P1/5P1P/2RRK3 w - - 6 30,53,0,white_winning,1.0,-8389,515,-6570,0,0,60,-4,0,0,0,-1875
2kr1b1r/pp2qppp/n1pp1n2/5b2/2PP4/4PNP1/PP1NQ1BP/R1B2RK1 w - - 7 11,0,0,near_equal,1.0,319,101,719,0,0,0,-400,0,0,0,0
5rk1/3R1p2/6p1/2P3Q1/5P2/7P/q5PK/8 w - - 5 59,64,0,white_winning,1.0,-4317,416,-3018,0,-20,-478,-239,0,207,0,-769
r3k2r/ppp1n1bp/1n1q1pp1/3P1b2/2PN4/2B3P1/PP2QPBP/RN2K2R b KQkq - 0 12,0,0,white_winning,0.5,-1412,291,-875,0,0,-137,-400,0,0,0,0
r3k2r/pR2n1b1/2p3pp/3p1p2/3P4/P4NPB/2bNPP1P/2R3K1 b kq - 1 20,53,0,white_winning,1.0,111,154,-258,0,0,75,194,0,0,100,0
8/pp6/3kp3/8/2P1pr2/1NK5/5P2/8 w - - 2 48,112,1,black_winning,0.0,7637,-483,4602,0,0,0,0,0,0,0,1785
r4rk1/1pp1npp1/1b1p1q1p/p3p1N1/NPB1P1QP/P2PB3/2n1KPP1/1R5R b - - 1 14,5,0,near_equal,1.0,850,24,-879,2080,0,-217,166,0,0,-300,0
r1b1k2r/ppp1qppp/3p1n2/3Pn3/2P5/2P1BN2/P4PPP/R2QKB1R w KQkq - 3 10,10,0,near_equal,1.0,-15,3,485,0,0,0,-400,0,0,-100,0
r1b2rk1/4qppp/p1pb1n2/4p3/Np1PP3/1B3N2/PPP3PP/R2Q1RK1 w - - 0 14,10,0,near_equal,0.5,768,9,223,845,0,0,-400,0,0,100,0
4kb1r/1p1b1pp1/rq1p1n1p/p1p1p3/2PnP3/P1NPBNP1/1P3PBP/R2QK2R w KQk - 2 13,0,0,near_equal,0.0,825,24,210,1015,0,0,-400,0,0,0,0
5r2/5Pk1/4Rb2/2P3pp/3p4/3K4/8/8 w - - 0 51,101,1,black_winning,0.0,11074,-347,5385,2335,-40,0,0,0,0,0,2893
r1bqkbnr/pp1n1p1p/6p1/2P1p3/Q3B3/2P5/PP3PPP/RNB1K1NR w KQkq - 0 8,0,0,near_equal,0.0,-816,80,-1500,1069,0,0,-385,0,0,0,0
2rq1k1r/1b3p2/p5pp/1pPpn2P/1P1p4/P2B1Pb1/3NQNP1/R4KB1 b - - 0 27,16,0,black_winning,0.0,4942,-192,3380,1000,-400,0,400,0,0,-200,762
r2q1rk1/pb3p1p/1p1b2p1/nNp1p3/1nQ5/1P2PNP1/PB1P1PBP/R1R3K1 w - - 4 15,0,0,near_equal,0.0,-2014,-60,-686,-1045,0,0,-84,0,0,0,-199
rq3rk1/3bn1pp/2p1p3/p2pP3/3P4/BP1Q1N2/P5PP/R3KR2 b Q - 2 18,21,0,near_equal,1.0,178,60,603,0,0,-75,-350,0,0,0,0
7N/r7/pk1n1Q2/npq4p/8/1BP5/PP3PPP/R4RK1 b - - 2 27,32,0,white_winning,1.0,-12588,601,-11173,200,0,0,-18,0,0,200,-1797
r1bqk2r/2p1n1b1/pp1pp3/P4p2/2BPP1p1/3N4/1PP2BPP/R2Q1RK1 b q - 1 18,10,0,near_equal,1.0,-249,49,-924,1000,0,75,-400,0,0,0,0
r1bq1k1r/pp3pp1/2nbpn1p/2pp4/2P4P/PPNP1NP1/R3PP2/2BQKB1R b K - 0 9,0,0,near_equal,0.0,482,-38,157,0,0,-75,400,0,0,0,0
4nk2/7p/p1b5/2PB4/3QP3/2P2q2/5P2/5K2 b - - 1 47,69,1,black_winning,0.5,741,-177,96,0,645,0,0,0,0,0,0
rr4k1/2p1Bpbp/1pP1p1p1/q3n3/PR1N4/3PPP2/2Q4P/5RK1 b - - 0 29,21,0,near_equal,0.0,-152,-116,198,0,0,0,-350,0,0,0,0
r1b1k3/1p2bp1r/2q4p/p1n5/P1B1pR2/4P1P1/1PQB1PN1/R3K3 b Qq - 0 19,10,0,near_equal,0.0,-538,-37,-827,0,0,0,289,0,0,0,0
r2qnrk1/pbp1b1pp/1pnpp3/4Pp2/2PP1B2/2NB1N2/PP2QPPP/R4RK1 b - - 1 11,0,0,near_equal,1.0,-1546,118,-1146,0,0,0,-400,0,0,0,0
3rk2r/1pn2pbp/q3p3/p2PPb1P/P1p2R2/2N5/2P1QPP1/R3KB2 w Qk - 0 25,16,0,near_equal,0.0,3164,-76,2817,-60,0,0,-400,0,0,300,507
r3k1r1/2q2pb1/pp2p1p1/2P4p/PnP1P3/4B2P/1PQ1N1P1/R2K3R w q - 1 21,21,0,near_equal,0.0,-1323,-144,-274,0,0,-699,-350,0,0,0,0
8/8/3k1p2/P7/2BP2KP/4P3/8/4r3 w - - 0 54,112,1,near_equal,0.5,-6696,110,-4514,0,-120,0,0,0,0,0,-745
1r5r/3pkp1p/pp2pp2/2p5/1PP2P2/P1Q1Pq2/3P2bP/R3KBR1 b Q - 2 19,32,0,black_winning,0.0,54,-171,118,0,0,0,-64,0,0,0,0
r3k2r/ppq2p1p/1n1bpp2/8/3P4/2NB1P2/PPQ2P1P/R3K2R w KQkq - 0 15,21,0,near_equal,0.0,-7,-20,289,0,0,0,-296,0,0,0,0
r1bb1k1r/pp3ppp/3Ppn2/qB2p3/4P3/2N1B3/PP3PPP/R2QK2R w KQ - 1 13,10,0,white_winning,1.0,-733,166,-608,0,350,-75,-400,0,0,0,0
2r3rk/p2nb3/2p5/P2ppp1p/1P5P/1P1N1PP1/2R1NK2/3R4 b - - 1 34,64,0,near_equal,0.5,1278,-34,1312,0,-475,396,245,0,0,-200,0
r1b1k2r/pp3ppp/2n1pn2/3pq3/2BN4/1NP1PQ2/PP3PPP/R3K2R w KQkq - 0 12,10,0,near_equal,0.0,-165,-23,-565,0,0,0,400,0,0,0,0
6k1/3b2p1/r4p2/1pBPP2r/2p4p/P4N1P/5KP1/2R5 w - - 0 47,80,1,near_equal,1.0,858,-129,1340,0,-440,0,0,0,0,0,0
r2q1rk1/1p3p2/3p1Qb1/p1n3p1/2P5/6PP/PP1NP1B1/2R1K2R w K - 0 23,21,0,near_equal,1.0,-2247,111,-1741,0,0,-75,-208,0,0,0,-223
r1q3k1/1p4b1/3p3p/3P1bp1/1B1p4/3n2P1/P4P2/RK1Q3R w - - 0 26,32,0,black_winning,0.0,5236,-710,3796,-6,-550,240,300,0,501,300,655
r2k3r/pp2p2p/2np2p1/3Bq2n/3bP3/2N4Q/PPPB2PP/2KR1R2 b - - 2 17,10,0,white_winning,1.0,-1361,231,-1015,0,0,75,-321,0,0,-100,0
1Rb3k1/4nrp1/r1p1p2p/2P1B2P/4B2R/p4P2/P1PK2P1/8 w - - 4 29,64,0,white_winning,1.0,-2802,445,-1461,0,0,-538,-154,0,0,-300,-349
2B5/4p3/7k/4P3/5Ppp/4Pr2/4K3/8 b - - 7 46,112,1,black_winning,0.0,6503,-290,2964,0,480,0,0,0,0,0,775
r2r2k1/pb1n1pp1/1qpbpn1p/1p1p4/3P3N/PPNQP1PP/2PB1PB1/R3R1K1 b - - 0 16,0,0,near_equal,0.0,368,-84,79,0,0,0,289,0,0,0,0
rnbqkb1r/1p3p1p/p1p2np1/4P3/2P1N3/5N2/PPQ2PPP/R1B1KB1R b KQkq - 0 8,0,0,white_winning,1.0,-2124,191,-1534,0,0,0,-400,0,0,0,-190
r3kb1r/1b1n3p/pP4p1/4pq2/1P3N2/NQP5/P2B1PPP/4RRK1 b kq - 4 19,10,0,white_winning,1.0,-661,283,-4967,3250,500,75,381,0,0,100,0
r2b4/2nk1p2/p1N1p2p/8/8/P5B1/2R2K2/2R5 w - - 2 38,74,1,white_winning,1.0,-2695,502,-1755,-200,0,0,0,0,0,0,-740
rn2k2r/p4ppp/bppqp3/3BN3/Qb1P4/2N1P1P1/PP3P1P/R1B1K2R b KQkq - 0 11,5,0,near_equal,0.0,-1134,129,-3719,3450,0,-265,-400,0,0,-200,0
r3k3/3n2p1/bpp2p1r/3p1p1p/3P1P1P/1PB1P3/P2N1P2/R3K2R b q - 0 22,64,0,near_equal,0.0,219,-14,84,0,0,127,8,0,0,0,0
8/8/8/1p1r2k1/6pp/r7/4K3/4N1R1 w - - 0 69,90,1,black_winning,0.0,11755,-690,8262,0,-511,0,0,0,0,0,1900
r3k2r/pp3pp1/1qp1pnb1/3p2Np/5P2/2b5/PPP1B1PP/R1BQ1R1K w kq - 0 14,10,0,near_equal,1.0,361,-12,3336,-3450,0,75,400,0,0,0,0
r3k1nr/pp1q1pp1/2n1b3/2bN3p/3p4/1Q2P1P1/PP3PBP/R1B1K1NR w KQkq - 0 11,0,0,near_equal,0.5,695,-109,164,0,0,131,400,0,0,0,0
r1b1kb1r/pp1ppp1p/n1p3p1/q7/P1PP4/2N2NP1/1P1QPP1P/R3KB1R b KQkq - 0 8,10,0,near_equal,0.0,-553,-10,-253,0,0,0,-400,0,0,100,0
4r1k1/6pp/p3bn2/2q1N3/2Pr1p2/4RPQ1/PP4PP/4R1K1 w - - 0 30,26,0,black_winning,0.0,1136,-368,579,0,207,0,350,0,0,0,0
r1b1k2r/p6p/2p2np1/2N1Bp2/1b6/1P1BPN2/P1P1KPPP/7R b kq - 7 18,58,0,white_winning,1.0,-1482,173,-765,0,0,-290,-227,0,0,-200,0
1r1q1r1k/5p2/p1Nbbn2/2p3Q1/3p4/2N5/PPP2PPP/1R2R1K1 b - - 3 19,16,0,near_equal,0.5,1057,22,578,0,0,-21,400,0,0,100,0
2r5/bp3k1p/3B4/5N2/2P3n1/P5P1/1P4KP/4R3 w - - 5 39,85,1,white_winning,1.0,-6483,398,-4543,0,0,0,0,0,0,0,-1045
6k1/2b3p1/5n1p/2pp1P2/1p1p1P1Q/1P1P2PP/1KPq4/2R5 w - - 1 32,64,0,black_winning,0.0,4966,-189,1092,0,0,841,300,0,2733,0,0
r4rk1/pb2q1pp/n1pbp3/5p2/pPQN2P1/P3PB1P/3P1P2/R3K2R b KQ - 0 20,16,0,black_winning,0.0,2421,-333,2860,-1030,0,-75,-136,0,0,300,502
r3r1k1/p2nqp1p/1p1b2p1/2pP4/2Q1n3/4BNPB/PP3P1P/2KRR3 b - - 1 19,10,0,near_equal,1.0,68,28,-69,0,637,0,-400,0,0,-100,0
r2r2nk/5pp1/2p4p/p1q1pQP1/Pp2P2P/1B1Pb3/1PP1N3/1K1R1R2 w - - 1 24,21,0,white_winning,1.0,-1895,266,-385,-1015,0,-190,-83,0,0,0,-222
3r1rk1/pp6/1qnbpnp1/2p1p2p/2P5/2NP1NPP/PP3P2/R1BQR1K1 b - - 2 17,10,0,near_equal,1.0,332,89,-68,0,0,0,400,0,0,0,0
2rr3k/pp2npnp/4bNp1/qPp3P1/2P5/P3P2P/1Q1N1P2/R3KB1R w KQ - 4 20,10,0,white_winning,1.0,-1167,210,-684,0,0,-119,-364,0,0,0,0
r1b1k2r/ppp1qpbp/2np2p1/3P4/4N1n1/BP1BP3/P1P2PPP/R2QK1NR b KQkq - 2 10,0,0,near_equal,1.0,-1865,-17,-1356,0,0,0,-322,0,0,0,-187
r4rk1/1q3pb1/2pPp1p1/ppP1N2P/3P4/3Q4/PP3P1P/2R1R1K1 w - - 1 24,32,0,white_winning,1.0,-4214,486,-2468,-1000,225,-24,-300,0,0,0,-647
r2r2k1/pppb1ppp/2n1pn2/q7/1b1P4/2NB1N2/PPPBQPPP/1K1RR3 b - - 6 13,0,0,near_equal,0.0,-769,71,-373,0,0,4,-400,0,0,0,0
rnbqk2r/1p2ppbp/2p2np1/p2p4/P2P1B2/2P2N1P/1P1NPPP1/R2QKB1R b KQkq - 2 7,0,0,near_equal,1.0,-849,28,-467,0,0,0,-382,0,0,0,0
4k2r/pp2pp1p/3p4/n1rP2p1/P7/qpbBP1P1/3N1PP1/1Q2K2R w Kk - 0 23,32,0,black_winning,0.0,10316,-490,7750,1090,-75,0,-219,0,0,0,1770
r5k1/1pq1bppp/p1p1p3/3rP3/3P3n/3BQP2/PP1N1P1P/2R1R1K1 w - - 0 21,21,0,near_equal,0.5,-554,-126,-95,0,0,-109,-350,0,0,0,0
1rbr1bk1/8/2pp1pp1/p6p/1qP1PB2/3Q1P1P/PP3P2/1R1R1BK1 w - - 7 27,21,0,white_winning,0.0,-1850,229,-1254,0,0,-29,-350,0,0,0,-217
2r1k2r/1p3p2/2bqpnpp/3p4/Pp1P3P/1Q1BP3/1P3PP1/R3NK1R b k - 1 20,21,0,near_equal,0.5,524,8,99,0,0,75,350,0,0,0,0
r2qkb1r/pp3ppp/1n2pn2/4B3/3P4/3B1b2/PPQ2PPP/RN2K2R w KQkq - 0 12,5,0,near_equal,0.0,399,-148,3847,-3450,0,0,-198,0,0,200,0
1r1qkb1r/ppp1n1p1/2n1ppp1/1B1p4/3P2PP/4PQ2/PPPN1P2/R1B1K2R b KQk - 1 10,10,0,near_equal,1.0,-561,76,-767,0,0,0,306,0,0,-100,0
1R6/4bpp1/4p1k1/4P2r/4RP2/6P1/8/3K4 w - - 3 68,90,1,white_winning,1.0,-3691,152,-2176,0,0,0,0,0,0,0,-620
2rr4/pp1bk2p/5np1/5p2/1N2pP2/1P4PP/P3P1B1/2R2RK1 w - - 11 28,64,0,near_equal,0.0,423,-128,310,0,0,75,38,0,0,0,0
4rrk1/1pp3b1/6qp/p2pP3/3P1B2/P2RQpP1/5P1P/4K1R1 w - - 7 35,32,0,near_equal,1.0,-771,33,179,-1075,500,-75,-300,0,0,0,0
5rk1/p2r2bp/1n4p1/1Np1np2/8/6PP/PPB1PP2/R1B2RK1 b - - 1 19,53,0,near_equal,1.0,-710,91,-910,0,0,0,300,0,0,-100,0
2R5/r4rkp/8/2PNR3/1P1n4/p4p2/P4PP1/6K1 b - - 0 43,74,1,white_winning,1.0,-5638,276,-3755,0,225,0,0,0,0,0,-661
r1b1kb1r/ppqp1ppp/2n2n2/8/3Pp3/1P3N2/PBP1BPPP/RN1QK2R w KQkq - 0 8,0,0,near_equal,1.0,548,-37,452,0,0,0,96,0,0,0,0
3r2kb/pP1P1p2/P3p1pp/8/2P1NP2/1qP1Q3/6PP/3RK3 w - - 5 39,53,0,white_winning,1.0,-5304,618,-4799,355,345,-75,-250,0,0,0,-880
8/7P/4k3/5RP1/8/8/5K2/4r3 b - - 6 57,106,1,white_winning,1.0,-7336,426,-4315,0,0,0,0,0,0,0,-1428
2kb1r2/8/r7/3Np3/PP2B3/4P1Pp/2P4P/R5K1 w - - 1 37,80,1,white_winning,1.0,-5061,334,-4424,0,660,0,0,0,0,0,-757
r3k2r/pp1nppb1/1q3np1/2pp1b1p/7P/BPPP1NP1/PQ2PPB1/RN2K2R b KQkq - 2 10,0,0,near_equal,0.0,1152,-122,489,0,0,263,400,0,0,0,0
r1bk1b1r/pp1p1ppp/4pn2/4N3/8/3BP3/PPP2PPP/R3K2R b KQ - 1 14,58,0,black_winning,0.0,2445,-474,2867,-1033,0,0,-49,0,0,300,360
r1br2k1/pp2bppp/2n1pn2/q7/P1pP3P/1PNQ1N2/5PP1/R1B1KB1R w KQ - 0 12,0,0,black_winning,0.0,852,-338,1803,-1000,0,-75,124,0,0,0,0
r1b2rk1/1p4p1/p1nRp2p/5p2/2B5/P3PN2/1P3PPP/5K1R b - - 1 21,64,0,near_equal,0.5,-1758,49,-435,-1078,0,0,-74,0,0,0,-171
2rq1rk1/4b3/1pn4p/1p3p2/3P1p2/P1N1Q3/1P4PP/4RRK1 w - - 0 28,26,0,black_winning,0.0,3278,-158,2420,0,207,0,-138,0,0,0,789
8/p1krp3/5b2/2PB3p/1PP1KP2/7P/R7/8 b - - 4 43,96,1,white_winning,1.0,-6905,432,-4055,-1045,882,0,0,0,0,0,-1196
rnbqk2r/pp3p1p/3bpp2/2p5/3p3N/1P4P1/P1PPPPBP/R1BQK2R b KQkq - 2 8,10,0,near_equal,1.0,22,24,-378,0,0,0,400,0,0,0,0
6k1/4p3/p1r2pp1/P6r/R6p/3BnN1P/5R2/6K1 b - - 5 42,69,1,near_equal,1.0,-574,113,516,-1090,0,0,0,0,0,0,0
rnbqk2r/1pp1p2p/6pb/p1p2p1n/3P3P/4PN2/PP3PPB/RN1QKB1R w KQkq - 0 9,0,0,near_equal,1.0,-1008,99,392,-1000,0,0,-400,0,0,0,0
4r3/2b3pk/5p2/7p/P7/4B2P/5K2/7R b - - 0 46,96,1,near_equal,0.0,2256,-107,1770,0,60,0,0,0,0,0,426
2kr4/pp3B2/2n3n1/2N1b2p/4P1p1/P7/1qQ2PPP/2R2RK1 b - - 0 24,26,0,white_winning,1.0,-2653,279,-3756,1030,27,199,50,0,0,200,-403
r2qk2r/ppp3pb/5p2/2b1n2P/4P2P/1PB3N1/P1P1QP2/R3KB1R b KQkq - 2 18,10,0,white_winning,0.5,-975,154,-1233,0,0,0,258,0,0,0,0
r1bq1k1r/ppp2pp1/2nbp3/3n3p/3P4/2P2N2/PP2BPPP/RNBQR1K1 w - - 0 10,0,0,near_equal,0.0,9,147,331,0,0,0,-322,0,0,0,0
2rk4/3n1qp1/2p2n1p/pp3B1P/3P1B2/2P5/PP4P1/4RQK1 w - - 0 28,42,0,white_winning,1.0,-777,397,-2322,2085,0,-140,-300,0,0,-100,0
r3kb1r/ppq1pp2/4b2p/2pn4/3n2pP/1N1P2P1/PPP1QPBN/R1B1K2R w KQkq - 6 12,0,0,near_equal,0.5,-80,-33,443,-1060,0,137,400,0,0,0,0
1n3rk1/1p4bp/2p1b1p1/1P2p3/8/2P2p1B/3PQP2/B3KNq1 w - - 0 25,42,0,black_winning,0.0,10322,-318,7981,0,0,-75,300,0,0,0,2116
3rk2r/1pq1ppb1/nNpp1np1/p1Pb3p/3P1B1N/PP1Q2PP/4PPB1/R3K2R w KQk - 3 16,0,0,near_equal,0.0,406,80,6,800,0,0,-400,0,0,0,0
